KEGG_ID	Degree_centrality	Betweenness_centrality	Closeness_centrality	Compound_name
C03194	1	0	5.65473329450417e-06	(R)-1-Aminopropan-2-ol
C03232	1	0	5.75476638525859e-06	3-Phosphonooxypyruvate
C03263	1	0	6.90410815147337e-07	Coproporphyrinogen_III
C03294	1	0	5.7990176464107e-06	N-Formylmethionyl-tRNA
C03345	2	0	5.76784426820476e-06	2-Methylbut-2-enoyl-CoA
C03373	2	3531.44729486694	5.67591651861984e-06	Aminoimidazole_ribotide
C03402	1	0	5.73667513782362e-06	L-Asparaginyl-tRNA(Asn)
C03406	1	0	5.80932629242987e-06	N-(L-Arginino)succinate
C03451	1	0	5.70896821817393e-06	(R)-S-Lactoylglutathione
C03460	1	0	5.76784426820476e-06	2-Methylprop-2-enoyl-CoA
C03479	1	0	5.73503013758337e-06	Folinic_acid
C03492	2	8	5.81703110366531e-06	D-4'-Phosphopantothenate
C03511	1	0	5.79673180260969e-06	L-Phenylalanyl-tRNA(Phe)
C03512	1	0	6.90410815147337e-07	L-Tryptophanyl-tRNA(Trp)
C03539	2	12212.9	5.80103606504122e-06	S-Ribosyl-L-homocysteine
C03561	1	0	5.76358910220573e-06	(R)-3-Hydroxybutanoyl-CoA
C03688	1	0	5.76206143509902e-06	Apo-[acyl-carrier-protein]
C03722	2	6442.65787545788	5.80548153566598e-06	Quinolinate
C03740	1	0	5.81189229401201e-06	(5-L-Glutamyl)-L-amino_acid
C03752	4	0	6.92136840990559e-07	2-Amino-2-deoxy-D-gluconate
C03785	3	2148.01664217284	5.82529927475024e-06	D-Tagatose_1,6-bisphosphate
C03794	4	2303.47887652053	5.82815113561525e-06	N6-(1,2-Dicarboxyethyl)-AMP
C03838	2	3386.0791871892	5.82007810544818e-06	5'-Phosphoribosylglycinamide
C03892	1	0	5.62635384139309e-06	Phosphatidylglycerophosphate
C03912	2	0	5.67372667389121e-06	(S)-1-Pyrroline-5-carboxylate
C03939	3	5797	5.83243416639935e-06	Acetyl-[acyl-carrier_protein]
C03972	4	633.998880900164	5.67398421497591e-06	2,3,4,5-Tetrahydrodipicolinate
C03974	1	0	5.83325069561515e-06	2-Acyl-sn-glycerol_3-phosphate
C04039	2	1725.02337662338	5.79062266565524e-06	2,3-Dihydroxy-3-methylbutanoate
C04046	2	0	5.62597399674819e-06	3-D-Glucosyl-1,2-diacylglycerol
C04051	1	0	5.78720449087068e-06	5-Amino-4-imidazolecarboxyamide
C04079	1	0	5.75655527732205e-06	N-((R)-Pantothenoyl)-L-cysteine
C04088	1	0	5.69641524588576e-06	Octadecanoyl-[acyl-carrier_protein]
C04122	2	4907	5.72275539226627e-06	D-1-Aminopropan-2-ol_O-phosphate
C04133	3	5386.49261876961	5.74049517511381e-06	N-Acetyl-L-glutamate_5-phosphate
C04181	2	0	5.77097315920384e-06	3-Hydroxy-3-methyl-2-oxobutanoic_acid
C04216	1	0	5.52239053241367e-06	all-trans-Heptaprenyl_diphosphate
C04236	1	0	5.80844896987158e-06	(2S)-2-Isopropyl-3-oxosuccinate
C04246	2	854.125	5.69745380789325e-06	But-2-enoyl-[acyl-carrier_protein]
C04257	1	0	5.68501600332005e-06	N-Acetyl-D-mannosamine_6-phosphate
C04260	2	0	5.68540386266338e-06	O-D-Alanyl-poly(ribitol_phosphate)
C04272	3	1725.02337662338	5.79062266565524e-06	(R)-2,3-Dihydroxy-3-methylbutanoate
C04281	2	0	5.67372667389121e-06	L-1-Pyrroline-3-hydroxy-5-carboxylate
C04294	1	0	5.72767210222749e-06	5-(2-Hydroxyethyl)-4-methylthiazole
C04327	3	1408.55270513305	5.79854688415083e-06	4-Methyl-5-(2-phosphoethyl)-thiazole
C04332	2	4211	5.73069186642903e-06	6,7-Dimethyl-8-(D-ribityl)lumazine
C04352	3	8	5.81703110366531e-06	(R)-4'-Phosphopantothenoyl-L-cysteine
C04376	2	6295.44729486694	5.80669511947275e-06	5'-Phosphoribosyl-N-formylglycinamide
C04377	1	0	5.83304654187836e-06	5,10-Methylenetetrahydromethanopterin
C04390	1	0	5.58456426437327e-06	N6-Acetyl-LL-2,6-diaminoheptanedioate
C04411	5	1998.06792668244	5.80939378975804e-06	(2R,3S)-3-Isopropylmalate
C04419	5	27	5.82774355597256e-06	Carboxybiotin-carboxyl-carrier_protein
C04421	2	0	5.74141801542145e-06	N-Succinyl-LL-2,6-diaminoheptanedioate
C04442	4	7215	5.86720175546677e-06	2-Dehydro-3-deoxy-6-phospho-D-gluconate
C04454	1	0	5.72970681090249e-06	5-Amino-6-(5'-phospho-D-ribitylamino)uracil
C04462	4	830.692618769585	5.74214331241279e-06	N-Succinyl-2-L-amino-6-oxoheptanedioate
C04488	2	0	5.84252069712957e-06	5-Methyl-5,6,7,8-tetrahydromethanopterin
C04494	2	1398	5.78961690104966e-06	Guanosine_3'-diphosphate_5'-triphosphate
C04501	2	0	5.59349811778788e-06	N-Acetyl-alpha-D-glucosamine_1-phosphate
C04556	2	0	5.66254622053352e-06	4-Amino-2-methyl-5-phosphomethylpyrimidine
C04574	2	8871.90952380952	5.65345454339874e-06	di-trans,poly-cis-Undecaprenyl_diphosphate
C04618	3	1456.2	5.76471876819489e-06	(3R)-3-Hydroxybutanoyl-[acyl-carrier_protein]
C04619	3	1456.2	5.76471876819489e-06	(3R)-3-Hydroxydecanoyl-[acyl-carrier_protein]
C04620	3	1456.2	5.76471876819489e-06	(3R)-3-Hydroxyoctanoyl-[acyl-carrier_protein]
C04631	3	5306	5.66152034467336e-06	UDP-N-acetyl-3-(1-carboxyvinyl)-D-glucosamine
C04633	3	1456.2	5.76471876819489e-06	(3R)-3-Hydroxypalmitoyl-[acyl-carrier_protein]
C04640	2	4917.44729486694	5.73753091094778e-06	2-(Formamido)-N1-(5'-phosphoribosyl)acetamidine
C04646	2	285.922960662526	5.80359474658603e-06	6-Thioinosine-5'-monophosphate
C04666	4	1732.70380602714	5.78606599586875e-06	D-erythro-1-(Imidazol-4-yl)glycerol_3-phosphate
C04675	1	0	5.82760770875948e-06	3-Hydroxy-3-(4-methylpent-3-en-1-yl)glutaryl-CoA
C04677	5	8820.29794888958	5.83263827727196e-06	1-(5'-Phosphoribosyl)-5-amino-4-imidazolecarboxamide
C04688	2	1456.2	5.76471876819489e-06	(3R)-3-Hydroxytetradecanoyl-[acyl-carrier_protein]
C04691	2	1398	5.81378448300921e-06	2-Dehydro-3-deoxy-D-arabino-heptonate_7-phosphate
C04702	2	12855.3009400942	5.73082323275739e-06	UDPMurAc(oyl-L-Ala-D-gamma-Glu-L-Lys-D-Ala-D-Ala)
C04732	2	3	5.73069186642903e-06	5-Amino-6-(1-D-ribitylamino)uracil
C04734	2	0	5.81452818011083e-06	1-(5'-Phosphoribosyl)-5-formamido-4-imidazolecarboxamide
C04751	2	1518	5.72380358195628e-06	1-(5-Phospho-D-ribosyl)-5-amino-4-imidazolecarboxylate
C04752	2	31.4472948669454	5.7292472342059e-06	2-Methyl-4-amino-5-hydroxymethylpyrimidine_diphosphate
C04778	3	8	5.45985640577653e-06	N1-(5-Phospho-alpha-D-ribosyl)-5,6-dimethylbenzimidazole
C04807	2	5	5.73338608048527e-06	2-Amino-7,8-dihydro-4-hydroxy-6-(diphosphooxymethyl)pteridine
C04823	2	3028	5.7943134607696e-06	1-(5'-Phosphoribosyl)-5-amino-4-(N-succinocarboxamide)-imidazole
C04851	2	1035	5.72000572000572e-06	MurAc(oyl-L-Ala-D-gamma-Glu-L-Lys-D-Ala-D-Ala)-diphospho-undecaprenol
C04874	1	0	5.66434239816928e-06	2-Amino-4-hydroxy-6-(D-erythro-1,2,3-trihydroxypropyl)-7,8-dihydropteridine
C04877	2	21521.6577291403	5.73108598348301e-06	UDP-N-acetylmuramoyl-L-alanyl-D-gamma-glutamyl-meso-2,6-diaminopimelate
C04882	2	12855.3009400942	5.73082323275739e-06	UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-6-carboxy-L-lysyl-D-alanyl-D-alanine
C04895	1	0	5.78954986249819e-06	7,8-Dihydroneopterin_3'-triphosphate
C04896	2	4537.18383557618	5.74333055739023e-06	5-(5-Phospho-D-ribosylaminoformimino)-1-(5-phosphoribosyl)-imidazole-4-carboxamide
C04916	3	4655.18383557619	5.77403876689628e-06	N-(5'-Phospho-D-1'-ribulosylformimino)-5-amino-1-(5''-phospho-D-ribosyl)-4-imidazolecarboxamide
C05100	1	0	6.92712182936975e-07	3-Ureidoisobutyrate
C05125	6	1372.62376793076	5.84463783701643e-06	2-(alpha-Hydroxyethyl)thiamine_diphosphate
C05130	1	0	5.84696162639085e-06	Imidazole-4-acetaldehyde
C05172	1	0	5.724917704308e-06	Selenophosphoric_acid
C05223	2	79.8571428571428	5.76471876819489e-06	Dodecanoyl-[acyl-carrier_protein]
C05269	1	0	5.8292382934322e-06	3-Oxohexanoyl-CoA
C05270	2	0	5.76784426820476e-06	Hexanoyl-CoA
C05271	2	0	5.76784426820476e-06	trans-Hex-2-enoyl-CoA
C05335	3	1957.64975983785	5.82801526940001e-06	L-Selenomethionine
C05336	1	0	5.7580800257962e-06	Selenomethionyl-tRNA(Met)
C05338	1	0	5.83325069561515e-06	4-Hydroxyphenylacetyl-CoA
C05345	11	48557.7307511016	5.83842736120599e-06	beta-D-Fructose_6-phosphate
C05378	5	4051.83230061474	5.83829101545396e-06	beta-D-Fructose_1,6-bisphosphate
C05382	3	714.047480297481	5.83359098360178e-06	Sedoheptulose_7-phosphate
C05402	1	0	5.71765096027948e-06	Melibiose
C05404	1	0	5.71765096027948e-06	D-Gal_alpha_1->6D-Gal_alpha_1->6D-Glucose
C05512	3	260.908628622045	5.76611484947557e-06	Deoxyinosine
C05519	2	0	5.8075719122592e-06	L-Allothreonine
C05527	4	0.153846153846154	5.86637569443222e-06	3-Sulfinylpyruvate
C05528	2	0	5.86637569443222e-06	3-Sulfopyruvate
C05576	4	372.562578225746	5.8370641901949e-06	3,4-Dihydroxyphenylethyleneglycol
C05577	4	372.562578225746	5.8370641901949e-06	3,4-Dihydroxymandelaldehyde
C05596	1	0	5.83325069561515e-06	p-Hydroxyphenylacetylglycine
C05634	1	0	5.84696162639085e-06	5-Hydroxyindoleacetaldehyde
C05635	1	0	5.84696162639085e-06	5-Hydroxyindoleacetate
C05665	1	0	5.84696162639085e-06	3-Aminopropanal
C05670	1	0	5.81189229401201e-06	3-Aminopropiononitrile
C05682	1	0	5.78613295376301e-06	Phosphonoacetate
C05684	1	0	5.74689523984667e-06	Selenite
C05698	2	6420.85179675573	5.86926792621156e-06	Selenohomocysteine
C05699	1	0	5.86066846784544e-06	L-Selenocystathionine
C05703	2	0	5.78225195584672e-06	Methaneselenol
C05711	1	0	5.81189229401201e-06	gamma-Glutamyl-beta-cyanoalanine
C05714	1	0	5.82014585285507e-06	alpha-Aminopropiononitrile
C05715	1	0	5.82014585285507e-06	gamma-Amino-gamma-cyanobutanoate
C05726	2	0	5.82482423592868e-06	S-Substituted_L-cysteine
C05729	3	838.858108109989	5.83318264278173e-06	R-S-Cysteinylglycine
C05744	4	22999.0909090909	5.83352292282832e-06	Acetoacetyl-[acp]
C05745	2	79.8571428571428	5.76471876819489e-06	Butyryl-[acp]
C05746	2	105.545454545455	5.76491816698662e-06	3-Oxohexanoyl-[acp]
C05747	2	1456.2	5.76471876819489e-06	(R)-3-Hydroxyhexanoyl-[acp]
C05748	2	854.125	5.69745380789325e-06	trans-Hex-2-enoyl-[acp]
C05749	2	79.8571428571428	5.76471876819489e-06	Hexanoyl-[acp]
C05750	3	105.545454545455	5.76491816698662e-06	3-Oxooctanoyl-[acp]
C05751	2	854.125	5.69745380789325e-06	trans-Oct-2-enoyl-[acp]
C05752	2	79.8571428571428	5.76471876819489e-06	Octanoyl-[acp]
C05753	3	105.545454545455	5.76491816698662e-06	3-Oxodecanoyl-[acp]
C05754	2	854.125	5.69745380789325e-06	trans-Dec-2-enoyl-[acp]
C05755	2	79.8571428571428	5.76471876819489e-06	Decanoyl-[acp]
C05756	2	105.545454545455	5.76491816698662e-06	3-Oxododecanoyl-[acp]
C05757	2	1456.2	5.76471876819489e-06	(R)-3-Hydroxydodecanoyl-[acp]
C05758	2	854.125	5.69745380789325e-06	trans-Dodec-2-enoyl-[acp]
C05759	2	105.545454545455	5.76491816698662e-06	3-Oxotetradecanoyl-[acp]
C05760	2	854.125	5.69745380789325e-06	trans-Tetradec-2-enoyl-[acp]
C05761	2	79.8571428571428	5.76471876819489e-06	Tetradecanoyl-[acp]
C05762	3	105.545454545455	5.76491816698662e-06	3-Oxohexadecanoyl-[acp]
C05763	2	854.125	5.69745380789325e-06	trans-Hexadec-2-enoyl-[acp]
C05764	2	79.8571428571428	5.76471876819489e-06	Hexadecanoyl-[acp]
C05773	1	0	7.02590098397743e-07	Cobyrinate
C05775	3	8	5.52397682139326e-06	alpha-Ribazole
C05778	3	6	6.92135882885072e-07	Sirohydrochlorin
C05807	1	0	6.91559584428015e-07	2-Polyprenylphenol
C05810	1	0	6.91559584428015e-07	2-Octaprenylphenol
C05811	1	0	6.91559584428015e-07	2-Octaprenyl-6-hydroxyphenol
C05823	1	0	5.85366995838041e-06	3-Mercaptolactate
C05840	2	2979.43675020464	5.83638284336899e-06	Iminoaspartate
C05841	1	0	5.7660483540815e-06	Nicotinate_D-ribonucleoside
C05844	1	0	5.81189229401201e-06	5-L-Glutamyl-taurine
C05892	1	0	5.68676178723549e-06	UDP-N-acetylmuramoyl-L-alanyl-gamma-D-glutamyl-L-lysine
C05893	1	0	5.65211247703829e-06	Undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine)-L-alanyl-gamma-D-glutamyl-L-lysyl-D-alanyl-D-alanine
C05897	2	1035	5.72000572000572e-06	Undecaprenyl-diphospho-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimeloyl-D-alanyl-D-alanine
C05898	1	0	5.65211247703829e-06	Undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine)-L-alanyl-D-glutamyl-meso-2,6-diaminopimeloyl-D-alanyl-D-alanine
C05921	2	0	5.75668783208893e-06	Biotinyl-5'-AMP
C05922	2	0	5.78954986249819e-06	Formamidopyrimidine_nucleoside_triphosphate
C05923	2	0	5.78954986249819e-06	2,5-Diaminopyrimidine_nucleoside_triphosphate
C05936	1	0	5.84696162639085e-06	N4-Acetylaminobutanal
C05946	6	40036.4419130797	5.89105090457087e-06	D-4-Hydroxy-2-oxoglutarate
C05947	4	0.153846153846154	5.86637569443222e-06	L-erythro-4-Hydroxyglutamate
C05951	1	0	5.81189229401201e-06	Leukotriene_D4
C05979	1	0	6.91559584428015e-07	Propane-1-ol
C05980	1	0	5.62641715382062e-06	Cardiolipin
C05984	1	0	5.85366995838041e-06	2-Hydroxybutanoic_acid
C05985	1	0	5.84696162639085e-06	2-Propynal
C06002	1	0	5.84696162639085e-06	(S)-Methylmalonate_semialdehyde
C06006	2	1849.24242424244	5.84183807593221e-06	(S)-2-Aceto-2-hydroxybutanoate
C06007	3	1725.02337662338	5.79062266565524e-06	(R)-2,3-Dihydroxy-3-methylpentanoate
C06010	3	1849.24242424244	5.84183807593221e-06	(S)-2-Acetolactate
C06032	6	3287.41843085679	5.80939378975804e-06	D-erythro-3-Methylmalate
C06033	2	0	6.98533289651718e-07	Parapyruvate
C06035	2	0	6.98533289651718e-07	4-Methylene-2-oxoglutarate
C06055	1	0	5.78854447049289e-06	O-Phospho-4-hydroxy-L-threonine
C06056	1	0	5.78854447049289e-06	4-Hydroxy-L-threonine
C06112	2	0	5.80851644681432e-06	L-Glutamyl-tRNA(Gln)
C06114	1	0	5.81189229401201e-06	gamma-Glutamyl-beta-aminopropiononitrile
C06148	2	0	5.78954986249819e-06	2,5-Diamino-6-(5'-triphosphoryl-3',4'-trihydroxy-2'-oxopentyl)-amino-4-oxopyrimidine
C06156	2	0	5.59349811778788e-06	alpha-D-Glucosamine_1-phosphate
C06186	2	0	5.71810867837354e-06	Arbutin
C06187	3	767.566666666667	5.71830486570561e-06	Arbutin_6-phosphate
C06188	2	9.36666666666667	5.71823946843246e-06	Salicin_6-phosphate
C06250	6	3792	5.82808320171579e-06	Holo-[carboxylase]
C06311	3	0	6.91560540938655e-07	Galactitol_1-phosphate
C06319	2	0	7.02622679676428e-07	Precorrin_6Y
C06320	2	0	7.02622679676428e-07	Precorrin_6X
C06399	1	0	7.02590098397743e-07	Hydrogenobyrinate
C06406	1	0	7.02592072934678e-07	Precorrin_3B
C06407	2	27	7.02610831589102e-07	Precorrin_4
C06408	1	0	7.02590098397743e-07	Precorrin_8X
C06416	1	0	7.02607869629705e-07	Precorrin_5
C06481	2	1398	5.79565673484291e-06	L-Seryl-tRNA(Sec)
C06482	1	0	5.724917704308e-06	L-Selenocysteinyl-tRNA(Sec)
C06506	2	0	5.58743497622546e-06	Adenosyl_cobyrinate_a,c_diamide
C06507	3	14	5.65486120143181e-06	Adenosyl_cobyrinate_hexaamide
C06508	2	1414	5.6554368542198e-06	Adenosyl_cobinamide
C06509	3	1414	5.6554368542198e-06	Adenosyl_cobinamide_phosphate
C06510	2	1420	5.58918381148801e-06	Adenosine-GDP-cobinamide
C06611	4	372.562578225746	5.8370641901949e-06	trans-3-Chloro-2-propene-1-ol
C06612	4	372.562578225746	5.8370641901949e-06	cis-3-Chloro-2-propene-1-ol
C06613	6	10592.4663208919	5.87037047908093e-06	trans-3-Chloroallyl_aldehyde
C06614	2	0	5.84696162639085e-06	trans-3-Chloroacrylic_acid
C06615	2	0	5.84696162639085e-06	cis-3-Chloroacrylic_acid
C06714	1	0	6.98533289651718e-07	3-Hydroxypimeloyl-CoA
C06715	1	0	5.83325069561515e-06	3-Oxopimeloyl-CoA
C06723	1	0	6.98533289651718e-07	6-Carboxyhex-2-enoyl-CoA
C06754	2	0	5.84696162639085e-06	Chloroacetaldehyde
C06755	2	0	5.84696162639085e-06	Chloroacetic_acid
C06899	1	0	5.79975757013357e-06	Chloral_hydrate
C07086	1	0	5.82014585285507e-06	Phenylacetic_acid
C07118	1	0	5.83325069561515e-06	Benzoyl_acetyl-CoA
C07490	1	0	5.79975757013357e-06	Trichloroethanol
C07645	1	0	5.79975757013357e-06	Aldophosphamide
C07648	1	0	5.80346002286563e-06	Thioguanine
C09306	1	0	5.81047396036095e-06	Sulfur_dioxide
C09332	1	0	5.80029581508657e-06	Tetrahydrofolyl-[Glu](2)
C09814	1	0	5.82014585285507e-06	Benzonitrile
C11062	1	0	5.70206699928724e-06	4-Hydroxybutyryl-CoA
C11355	3	2834.15714285714	5.73851865879342e-06	4-Amino-4-deoxychorismate
C11434	4	19396.0904761905	5.78700354743317e-06	2-C-Methyl-D-erythritol_4-phosphate
C11435	4	16604.0904761905	5.71876268850472e-06	4-(Cytidine_5'-diphospho)-2-C-methyl-D-erythritol
C11436	4	13814.4238095238	5.65345454339874e-06	2-Phospho-4-(cytidine_5'-diphospho)-2-C-methyl-D-erythritol
C11437	4	22182.0904761905	5.85696129134283e-06	1-Deoxy-D-xylulose_5-phosphate
C11453	3	11081.0928571429	5.59462468460303e-06	2-C-Methyl-D-erythritol_2,4-cyclodiphosphate
C11538	1	0	6.92133008584526e-07	Cobalt-sirohydrochlorin
C11539	1	0	7.02592072934678e-07	Cobalt-precorrin_3
C11540	2	27	7.02610831589102e-07	Cobalt-precorrin_4
C11542	2	110	7.02633540774176e-07	Cobalt-precorrin_6
C11543	2	98	7.02630578623308e-07	Cobalt-dihydro-precorrin_6
C11545	2	54	7.02608856946729e-07	Cobalt-precorrin_8
C11811	2	10493.9095238095	5.54621941953268e-06	1-Hydroxy-2-methyl-2-butenyl_4-diphosphate
C11924	1	0	5.84696162639085e-06	Perillic_acid
C11929	1	0	6.98533289651718e-07	Perillyl-CoA
C11934	1	0	6.98533289651718e-07	2-Hydroxy-4-isopropenylcyclohexane-1-carboxyl-CoA
C11948	1	0	5.83325069561515e-06	2,6-Dimethyl-5-methylene-3-oxo-heptanoyl-CoA
C11949	1	0	5.83325069561515e-06	3-Isopropylbut-3-enoyl-CoA
C12147	2	6291	5.79109214206707e-06	L-Threonine_O-3-phosphate
C12214	1	0	5.83352292282832e-06	Aminofructose_6-phosphate
C12215	1	0	5.83352292282832e-06	Iminoerythrose_4-phosphate
C12739	1	0	5.71732406364525e-06	5'-Deoxy-5-fluorouridine
C13629	2	0	6.98533289651718e-07	1,2-Bis(4-hydroxyphenyl)-2-propanol
C13632	2	0	6.98533289651718e-07	4,4'-Dihydroxy-alpha-methylstilbene
C14086	1	0	6.98533289651718e-07	2-Hydroxy-3-methylbenzalpyruvate
C14087	1	0	6.98533289651718e-07	3-Methylsalicylaldehyde
C14089	2	0	5.8370641901949e-06	1-Hydroxymethylnaphthalene
C14090	2	0	5.8370641901949e-06	1-Naphthaldehyde
C14095	1	0	6.98533289651718e-07	2-Hydroxy-3-carboxybenzalpyruvate
C14096	1	0	6.98533289651718e-07	3-Formylsalicylic_acid
C14099	2	0	5.8370641901949e-06	2-Naphthaldehyde
C14107	1	0	6.98533289651718e-07	2-Hydroxy-4-hydroxymethylbenzalpyruvate
C14108	1	0	6.98533289651718e-07	4-Hydroxymethylsalicylaldehyde
C14145	1	0	5.76438646752633e-06	(3S)-3-Hydroxyadipyl-CoA
C14463	2	0	5.77097315920384e-06	(R)-3-Hydroxy-3-methyl-2-oxopentanoate
C14818	1	0	6.90410815147337e-07	Fe2+
C14819	1	0	6.90410815147337e-07	Fe3+
C15532	1	0	5.7520520445669e-06	N-Acetyl-L-citrulline
C15556	2	5592	5.8009014600869e-06	L-3,4-Dihydroxybutan-2-one_4-phosphate
C15667	1	0	5.65473329450417e-06	5-Carboxyamino-1-(5-phospho-D-ribosyl)imidazole
C15809	1	0	5.79767281413241e-06	Iminoglycine
C15810	2	0	5.72760649052367e-06	C15810
C15811	1	0	5.81527206750368e-06	[Enzyme]-cysteine
C15812	2	4208	5.81567790449494e-06	[Enzyme]-S-sulfanylcysteine
C15813	4	1062.5	5.74795229199598e-06	C15813
C15814	4	1062.5	5.74795229199598e-06	C15814
C15815	3	32	5.7980761983174e-06	C15815
C15972	3	838.744689378787	5.86197396111167e-06	Enzyme_N6-(lipoyl)lysine
C15973	2	0	5.85188869707698e-06	Enzyme_N6-(dihydrolipoyl)lysine
C15980	2	0	5.76784426820476e-06	(S)-2-Methylbutanoyl-CoA
C16074	1	0	5.82014585285507e-06	Phenylacetonitrile
C16186	2	0	6.90985199788006e-07	L-Ascorbate_6-phosphate
C16216	1	0	5.76385486613447e-06	3-Oxostearoyl-CoA
C16217	1	0	5.76385486613447e-06	3-Hydroxyoctadecanoyl-CoA
C16219	2	105.545454545455	5.76491816698662e-06	3-Oxostearoyl-[acp]
C16220	2	1456.2	5.76471876819489e-06	3-Hydroxyoctadecanoyl-[acp]
C16221	2	854.125	5.69745380789325e-06	(2E)-Octadecenoyl-[acp]
C16237	1	0	6.90984722327789e-07	Protein_N6-(lipoyl)lysine
C16238	2	0	6.90984722327789e-07	Lipoyl-AMP
C16242	2	90	7.02623667035076e-07	Cobalt-precorrin_5A
C16243	2	104	7.02630578623308e-07	Cobalt-precorrin_5B
C16244	2	80	7.02621692320556e-07	Cobalt-precorrin_7
C16255	3	0	5.8601189604149e-06	[Dihydrolipoyllysine-residue_acetyltransferase]_S-acetyldihydrolipoyllysine
C16272	2	0	5.77190582558455e-06	3-Hydroxy-5-oxohexanoate
C16273	3	5310.80750914586	5.83454400121358e-06	3-Hydroxy-5-oxohexanoyl-CoA
C16348	6	10592.4663208919	5.87037047908093e-06	cis-3-Chloroallyl_aldehyde
C16396	3	0	5.81439294830423e-06	2,4-Diamino-6-nitrotoluene
C16399	3	0	5.81439294830423e-06	2,4-Diamino-6-hydroxylaminotoluene
C16466	1	0	5.82760770875948e-06	7-Methyl-3-oxo-6-octenoyl-CoA
C16551	1	0	5.79975757013357e-06	Alcophosphamide
C16565	1	0	5.66511253746056e-06	Aminopropylcadaverine
C16586	1	0	5.79975757013357e-06	2-Phenyl-1,3-propanediol_monocarbamate
C16587	1	0	5.79975757013357e-06	3-Carbamoyl-2-phenylpropionaldehyde
C16595	1	0	5.79975757013357e-06	4-Hydroxy-5-phenyltetrahydro-1,3-oxazin-2-one
C16596	1	0	5.79975757013357e-06	5-Phenyl-1,3-oxazinane-2,4-dione
C16614	1	0	5.80346002286563e-06	6-Methylmercaptopurine
C16615	1	0	5.80346002286563e-06	6-Methylthiopurine_5'-monophosphate_ribonucleotide
C16618	2	412.190706653805	5.79223261606186e-06	6-Thioxanthine_5'-monophosphate
C16619	2	0	5.80359474658603e-06	6-Thioguanosine_monophosphate
C16630	1	0	6.92712182936975e-07	5,6-Dihydro-5-fluorouracil
C16631	1	0	6.92712182936975e-07	alpha-Fluoro-beta-ureidopropionic_acid
C16633	1	0	5.72458997624295e-06	5-Fluorouridine
C16634	1	0	5.72458997624295e-06	5-Fluorouridine_monophosphate
C16635	1	0	5.71732406364525e-06	5'-Deoxy-5-fluorocytidine
C16688	2	761	5.71771634409217e-06	Sucrose_6-phosphate
C16698	2	0	5.72747527162551e-06	N-Acetylmuramic_acid_6-phosphate
C17551	1	0	6.91559584428015e-07	2-Polyprenyl-6-hydroxyphenol
C17556	2	8291.90952380952	5.72013659686193e-06	di-trans,poly-cis-Undecaprenyl_phosphate
C18096	1	0	5.78325516300105e-06	D-Allulose_6-phosphate
C18239	2	0	5.78941579005263e-06	Precursor_Z
C18902	1	0	5.74689523984667e-06	Methylselenic_acid
C19673	1	0	5.76385486613447e-06	Malonyl-[acp]_methyl_ester
C20258	3	1953.50738123042	5.67250367294613e-06	(2S,4S)-4-Hydroxy-2,3,4,5-tetrahydrodipicolinate
C20372	2	105.545454545455	5.76491816698662e-06	3-Ketoglutaryl-[acp]_methyl_ester
C20373	2	1456.2	5.76471876819489e-06	3-Hydroxyglutaryl-[acp]_methyl_ester
C20374	1	0	5.69641524588576e-06	Enoylglutaryl-[acp]_methyl_ester
C20375	1	0	5.76385486613447e-06	Glutaryl-[acp]_methyl_ester
C20376	2	105.545454545455	5.76491816698662e-06	3-Ketopimeloyl-[acp]_methyl_ester
C20377	2	1456.2	5.76471876819489e-06	3-Hydroxypimeloyl-[acp]_methyl_ester
C20378	1	0	5.69641524588576e-06	Enoylpimeloyl-[acp]_methyl_ester
C20396	4	0	6.95601848631473e-07	Methylphosphonate
C20422	5	30	6.95607655023122e-07	alpha-D-Ribose_1-methylphosphonate_5-triphosphate
C20423	2	28	6.95606687284449e-07	alpha-D-Ribose_1-methylphosphonate_5-phosphate
C20440	2	18	6.95601848631473e-07	alpha-D-Ribose_1,2-cyclic_phosphate_5-phosphate
C20589	4	0	6.92136840990559e-07	D-Glucosaminate-6-phosphate
