Compound_name	Metabolite_score	Significance	Lower_95_Confidence	Upper_95_Confidence
2-C-Methyl-D-erythritol_2,4-cyclodiphosphate	0	<0.01	0.726162383281	1.86150178863
Dethiobiotin	0	<0.01	0	0
Thiamin_diphosphate	0	<0.01	1.58713636364	3.11466363636
N-Acetyl-L-glutamate_5-phosphate	0	<0.01	-0.553240717001	0.552181103105
Quinolinate	0	<0.01	-2.53097482282	-1.47571829512
Melibiose	0	<0.01	-6.78034783496	-4.67655725376
D-Gal_alpha_1->6D-Gal_alpha_1->6D-Glucose	0	<0.01	-6.78034783496	-4.67655725376
2,3-Dihydroxy-3-methylbutanoate	0	<0.01	2.2812188675	3.34414319033
dCMP	0	<0.01	0	0
4-Methyl-2-oxopentanoate	0	<0.01	-6.78034783496	-4.67655725376
Stachyose	0	<0.01	4.67655725376	6.78034783496
Citrate	0	<0.01	0	0
FAD	0	<0.01	0	0
Imidazole-4-acetate	0	<0.01	-6.78034783496	-4.67655725376
N-Acetylmuramate	0	<0.01	4.67655725376	6.78034783496
Vinylacetyl-CoA	0	<0.01	0	0
Precorrin_6X	0	<0.01	0	0
3-Aminopropanal	0	<0.01	4.67655725376	6.78034783496
Arbutin	0	<0.01	5.96215552415	7.52474590876
trans-3-Chloro-2-propene-1-ol	0	<0.01	0	0
cis-3-Chloro-2-propene-1-ol	0	<0.01	0	0
3-Hydroxy-5-oxohexanoate	0	<0.01	5.88827159211	7.47393777722
Methanethiol	0	<0.01	-6.78034783496	-4.67655725376
Adenosyl_cobyrinate_a,c_diamide	0	<0.01	0	0
Folinic_acid	0	<0.01	4.67655725376	6.78034783496
D-erythro-3-Methylmalate	0	<0.01	4.05181040562	5.27244130781
Hydroxyproline	0	<0.01	0	0
Perillyl_aldehyde	0	<0.01	4.67655725376	6.78034783496
4,4'-Dihydroxy-alpha-methylstilbene	0	<0.01	0	0
Deoxyribose	0	<0.01	4.67655725376	6.78034783496
2-Acetolactate	0	<0.01	-2.69590211927	-1.63119164358
Orotate	0	<0.01	0	0
D-erythro-1-(Imidazol-4-yl)glycerol_3-phosphate	0	<0.01	4.15385094569	5.24064459872
5-O-(1-Carboxyvinyl)-3-phosphoshikimate	0	<0.01	-2.21345800209	-0.962504214044
4-Amino-5-hydroxymethyl-2-methylpyrimidine	0	<0.01	0.471506895067	1.52849310493
3-D-Glucosyl-1,2-diacylglycerol	0	<0.01	0	0
Biotin	0	<0.01	-3.7576064513	-2.60513054293
D-Ribose	0	<0.01	4.67655725376	6.78034783496
Fumarate	0	<0.01	-3.7689888773	-2.08082315742
N-Acetyl-L-citrulline	0	<0.01	4.67655725376	6.78034783496
(S)-3-Hydroxy-3-methylglutaryl-CoA	0	<0.01	0	0
D-Glucosaminate-6-phosphate	0	<0.01	-7.22506605411	-5.55074120136
CMP	0	<0.01	0	0
D-Tagatose_1,6-bisphosphate	0	<0.01	3.73287640318	4.79926187531
O-Succinyl-L-homoserine	0	<0.01	0	0
Imidazole-4-acetaldehyde	0	<0.01	4.67655725376	6.78034783496
alpha-D-Glucosamine_1-phosphate	0	<0.01	0	0
2-Amino-7,8-dihydro-4-hydroxy-6-(diphosphooxymethyl)pteridine	0	<0.01	1.26005960939	2.32653568723
alpha-D-Ribose_1-methylphosphonate_5-phosphate	0	<0.01	-3.78435005922	-2.72400094148
alpha-D-Ribose_1-methylphosphonate_5-triphosphate	0	<0.01	5.36620920479	6.45113230044
5-Methyltetrahydrofolate	-0.155	<0.01	2.70808889764	4.26997918588
D-Ribulose_5-phosphate	-0.322	<0.01	-4.43533240173	-3.31098114871
Uridine	-0.348	<0.05	-0.243081932099	1.24916798814
L-Tyrosine	-0.535	<0.01	0.971607664089	2.78361890578
2-Phospho-4-(cytidine_5'-diphospho)-2-C-methyl-D-erythritol	-0.737	<0.01	1.13329247873	2.46576188387
L-Ascorbate_6-phosphate	-0.807	<0.01	-7.53502474897	-5.98572582239
Cobalt-precorrin_5B	-1	<0.01	1.05671291053	2.11494481532
3-Dehydroquinate	-1	<0.01	-6.78034783496	-4.67655725376
3-Isopropylbut-3-enoyl-CoA	-1	<0.01	-6.78034783496	-4.67655725376
Adenosine-GDP-cobinamide	-1	<0.01	2.05707729203	3.12232136077
3-Phosphonooxypyruvate	-1	<0.01	-6.78034783496	-4.67655725376
5-L-Glutamyl-taurine	-1	<0.01	-6.78034783496	-4.67655725376
S-Benzoate_coenzyme_A	-1	<0.01	-6.78034783496	-4.67655725376
5-(5-Phospho-D-ribosylaminoformimino)-1-(5-phosphoribosyl)-imidazole-4-carboxamide	-1	<0.01	1.63570915478	2.69145603929
(5-L-Glutamyl)-L-amino_acid	-1	<0.01	-6.78034783496	-4.67655725376
Leukotriene_D4	-1	<0.01	-6.78034783496	-4.67655725376
Cellobiose	-1	<0.01	-6.78034783496	-4.67655725376
Glutaryl-CoA	-1	<0.01	-6.78034783496	-4.67655725376
Guanosine_3',5'-bis(diphosphate)	-1	<0.01	-6.78034783496	-4.67655725376
gamma-Glutamyl-beta-cyanoalanine	-1	<0.01	-6.78034783496	-4.67655725376
4-Hydroxy-L-threonine	-1	<0.01	-6.78034783496	-4.67655725376
gamma-Glutamyl-beta-aminopropiononitrile	-1	<0.01	-6.78034783496	-4.67655725376
2-Acyl-sn-glycerol_3-phosphate	-1	<0.01	-6.78034783496	-4.67655725376
p-Hydroxyphenylacetylglycine	-1	<0.01	-6.78034783496	-4.67655725376
Isopentenyl_diphosphate	-1.17	<0.01	-3.48310277612	-2.34219861158
Dimethylallyl_diphosphate	-1.263	<0.01	-3.65622254567	-2.53119853509
UDP-glucose	-1.283	<0.01	-5.82592751722	-4.69364276203
N1-(5-Phospho-alpha-D-ribosyl)-5,6-dimethylbenzimidazole	-1.415	<0.01	2.11931610337	3.28964518771
Xanthosine_5'-phosphate	-1.562	<0.01	4.0656339547	5.23582981786
D-Xylulose	-1.585	<0.01	-3.11851304612	-2.05743719528
Thiocysteine	-1.585	<0.01	-6.78034783496	-4.67655725376
2-Deoxy-D-ribose_5-phosphate	-1.585	<0.01	3.46929204267	4.56336073716
dTDP	-1.585	<0.01	-6.78034783496	-4.67655725376
D-1-Aminopropan-2-ol_O-phosphate	-1.585	<0.01	1.92378542226	2.99222078715
5-Fluorouridine_monophosphate	-1.585	<0.01	-6.78034783496	-4.67655725376
2-Octaprenyl-6-hydroxyphenol	-1.585	<0.01	-6.78034783496	-4.67655725376
Amylose	-1.585	<0.01	2.65197097259	3.87130269348
2-Polyprenyl-6-hydroxyphenol	-1.585	<0.01	-6.78034783496	-4.67655725376
D-4'-Phosphopantothenate	-1.585	<0.01	0.761939253199	1.82625282471
LL-2,6-Diaminoheptanedioate	-1.678	<0.01	-3.96331398688	-2.83845789032
Indole-3-acetate	-1.874	<0.01	-7.51693060988	-5.94539880478
N-Carbamoyl-L-aspartate	-2	<0.01	-0.613329009522	0.613329009522
(3S)-3,6-Diaminohexanoate	-2	<0.01	-6.78034783496	-4.67655725376
CDP-diacylglycerol	-2	<0.01	-5.37143298612	-4.29566698121
Dephospho-CoA	-2	<0.01	1.92623312436	2.99039412718
all-trans-Heptaprenyl_diphosphate	-2	<0.01	-6.78034783496	-4.67655725376
3-Mercaptolactate	-2	<0.01	-6.78034783496	-4.67655725376
5'-Phosphoribosylglycinamide	-2	<0.01	-1.82330564722	-0.763188301975
di-trans,poly-cis-Undecaprenyl_phosphate	-2	<0.01	-0.532034077081	0.531195267442
D-Ribose_1,5-bisphosphate	-2	<0.01	-6.78034783496	-4.67655725376
Propane-1-ol	-2	<0.01	-6.78034783496	-4.67655725376
(S)-Ureidoglycine	-2	<0.01	-6.78034783496	-4.67655725376
3-Phospho-D-glycerate	-2	<0.01	3.92478565735	5.14450470068
Propane-1,3-diol	-2	<0.01	-6.78034783496	-4.67655725376
L-Aspartate	-2.31	<0.01	-1.96444957371	-0.62556528444
N-(L-Arginino)succinate	-2.322	<0.01	-6.78034783496	-4.67655725376
5,10-Methylenetetrahydrofolate	-2.322	<0.01	-4.53323715778	-3.1752327164
Precursor_Z	-2.322	<0.01	-7.5338135443	-5.97787754336
Pyridoxine_phosphate	-2.322	<0.01	-6.78034783496	-4.67655725376
Pyridoxal_phosphate	-2.322	<0.01	-6.78034783496	-4.67655725376
S-Ribosyl-L-homocysteine	-2.322	<0.01	3.3898626345	4.44508156041
2-Oxoglutarate	-2.358	<0.01	0.307822770729	1.69996862147
Hypoxanthine	-2.369	<0.01	2.71618927045	3.96591010607
10-Formyltetrahydrofolate	-2.456	<0.01	-4.08617268156	-2.86852514569
D-Fructose	-2.459	<0.01	-5.60054367536	-4.44680818036
CO	-2.46	<0.01	1.55487131795	3.18363004144
Cobyrinate	-2.585	<0.01	-6.78034783496	-4.67655725376
Guanosine_3'-diphosphate_5'-triphosphate	-2.585	<0.01	-1.02756189433	0.0267338444169
Hydrogenobyrinate	-2.585	<0.01	-6.78034783496	-4.67655725376
Protein_N6-(lipoyl)lysine	-2.585	<0.01	-6.78034783496	-4.67655725376
Adenosine_3',5'-bisphosphate	-2.585	<0.01	-6.78034783496	-4.67655725376
Geranylgeranyl_diphosphate	-2.585	<0.01	-6.78034783496	-4.67655725376
N-Acetylputrescine	-2.585	<0.01	-6.78034783496	-4.67655725376
N-Acetyl-D-mannosamine	-2.644	<0.01	-7.55397376226	-6.00139746594
Mercaptopyruvate	-2.682	<0.01	3.32199817919	4.78179975914
2-Dehydro-3-deoxy-D-gluconate	-2.708	<0.01	3.21577088449	4.64500346776
Glycine	-2.73	<0.01	3.15461404595	4.4055092524
L-Methionyl-tRNA	-2.807	<0.01	2.7233199256	3.77948002563
UDP-N-acetylmuramoyl-L-alanyl-D-glutamate	-2.807	<0.01	1.63110072426	2.6961959739
Cobalt-sirohydrochlorin	-2.807	<0.01	-6.78034783496	-4.67655725376
5-Phenyl-1,3-oxazinane-2,4-dione	-2.807	<0.01	-6.78034783496	-4.67655725376
Retinal	-2.807	<0.01	-6.78034783496	-4.67655725376
Trichloroethanol	-2.807	<0.01	-6.78034783496	-4.67655725376
3-Carbamoyl-2-phenylpropionaldehyde	-2.807	<0.01	-6.78034783496	-4.67655725376
Alcophosphamide	-2.807	<0.01	-6.78034783496	-4.67655725376
Carboxybiotin-carboxyl-carrier_protein	-2.858	<0.01	-6.11252668128	-4.97759183672
UDP-N-acetyl-alpha-D-glucosamine	-2.883	<0.01	-4.79510666667	-3.47976
Butanoyl-CoA	-2.907	<0.01	4.13542387041	5.45063097608
Acetoacetyl-[acp]	-2.907	<0.01	4.07438618949	5.21770116965
Propanoyl_phosphate	-3	<0.01	-0.619	0.619
NADP+	-3	<0.01	-6.78034783496	-4.67655725376
5,10-Methylenetetrahydromethanopterin	-3	<0.01	-6.78034783496	-4.67655725376
2-(Formamido)-N1-(5'-phosphoribosyl)acetamidine	-3	<0.01	-0.532687558665	0.532687558665
Precorrin_5	-3	<0.01	-6.78034783496	-4.67655725376
Hydroxymethylbilane	-3	<0.01	-6.78034783496	-4.67655725376
D-Glyceraldehyde_3-phosphate	-3.002	<0.01	-4.98988349837	-3.74065478871
O-D-Alanyl-poly(ribitol_phosphate)	-3.044	<0.01	-7.5131996674	-5.93578815626
GMP	-3.07	<0.01	5.0168024191	6.10256132128
Lipoylprotein	-3.087	<0.01	-4.98388326729	-3.9076572005
Galactitol_1-phosphate	-3.115	<0.01	-7.30477188734	-5.67042784461
Carbamoyl_phosphate	-3.153	<0.01	3.77925437418	4.91426589835
D-Alanine	-3.154	<0.01	-5.65752964904	-4.58349430973
Dehydroalanine	-3.17	<0.01	-6.78034783496	-4.67655725376
Phenylacetic_acid	-3.17	<0.01	-6.78034783496	-4.67655725376
Phosphatidylglycerophosphate	-3.17	<0.01	-6.78034783496	-4.67655725376
Pantetheine_4'-phosphate	-3.17	<0.01	3.64791811851	4.72556875386
Dihydrofolate	-3.17	<0.01	-6.78034783496	-4.67655725376
Carboxylate	-3.17	<0.01	-6.78034783496	-4.67655725376
Benzoate	-3.17	<0.01	-6.78034783496	-4.67655725376
Sulfur_dioxide	-3.17	<0.01	-6.78034783496	-4.67655725376
DL-Glutamate	-3.17	<0.01	-6.78034783496	-4.67655725376
N-Formylmethionyl-tRNA	-3.17	<0.01	-6.78034783496	-4.67655725376
Alanine	-3.17	<0.01	-6.78034783496	-4.67655725376
Tetrahydrofolyl-[Glu](2)	-3.17	<0.01	-6.78034783496	-4.67655725376
N-Succinyl-2-L-amino-6-oxoheptanedioate	-3.181	<0.01	0.893454366309	2.29274628933
Guanine	-3.215	<0.01	-4.93659573373	-3.76549175377
Succinate_semialdehyde	-3.222	<0.01	0.621011270586	1.9728492434
Cobamide_coenzyme	-3.222	<0.01	-7.57882403185	-6.0326440377
Glyoxylate	-3.233	<0.01	-1.83811049536	-0.186987102682
UDP-N-acetylmuramoyl-L-alanine	-3.285	<0.01	-3.02814591349	-1.89318996799
1-Acyl-sn-glycerol_3-phosphate	-3.301	<0.01	4.08360155322	5.20239175539
dTMP	-3.322	<0.01	-2.98844119186	-1.927188003
D-Aspartate	-3.322	<0.01	-6.78034783496	-4.67655725376
3-Sulfino-L-alanine	-3.322	<0.01	3.22723761648	4.59133119443
Deoxyadenosine	-3.322	<0.01	2.12323566567	3.28252237601
5'-Deoxy-5-fluorouridine	-3.322	<0.01	-6.78034783496	-4.67655725376
Malonyl-CoA	-3.391	<0.01	5.51511382281	6.59282989696
Enzyme_N6-(lipoyl)lysine	-3.459	<0.01	-5.63669400103	-4.5612046321
Cardiolipin	-3.459	<0.01	-6.78034783496	-4.67655725376
Aminoimidazole_ribotide	-3.459	<0.01	0.759416418984	1.82374895917
Thiamin_triphosphate	-3.459	<0.01	-6.78034783496	-4.67655725376
S-Adenosyl-L-methionine	-3.561	<0.01	3.07162783254	4.25229560589
Adenine	-3.573	<0.01	-3.15797053879	-1.78469248111
D-Erythrose_4-phosphate	-3.577	<0.01	0.729766673637	1.85784904275
D-Xylulose_5-phosphate	-3.579	<0.01	3.90852351026	5.20433379097
Glycolaldehyde	-3.585	<0.01	-6.78034783496	-4.67655725376
(3R)-3-Hydroxybutanoyl-[acyl-carrier_protein]	-3.655	<0.01	1.19781238048	2.39244320519
GDP	-3.678	<0.01	-2.37917778162	-1.21203250368
L-Glutamyl-tRNA(Glu)	-3.7	<0.01	-6.78034783496	-4.67655725376
6-Thioxanthine_5'-monophosphate	-3.7	<0.01	1.05802901645	2.11703946703
Protoporphyrinogen_IX	-3.7	<0.01	-6.78034783496	-4.67655725376
5-Amino-4-imidazolecarboxyamide	-3.7	<0.01	-6.78034783496	-4.67655725376
Methylglyoxal	-3.755	<0.01	-7.49035449842	-5.91289987512
5-Phospho-alpha-D-ribose_1-diphosphate	-3.797	<0.01	-5.26946490515	-3.90865717214
6-Methylthiopurine_5'-monophosphate_ribonucleotide	-3.807	<0.01	-6.78034783496	-4.67655725376
Hydrogen	-3.807	<0.01	-6.78034783496	-4.67655725376
7,8-Dihydroneopterin_3'-triphosphate	-3.807	<0.01	-6.78034783496	-4.67655725376
Enoylglutaryl-[acp]_methyl_ester	-3.807	<0.01	-6.78034783496	-4.67655725376
Enoylpimeloyl-[acp]_methyl_ester	-3.807	<0.01	-6.78034783496	-4.67655725376
di-trans,poly-cis-Undecaprenyl_diphosphate	-3.807	<0.01	-2.85662676142	-1.79438873738
L-Alanyl-tRNA	-3.907	<0.01	-6.78034783496	-4.67655725376
UDP-glucuronate	-3.907	<0.01	-6.78034783496	-4.67655725376
L-Arginyl-tRNA(Arg)	-3.907	<0.01	-6.78034783496	-4.67655725376
L-Histidyl-tRNA(His)	-3.907	<0.01	-6.78034783496	-4.67655725376
Orthophosphate	-3.907	<0.01	-6.78034783496	-4.67655725376
CDP	-3.916	<0.01	-3.75547663688	-2.60588665
(3R)-3-Hydroxypalmitoyl-[acyl-carrier_protein]	-3.977	<0.01	-0.06867125	1.06743875
(3R)-3-Hydroxydecanoyl-[acyl-carrier_protein]	-3.977	<0.01	-0.06867125	1.06743875
(3R)-3-Hydroxyoctanoyl-[acyl-carrier_protein]	-3.977	<0.01	-0.06867125	1.06743875
Selenomethionyl-tRNA(Met)	-4	<0.01	-6.78034783496	-4.67655725376
Undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine)-L-alanyl-D-glutamyl-meso-2,6-diaminopimeloyl-D-alanyl-D-alanine	-4	<0.01	-6.78034783496	-4.67655725376
Undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine)-L-alanyl-gamma-D-glutamyl-L-lysyl-D-alanyl-D-alanine	-4	<0.01	-6.78034783496	-4.67655725376
5-Methyl-5,6,7,8-tetrahydromethanopterin	-4.044	<0.01	-7.55885294881	-6.01803659686
D-Ribose_5-phosphate	-4.063	<0.01	3.28920248897	4.46629560589
2,5-Diamino-6-(5-phospho-D-ribosylamino)pyrimidin-4(3H)-one	-4.087	<0.01	2.17243714698	3.22707586257
D-Mannose_6-phosphate	-4.129	<0.01	5.19060974083	6.29423030992
L-Leucyl-tRNA	-4.17	<0.01	-6.78034783496	-4.67655725376
L-Asparaginyl-tRNA(Asn)	-4.17	<0.01	-6.78034783496	-4.67655725376
3-Oxohexadecanoyl-[acp]	-4.17	<0.01	-0.569747292403	0.568460987559
L-Tryptophanyl-tRNA(Trp)	-4.17	<0.01	-6.78034783496	-4.67655725376
3-Oxooctanoyl-[acp]	-4.17	<0.01	-0.569747292403	0.568460987559
3-Oxodecanoyl-[acp]	-4.17	<0.01	-0.569747292403	0.568460987559
Nicotinate	-4.196	<0.01	-7.58323606387	-6.04043612367
6-Thioguanosine_monophosphate	-4.248	<0.01	-7.53945037752	-5.98572582239
3-Formylsalicylic_acid	-4.248	<0.01	-6.78034783496	-4.67655725376
Glutaconyl-1-CoA	-4.248	<0.01	-6.78034783496	-4.67655725376
3-Hydroxypimeloyl-CoA	-4.248	<0.01	-6.78034783496	-4.67655725376
4-Hydroxymethylsalicylaldehyde	-4.248	<0.01	-6.78034783496	-4.67655725376
3-Methylsalicylaldehyde	-4.248	<0.01	-6.78034783496	-4.67655725376
2-Hydroxy-4-isopropenylcyclohexane-1-carboxyl-CoA	-4.248	<0.01	-6.78034783496	-4.67655725376
[Enzyme]-S-sulfanylcysteine	-4.322	<0.01	-3.53695665249	-2.4756767317
1-(5'-Phosphoribosyl)-5-amino-4-(N-succinocarboxamide)-imidazole	-4.322	<0.01	-2.32625282471	-1.2619392532
L-Tyrosyl-tRNA(Tyr)	-4.322	<0.01	-6.78034783496	-4.67655725376
3-Hydroxyoctadecanoyl-[acp]	-4.392	<0.01	1.26005960939	2.32737534201
(3R)-3-Hydroxytetradecanoyl-[acyl-carrier_protein]	-4.392	<0.01	1.26005960939	2.32737534201
L-Phenylalanyl-tRNA(Phe)	-4.392	<0.01	-6.78034783496	-4.67655725376
3-Hydroxyglutaryl-[acp]_methyl_ester	-4.392	<0.01	1.26005960939	2.32737534201
3-Hydroxypimeloyl-[acp]_methyl_ester	-4.392	<0.01	1.26005960939	2.32737534201
(R)-3-Hydroxydodecanoyl-[acp]	-4.392	<0.01	1.26005960939	2.32737534201
(R)-3-Hydroxyhexanoyl-[acp]	-4.392	<0.01	1.26005960939	2.32737534201
D-Fructose_1,6-bisphosphate	-4.392	<0.01	1.05069972048	2.56718677781
RNA	-4.539	<0.01	4.83370995249	6.0674116065
L-Aspartyl-tRNA(Asp)	-4.585	<0.05	-6.78034783496	-4.67655725376
5-Amino-6-(5'-phospho-D-ribitylamino)uracil	-4.585	<0.05	-6.78034783496	-4.67655725376
L-Threonyl-tRNA(Thr)	-4.585	<0.05	-6.78034783496	-4.67655725376
3-Ketoglutaryl-[acp]_methyl_ester	-4.585	<0.01	-1.53268755867	-0.468191148489
3-Ketopimeloyl-[acp]_methyl_ester	-4.585	<0.01	-1.53268755867	-0.468191148489
3-Oxododecanoyl-[acp]	-4.585	<0.01	-1.53268755867	-0.468191148489
3-Oxotetradecanoyl-[acp]	-4.585	<0.01	-1.53268755867	-0.468191148489
3-Oxostearoyl-[acp]	-4.585	<0.01	-1.53268755867	-0.468191148489
3-Oxohexanoyl-[acp]	-4.585	<0.01	-1.53268755867	-0.468191148489
Pyruvate	-4.627	<0.01	2.72471292194	4.14764353958
Glycyl-tRNA(Gly)	-4.644	<0.01	-7.4779836809	-5.90403302767
Glycerone_phosphate	-4.674	<0.01	0.882523269506	2.30530174866
Ammonia	-4.7	<0.01	5.01787023561	6.18440562707
6,7-Dimethyl-8-(D-ribityl)lumazine	-4.755	<0.01	-3.70275340466	-2.64978108655
L-Seryl-tRNA(Sec)	-4.755	<0.01	-3.12130438069	-2.05555860726
dCTP	-4.778	<0.01	-6.81170394176	-5.75907876959
Acetoacetyl-CoA	-4.85	<0.01	-1.2705863018	0.26333126009
Sedoheptulose_7-phosphate	-4.972	<0.01	0.672045881817	1.91812936332
(2S,4S)-4-Hydroxy-2,3,4,5-tetrahydrodipicolinate	-4.974	<0.01	-2.36868898356	-1.22301032405
Nicotinamide	-5.15	<0.01	-7.51366037029	-5.94539880478
S-Substituted_L-cysteine	-5.19	<0.01	-7.56524895788	-6.01803659686
D-Glucose_6-phosphate	-5.236	<0.01	-7.30173713878	-5.67042784461
ADP	-5.273	<0.01	4.19381816443	5.45267970189
3-Sulfopyruvate	-5.285	<0.01	-7.53597190188	-5.97787754336
GTP	-5.319	<0.01	-0.195084309219	1.19902219621
CoA	-5.334	<0.01	3.69045137308	4.76082540631
Phosphoenolpyruvate	-5.421	<0.01	1.99309975669	3.19364276717
Propanoyl-CoA	-5.426	<0.01	1.39242233248	2.61883456767
Acetyl-CoA	-5.522	<0.01	-3.9249851096	-2.49294013921
trans-3-Chloroallyl_aldehyde	-5.539	<0.01	3.1681008762	4.55872870907
cis-3-Chloroallyl_aldehyde	-5.539	<0.01	3.1681008762	4.55872870907
2,4-Diamino-6-hydroxylaminotoluene	-5.585	<0.01	-7.39586952049	-5.79213167655
N-Acetyl-D-glucosamine_6-phosphate	-5.741	<0.01	2.93730306877	4.14475865492
Thioredoxin	-6.937	<0.01	-6.15217393932	-5.06688478324
3-Oxoadipyl-CoA	-6.977	<0.01	-6.78034783496	-4.67655725376
3-Oxohexanoyl-CoA	-7.055	<0.01	-6.78034783496	-4.67655725376
Hydrogen_selenide	-7.119	<0.01	-6.78034783496	-4.67655725376
D-Glyceraldehyde	-7.119	<0.01	0.764298245786	1.82310933505
2-Methylprop-2-enoyl-CoA	-8.055	<0.01	-6.78034783496	-4.67655725376
5-Aminopentanoate	-8.555	<0.01	-7.514768936	-5.9532815594
