Compound_code	Compound_name	Metabolite_score	Sim_Median	Sim_IQR_25	Sim_IQR_75	Sim_Lower_95_interval	Sim_Upper_95_interval	Significance
C00077	L-Ornithine	3.884	0.0	-6.2845	6.26025	-0.0992951	0.09891195	n.s.
C00074	Phosphoenolpyruvate	-7.068	0.0	-5.82225	5.75025	-0.09199155	0.09085395	n.s.
C00075	UTP	7.856	6.472	5.547	7.412	6.3843574	6.5891096	n.s.
C04454	5-Amino-6-(5'-phospho-D-ribitylamino)uracil	-3.907	-5.426	-6.943	-3.907	-5.5356994	-5.3642694	n.s.
C00039	DNA	0.0	0.0	0.0	0.0	0.0	0.0	n.s.
C03127	L-Isoleucyl-tRNA(Ile)	-7.375	-5.426	-6.966	-3.907	-5.5360628	-5.3642694	n.s.
C00085	D-Fructose_6-phosphate	9.156	1.386	-5.86	6.08925	1.293412	1.48221015	*
C02352	1,4-beta-D-Xylan	3.459	5.459	4.0	6.943	5.3958	5.5686994	n.s.
C00083	Malonyl-CoA	-5.953	-4.998	-6.723	5.134	-5.1042234	-4.9168828	n.s.
C00082	L-Tyrosine	-5.106	0.0	-3.0	2.567	-0.0474	0.0405586	n.s.
C00080	H+	6.714	5.442	4.0	6.977	5.3788	5.5522366	n.s.
C16630	5,6-Dihydro-5-fluorouracil	4.0	5.426	3.907	6.943	5.3642694	5.5356994	n.s.
C04640	2-(Formamido)-N1-(5'-phosphoribosyl)acetamidine	-5.977	0.0	-6.129	6.087	-0.0968382	0.0961746	n.s.
C03175	Shikimate_3-phosphate	1.585	0.0	-5.129	5.129	-0.0810382	0.0810382	n.s.
C00089	Sucrose	1.222	6.022	4.858	7.267	5.9452436	6.1368186	*
C04646	6-Thioinosine-5'-monophosphate	6.714	0.0	-5.931	6.15	-0.0937098	0.09717	n.s.
C00670	sn-Glycero-3-phosphocholine	3.807	5.426	3.907	6.931	5.3642694	5.5355098	n.s.
C00671	(S)-3-Methyl-2-oxopentanoic_acid	-4.248	-5.459	-6.943	-4.0	-5.5686994	-5.3958	n.s.
C00672	2-Deoxy-D-ribose_1-phosphate	6.17	0.0	-5.931	6.129	-0.0937098	0.0968382	n.s.
C00673	2-Deoxy-D-ribose_5-phosphate	-5.304	-4.129	-6.631	5.6	-4.2337698	-4.04052	n.s.
C01251	(R)-2-Hydroxybutane-1,2,4-tricarboxylate	-2.807	-5.492	-6.943	-4.0	-5.6016994	-5.4288	n.s.
C01250	N-Acetyl-L-glutamate_5-semialdehyde	0.0	0.0	-5.263	5.329	-0.0831554	0.0841982	n.s.
C01929	L-Histidinal	0.0	0.0	0.0	0.0	0.0	0.0	n.s.
C05936	N4-Acetylaminobutanal	2.585	5.426	4.0	6.931	5.3628	5.5355098	n.s.
C00106	Uracil	-2.524	0.0	-5.752	5.883	-0.0908816	0.0929514	n.s.
C00105	UMP	2.518	1.029	-4.015	4.256	0.965563	1.0962448	n.s.
C00103	D-Glucose_1-phosphate	-4.493	0.0	-5.92225	5.8055	-0.09357155	0.0917269	n.s.
C00100	Propanoyl-CoA	4.044	0.0	-5.044	5.087	-0.0796952	0.0803746	n.s.
C00101	Tetrahydrofolate	6.809	-3.781	-5.624	4.57825	-3.8698592	-3.70866365	n.s.
C15556	L-3,4-Dihydroxybutan-2-one_4-phosphate	1.0	0.0	-6.109	6.129	-0.0965222	0.0968382	n.s.
C00109	2-Oxobutanoate	-7.082	-3.334	-6.301	5.75625	-3.4335558	-3.24305125	n.s.
C04702	UDPMurAc(oyl-L-Ala-D-gamma-Glu-L-Lys-D-Ala-D-Ala)	3.7	0.0	-6.044	6.022	-0.0954952	0.0951476	n.s.
C00363	dTDP	-4.17	-5.426	-6.954	-3.907	-5.5358732	-5.3642694	n.s.
C15980	(S)-2-Methylbutanoyl-CoA	0.0	0.0	0.0	0.0	0.0	0.0	n.s.
C05764	Hexadecanoyl-[acp]	5.728	0.0	-6.0	6.066	-0.0948	0.0958428	n.s.
C06899	Chloral_hydrate	5.248	5.459	4.0	6.919	5.3958	5.5683202	n.s.
C05761	Tetradecanoyl-[acp]	5.728	0.0	-6.0	6.066	-0.0948	0.0958428	n.s.
C05760	trans-Tetradec-2-enoyl-[acp]	-5.285	0.0	-6.17	6.022	-0.097486	0.0951476	n.s.
C05763	trans-Hexadec-2-enoyl-[acp]	-5.285	0.0	-6.17	6.022	-0.097486	0.0951476	n.s.
C05762	3-Oxohexadecanoyl-[acp]	-5.257	0.0	-5.585	5.735	-0.088243	0.090613	n.s.
C00361	dGDP	5.871	-2.222	-6.044	5.693	-2.3174952	-2.1320506	n.s.
C00170	5'-Methylthioadenosine	1.222	0.0	-3.544	3.437	-0.0559952	0.0543046	n.s.
C02670	D-Glucuronolactone	2.585	5.426	4.0	6.931	5.3628	5.5355098	n.s.
C02992	L-Threonyl-tRNA(Thr)	-7.313	-5.426	-6.966	-3.907	-5.5360628	-5.3642694	n.s.
C00179	Agmatine	0.0	0.0	-6.109	6.066	-0.0965222	0.0958428	n.s.
C00178	Thymine	0.0	0.0	0.0	0.0	0.0	0.0	n.s.
C02995	Maltose_6'-phosphate	3.585	-4.0	-6.57	5.658	-4.103806	-3.9106036	n.s.
C00447	Sedoheptulose_1,7-bisphosphate	0.0	0.0	0.0	0.0	0.0	0.0	n.s.
C03090	5-Phosphoribosylamine	3.848	0.0	-5.35	5.285	-0.08453	0.083503	n.s.
C04260	O-D-Alanyl-poly(ribitol_phosphate)	-4.954	-6.066	-7.335	-4.907	-6.181893	-5.9884694	n.s.
C07086	Phenylacetic_acid	-7.651	-5.459	-7.0	-3.907	-5.5696	-5.3972694	n.s.
C01077	O-Acetyl-L-homoserine	3.907	5.459	3.907	6.977	5.3972694	5.5692366	n.s.
C02972	Dihydrolipoylprotein	8.19	5.492	4.0	7.022	5.4288	5.6029476	n.s.
C11434	2-C-Methyl-D-erythritol_4-phosphate	0.0	0.0	0.0	0.0	0.0	0.0	n.s.
C11435	4-(Cytidine_5'-diphospho)-2-C-methyl-D-erythritol	2.737	0.0	-4.437	4.481	-0.0701046	0.0707998	n.s.
C11436	2-Phospho-4-(cytidine_5'-diphospho)-2-C-methyl-D-erythritol	-2.415	0.0	-4.459	4.57	-0.0704522	0.072206	n.s.
C00857	Deamino-NAD+	2.0	0.0	-6.0495	6.15	-0.0955821	0.09717	n.s.
C02412	Glycyl-tRNA(Gly)	-6.983	-6.066	-7.29125	-4.907	-6.18120175	-5.9884694	n.s.
C00853	Cob(I)alamin	3.0	5.492	4.0	6.966	5.4288	5.6020628	n.s.
C01179	3-(4-Hydroxyphenyl)pyruvate	2.882	0.0	0.0	0.871	0.0	0.0137618	n.s.
C04823	1-(5'-Phosphoribosyl)-5-amino-4-(N-succinocarboxamide)-imidazole	-4.907	0.0	-6.044	6.0275	-0.0954952	0.0952345	n.s.
C01170	UDP-N-acetyl-D-mannosamine	0.0	0.0	0.0	0.0	0.0	0.0	n.s.
C04411	(2R,3S)-3-Isopropylmalate	0.263	-3.17	-5.787	5.031	-3.2614346	-3.0905102	n.s.
C01172	beta-D-Glucose_6-phosphate	6.476	-3.931	-5.82	4.3175	-4.022956	-3.8627835	n.s.
C00473	Retinol	5.248	5.459	4.0	6.919	5.3958	5.5683202	n.s.
C03892	Phosphatidylglycerophosphate	-4.524	-5.426	-6.931	-4.0	-5.5355098	-5.3628	n.s.
C00681	1-Acyl-sn-glycerol_3-phosphate	-2.363	-3.822	-6.392	5.506	-3.9229936	-3.7350052	n.s.
C00680	meso-2,6-Diaminoheptanedioate	1.024	2.963	-5.0475	5.776	2.8832495	3.0542608	n.s.
C04556	4-Amino-2-methyl-5-phosphomethylpyrimidine	0.0	0.0	0.0	0.0	0.0	0.0	n.s.
C02411	Glutaconyl-1-CoA	-6.248	-5.476	-7.011	-4.0	-5.5867738	-5.4128	n.s.
C02839	L-Tyrosyl-tRNA(Tyr)	-6.285	-5.492	-7.0	-4.0	-5.6026	-5.4288	n.s.
C04257	N-Acetyl-D-mannosamine_6-phosphate	6.209	5.426	3.907	6.931	5.3642694	5.5355098	n.s.
C00689	alpha,alpha'-Trehalose_6-phosphate	9.01	3.907	-5.658	6.564	3.8176036	4.0107112	*
C05271	trans-Hex-2-enoyl-CoA	0.0	0.0	0.0	0.0	0.0	0.0	n.s.
C05270	Hexanoyl-CoA	0.0	0.0	0.0	0.0	0.0	0.0	n.s.
C02554	L-Valyl-tRNA(Val)	-6.585	-5.426	-6.931	-3.907	-5.5355098	-5.3642694	n.s.
C00512	S-Benzoate_coenzyme_A	-2.585	-5.459	-6.96875	-3.907	-5.56910625	-5.3972694	n.s.
C16220	3-Hydroxyoctadecanoyl-[acp]	5.209	0.0	-6.087	6.109	-0.0961746	0.0965222	n.s.
C00921	Dihydropteroate	-4.459	0.0	-6.129	6.0	-0.0968382	0.0948	n.s.
C04294	5-(2-Hydroxyethyl)-4-methylthiazole	1.585	5.459	4.0	6.966	5.3958	5.5690628	n.s.
C00458	dCTP	-6.927	5.644	-4.19575	6.967	5.57770715	5.7540786	n.s.
C04895	7,8-Dihydroneopterin_3'-triphosphate	-5.524	-5.459	-6.966	-3.907	-5.5690628	-5.3972694	n.s.
C04896	5-(5-Phospho-D-ribosylaminoformimino)-1-(5-phosphoribosyl)-imidazole-4-carboxamide	-3.17	0.0	-6.044	6.129	-0.0954952	0.0968382	n.s.
C00376	Retinal	-5.248	-5.459	-6.919	-4.0	-5.5683202	-5.3958	n.s.
C04488	5-Methyl-5,6,7,8-tetrahydromethanopterin	-8.76	-6.033	-7.308	-4.883	-6.1484664	-5.9558486	n.s.
C00455	Nicotinamide_D-ribonucleotide	5.954	5.426	3.907	6.954	5.3642694	5.5358732	n.s.
C01697	Galactitol	8.741	6.328	5.346	7.363	6.2435332	6.4443354	n.s.
C15972	Enzyme_N6-(lipoyl)lysine	-8.14	3.907	-5.78425	6.539	3.81560885	4.0103162	n.s.
C16618	6-Thioxanthine_5'-monophosphate	2.322	-1.0	-6.209	5.931	-1.0981022	-0.9062902	n.s.
C00330	Deoxyguanosine	6.585	5.459	4.0	6.954	5.3958	5.5688732	n.s.
C00332	Acetoacetyl-CoA	-8.758	0.0	-4.165	4.104	-0.065807	0.0648432	*
C00334	4-Aminobutanoate	6.405	0.0	-5.629	5.693	-0.0889382	0.0899494	n.s.
C00337	(S)-Dihydroorotate	5.644	0.0	-5.4205	5.524	-0.0856439	0.0872792	n.s.
C05699	L-Selenocystathionine	5.358	5.459	4.0	6.966	5.3958	5.5690628	n.s.
C04688	(3R)-3-Hydroxytetradecanoyl-[acyl-carrier_protein]	5.209	0.0	-6.087	6.109	-0.0961746	0.0965222	n.s.
C04122	D-1-Aminopropan-2-ol_O-phosphate	-1.585	0.0	-6.15	6.044	-0.09717	0.0954952	n.s.
C00636	D-Mannose_1-phosphate	0.0	0.0	0.0	0.0	0.0	0.0	n.s.
C00637	Indole-3-acetaldehyde	2.585	5.426	4.0	6.931	5.3628	5.5355098	n.s.
C00630	2-Methylpropanoyl-CoA	11.506	5.459	4.0	6.931	5.3958	5.5685098	*
C00631	2-Phospho-D-glycerate	-3.511	0.0	-0.807	1.642	-0.0127506	0.0259436	n.s.
C02527	Butanoylphosphate	0.0	0.0	0.0	0.0	0.0	0.0	n.s.
C16221	(2E)-Octadecenoyl-[acp]	-5.285	0.0	-6.17	6.022	-0.097486	0.0951476	n.s.
C00208	Maltose	4.209	6.281	5.295	7.338	6.197339	6.3969404	n.s.
C01001	Formylmethanofuran	0.0	0.0	0.0	0.0	0.0	0.0	n.s.
C05985	2-Propynal	2.585	5.426	4.0	6.931	5.3628	5.5355098	n.s.
C00204	2-Dehydro-3-deoxy-D-gluconate	-4.369	-1.848	-4.663	3.951	-1.9216754	-1.7855742	n.s.
C01212	UDP-N-acetylmuramoyl-L-alanine	-4.833	0.0	-5.607	5.672	-0.0885906	0.0896176	n.s.
C07490	Trichloroethanol	-5.248	-5.459	-6.919	-4.0	-5.5683202	-5.3958	n.s.
C01217	5,6,7,8-Tetrahydromethanopterin	8.76	6.033	4.883	7.308	5.9558486	6.1484664	n.s.
C00025	L-Glutamate	-5.796	0.0	-5.44125	5.471	-0.08597175	0.0864418	n.s.
C00024	Acetyl-CoA	-8.985	-1.37	-5.444	5.31425	-1.4560152	-1.28603485	*
C00148	L-Proline	8.984	2.38	-4.979	5.45725	2.3013318	2.46622455	*
C00026	2-Oxoglutarate	-6.898	-0.792	-5.3995	5.3355	-0.8773121	-0.7076991	n.s.
C00021	S-Adenosyl-L-homocysteine	-3.17	0.0	-5.755	5.562	-0.090929	0.0878796	n.s.
C00020	AMP	5.481	-2.036	-4.031	2.573	-2.0996898	-1.9953466	n.s.
C00022	Pyruvate	-7.403	-2.107	-5.77125	5.573	-2.19818575	-2.0189466	n.s.
C00143	5,10-Methylenetetrahydrofolate	-7.482	2.468	-4.041	5.039	2.4041522	2.5476162	*
C00140	N-Acetyl-D-glucosamine	10.819	5.459	4.0	6.957	5.3958	5.5689206	*
C00141	3-Methyl-2-oxobutanoic_acid	-1.0	3.492	-5.229	6.082	3.4093818	3.5880956	n.s.
C00029	UDP-glucose	-5.476	4.432	-4.95025	6.362	4.35378605	4.5325196	n.s.
C00147	Adenine	0.0	0.515	-4.73325	4.939	0.44021465	0.5930362	n.s.
C00144	GMP	-4.935	-5.009	-6.792	5.315	-5.1163136	-4.925023	n.s.
C03740	(5-L-Glutamyl)-L-amino_acid	-5.0	-5.492	-6.99175	-3.907	-5.60246965	-5.4302694	n.s.
C01079	Protoporphyrinogen_IX	-5.7	-5.426	-6.931	-3.907	-5.5355098	-5.3642694	n.s.
C05748	trans-Hex-2-enoyl-[acp]	-5.285	0.0	-6.17	6.022	-0.097486	0.0951476	n.s.
C05984	2-Hydroxybutanoic_acid	6.672	5.459	3.907	6.966	5.3972694	5.5690628	n.s.
C05807	2-Polyprenylphenol	3.0	5.392	3.907	6.919	5.3302694	5.5013202	n.s.
C05729	R-S-Cysteinylglycine	8.271	4.0	-5.714	6.533	3.9097188	4.1032214	n.s.
C04631	UDP-N-acetyl-3-(1-carboxyvinyl)-D-glucosamine	-4.907	0.778	-5.822	5.907	0.6860124	0.8713306	n.s.
C11437	1-Deoxy-D-xylulose_5-phosphate	0.848	0.0	-2.828	2.744	-0.0446824	0.0433552	n.s.
C00644	D-Mannitol_1-phosphate	7.098	-3.755	-6.5	5.907	-3.8577	-3.6616694	n.s.
C06319	Precorrin_6Y	0.0	0.0	0.0	0.0	0.0	0.0	n.s.
C02739	1-(5-Phospho-D-ribosyl)-ATP	2.524	-2.954	-5.539	4.658	-3.0415162	-2.8804036	n.s.
C00647	Pyridoxamine_phosphate	0.0	0.0	0.0	0.0	0.0	0.0	n.s.
C05726	S-Substituted_L-cysteine	-8.414	-6.033	-7.262	-4.858	-6.1477396	-5.9562436	n.s.
C00705	dCDP	4.459	-3.51	-6.154	5.4095	-3.6072332	-3.4245299	n.s.
C06250	Holo-[carboxylase]	5.615	-4.719	-6.50075	4.964	-4.82171185	-4.6405688	n.s.
C01242	S-Aminomethyldihydrolipoylprotein	0.0	0.0	0.0	0.0	0.0	0.0	n.s.
C02631	2-Isopropylmaleate	0.0	0.0	0.0	0.0	0.0	0.0	n.s.
C02637	3-Dehydroshikimate	0.0	0.0	0.0	0.0	0.0	0.0	n.s.
C03194	(R)-1-Aminopropan-2-ol	4.322	5.459	4.0	6.954	5.3958	5.5688732	n.s.
C04419	Carboxybiotin-carboxyl-carrier_protein	-3.954	4.267	-4.919	6.253	4.1892798	4.3657974	n.s.
C01528	Hydrogen_selenide	-10.042	-5.492	-6.966	-4.0	-5.6020628	-5.4288	*
C02938	3-Indoleacetonitrile	7.651	5.459	3.907	7.0	5.3972694	5.5696	n.s.
C00750	Spermine	0.0	0.0	0.0	0.0	0.0	0.0	n.s.
C04752	2-Methyl-4-amino-5-hydroxymethylpyrimidine_diphosphate	2.585	0.0	-6.044	6.109	-0.0954952	0.0965222	n.s.
C04751	1-(5-Phospho-D-ribosyl)-5-amino-4-imidazolecarboxylate	6.629	0.0	-6.109	6.044	-0.0965222	0.0954952	n.s.
C00763	D-Proline	-8.484	4.044	-5.644	6.555	3.9548248	4.147569	n.s.
C01134	Pantetheine_4'-phosphate	-5.728	-3.807	-6.5195	5.69325	-3.9100081	-3.71704665	n.s.
C01137	S-Adenosylmethioninamine	0.0	0.0	-5.607	5.735	-0.0885906	0.090613	n.s.
C00092	D-Glucose_6-phosphate	-7.993	-6.489	-7.3895	-5.567	-6.6057541	-6.4010414	n.s.
C06035	4-Methylene-2-oxoglutarate	0.0	0.0	0.0	0.0	0.0	0.0	n.s.
C02226	2-Methylmaleate	0.0	0.0	0.0	0.0	0.0	0.0	n.s.
C03511	L-Phenylalanyl-tRNA(Phe)	-6.248	-5.459	-7.01375	-4.0	-5.56981725	-5.3958	n.s.
C03512	L-Tryptophanyl-tRNA(Trp)	-5.0	-5.426	-6.954	-3.907	-5.5358732	-5.3642694	n.s.
C06033	Parapyruvate	0.0	0.0	0.0	0.0	0.0	0.0	n.s.
C12147	L-Threonine_O-3-phosphate	3.322	0.0	-6.17	6.114	-0.097486	0.0966012	n.s.
C00329	D-Glucosamine	2.807	5.426	3.907	6.966	5.3642694	5.5360628	n.s.
C04462	N-Succinyl-2-L-amino-6-oxoheptanedioate	-5.632	0.0	-4.138	4.181	-0.0653804	0.0660598	n.s.
C06408	Precorrin_8X	4.17	5.459	4.0	6.943	5.3958	5.5686994	n.s.
C02741	Phosphoribosyl-AMP	0.0	0.0	0.0	0.0	0.0	0.0	n.s.
C06407	Precorrin_4	3.322	0.0	-6.129	6.0925	-0.0968382	0.0962615	n.s.
C06406	Precorrin_3B	3.807	5.492	4.0	6.99175	5.4288	5.60246965	n.s.
C20373	3-Hydroxyglutaryl-[acp]_methyl_ester	5.209	0.0	-6.087	6.109	-0.0961746	0.0965222	n.s.
C20372	3-Ketoglutaryl-[acp]_methyl_ester	-5.672	0.0	-6.0	6.15	-0.0948	0.09717	n.s.
C20377	3-Hydroxypimeloyl-[acp]_methyl_ester	5.209	0.0	-6.087	6.109	-0.0961746	0.0965222	n.s.
C20376	3-Ketopimeloyl-[acp]_methyl_ester	-5.672	0.0	-6.0	6.15	-0.0948	0.09717	n.s.
C20375	Glutaryl-[acp]_methyl_ester	6.524	5.442	3.907	6.966	5.3802694	5.5520628	n.s.
C20374	Enoylglutaryl-[acp]_methyl_ester	-6.285	-5.492	-7.022	-4.0	-5.6029476	-5.4288	n.s.
C05897	Undecaprenyl-diphospho-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimeloyl-D-alanyl-D-alanine	7.14	0.0	-6.0	6.109	-0.0948	0.0965222	n.s.
C20378	Enoylpimeloyl-[acp]_methyl_ester	-6.285	-5.492	-7.022	-4.0	-5.6029476	-5.4288	n.s.
C00804	Propynoate	-2.585	-5.426	-6.931	-4.0	-5.5355098	-5.3628	n.s.
C00969	3-Hydroxypropanal	5.248	5.492	3.907	6.966	5.4302694	5.6020628	n.s.
C11545	Cobalt-precorrin_8	2.0	0.0	-6.129	6.066	-0.0968382	0.0958428	n.s.
C00966	2-Dehydropantoate	2.585	0.0	-5.35	5.372	-0.08453	0.0848776	n.s.
C11540	Cobalt-precorrin_4	3.322	0.0	-6.129	6.0925	-0.0968382	0.0962615	n.s.
C11542	Cobalt-precorrin_6	-2.0	0.0	-6.0495	6.109	-0.0955821	0.0965222	n.s.
C11543	Cobalt-dihydro-precorrin_6	-0.0	0.0	-6.129	6.022	-0.0968382	0.0951476	n.s.
C02282	Glutaminyl-tRNA	0.0	0.0	0.0	0.0	0.0	0.0	n.s.
C04916	N-(5'-Phospho-D-1'-ribulosylformimino)-5-amino-1-(5''-phospho-D-ribosyl)-4-imidazolecarboxamide	0.0	4.0	-5.728	6.577	3.9094976	4.1039166	n.s.
C00415	Dihydrofolate	-5.209	-5.426	-6.931	-3.907	-5.5355098	-5.3642694	n.s.
C00416	Phosphatidate	2.415	-2.357	-5.824	5.489	-2.4490192	-2.2702738	n.s.
C00417	cis-Aconitate	0.0	0.0	0.0	0.0	0.0	0.0	n.s.
C03460	2-Methylprop-2-enoyl-CoA	-11.506	-5.459	-6.931	-4.0	-5.5685098	-5.3958	*
C04851	MurAc(oyl-L-Ala-D-gamma-Glu-L-Lys-D-Ala-D-Ala)-diphospho-undecaprenol	7.14	0.0	-6.0	6.109	-0.0948	0.0965222	n.s.
C03345	2-Methylbut-2-enoyl-CoA	0.0	0.0	0.0	0.0	0.0	0.0	n.s.
C00993	D-Alanyl-D-alanine	4.248	0.0	-6.087	6.087	-0.0961746	0.0961746	n.s.
C00620	alpha-D-Ribose_1-phosphate	6.895	6.055	4.883	7.344	5.9778486	6.1710352	n.s.
C11355	4-Amino-4-deoxychorismate	-3.087	-4.0	-6.592	5.629	-4.1041536	-3.9110618	n.s.
C05951	Leukotriene_D4	-5.0	-5.492	-6.99175	-3.907	-5.60246965	-5.4302694	n.s.
C05576	3,4-Dihydroxyphenylethyleneglycol	0.0	0.0	0.0	0.0	0.0	0.0	n.s.
C05577	3,4-Dihydroxymandelaldehyde	0.0	0.0	0.0	0.0	0.0	0.0	n.s.
C03263	Coproporphyrinogen_III	5.7	5.426	3.907	6.931	5.3642694	5.5355098	n.s.
C00378	Thiamine	0.0	0.0	0.0	0.0	0.0	0.0	n.s.
C00242	Guanine	-5.486	3.317	-5.714	6.29225	3.2267188	3.41641755	n.s.
C00245	Taurine	5.0	5.492	3.907	6.99175	5.4302694	5.60246965	n.s.
C00246	Butanoic_acid	0.0	0.0	0.0	0.0	0.0	0.0	n.s.
C00624	N-Acetyl-L-glutamate	0.0	0.0	-6.109	6.022	-0.0965222	0.0951476	n.s.
C16587	3-Carbamoyl-2-phenylpropionaldehyde	-5.248	-5.459	-6.919	-4.0	-5.5683202	-5.3958	n.s.
C02170	Methylmalonate	-2.585	-5.426	-6.931	-4.0	-5.5355098	-5.3628	n.s.
C00568	4-Aminobenzoate	5.285	0.0	-6.066	6.109	-0.0958428	0.0965222	n.s.
C01099	L-Fuculose_1-phosphate	1.585	5.392	3.907	6.966	5.3302694	5.5020628	n.s.
C01097	D-Tagatose_6-phosphate	5.498	5.902	4.722	7.096	5.8273924	6.0141168	n.s.
C01096	Sorbitol_6-phosphate	3.841	-4.7	-6.732	5.415	-4.8063656	-4.614443	n.s.
C01094	D-Fructose_1-phosphate	8.513	-3.369	-6.508	6.046	-3.4718264	-3.2734732	n.s.
C05682	Phosphonoacetate	5.0	5.426	3.907	6.977	5.3642694	5.5362366	n.s.
C00341	Geranyl_diphosphate	0.0	0.0	0.0	0.0	0.0	0.0	n.s.
C00342	Thioredoxin	-9.945	4.636	-5.469	6.684	4.5495898	4.7416072	*
C00343	Thioredoxin_disulfide	9.965	-4.624	-6.682	5.448	-4.7295756	-4.5379216	*
C00344	Phosphatidylglycerol	5.977	5.442	4.0	6.919	5.3788	5.5513202	n.s.
C05684	Selenite	10.042	5.492	4.0	6.966	5.4288	5.6020628	*
C00061	FMN	0.0	0.0	0.0	0.0	0.0	0.0	n.s.
C00060	Carboxylate	-7.651	-5.459	-7.0	-3.907	-5.5696	-5.3972694	n.s.
C00063	CTP	7.751	6.57	5.706	7.4665	6.4798452	6.6879707	n.s.
C00062	L-Arginine	4.087	6.015	4.807	7.248	5.9390494	6.1295184	n.s.
C00065	L-Serine	4.372	3.792	-4.818	5.89125	3.7158756	3.88508175	n.s.
C00064	L-Glutamine	5.387	4.667	-4.3675	6.187	4.5979935	4.7647546	n.s.
C11811	1-Hydroxy-2-methyl-2-butenyl_4-diphosphate	4.907	0.0	-6.087	6.129	-0.0961746	0.0968382	n.s.
C16633	5-Fluorouridine	5.858	5.426	3.907	6.943	5.3642694	5.5356994	n.s.
C04675	3-Hydroxy-3-(4-methylpent-3-en-1-yl)glutaryl-CoA	0.0	5.492	3.907	7.011	5.4302694	5.6027738	*
C16631	alpha-Fluoro-beta-ureidopropionic_acid	-4.0	-5.426	-6.943	-3.907	-5.5356994	-5.3642694	n.s.
C04677	1-(5'-Phosphoribosyl)-5-amino-4-imidazolecarboxamide	7.171	-3.117	-6.4285	6.01875	-3.2185703	-3.02190375	n.s.
C16635	5'-Deoxy-5-fluorocytidine	5.931	5.459	3.907	6.98	5.3972694	5.569284	n.s.
C16634	5-Fluorouridine_monophosphate	-5.858	-5.426	-6.943	-3.907	-5.5356994	-5.3642694	n.s.
C19673	Malonyl-[acp]_methyl_ester	6.524	5.442	3.907	6.966	5.3802694	5.5520628	n.s.
C03752	2-Amino-2-deoxy-D-gluconate	3.459	6.459	5.547	7.384	6.3713574	6.5756672	*
C05923	2,5-Diaminopyrimidine_nucleoside_triphosphate	0.0	0.0	0.0	0.0	0.0	0.0	n.s.
C05922	Formamidopyrimidine_nucleoside_triphosphate	0.0	0.0	0.0	0.0	0.0	0.0	n.s.
C05921	Biotinyl-5'-AMP	0.0	0.0	0.0	0.0	0.0	0.0	n.s.
C00748	Siroheme	0.0	0.0	0.0	0.0	0.0	0.0	n.s.
C04079	N-((R)-Pantothenoyl)-L-cysteine	5.459	5.392	3.907	6.919	5.3302694	5.5013202	n.s.
C00668	alpha-D-Glucose_6-phosphate	7.086	-4.609	-6.557	5.2985	-4.7126006	-4.5252837	n.s.
C01268	5-Amino-6-(5'-phosphoribosylamino)uracil	0.0	0.0	0.0	0.0	0.0	0.0	n.s.
C00666	LL-2,6-Diaminoheptanedioate	-6.632	0.0	-5.7	5.744	-0.09006	0.0907552	n.s.
C00663	beta-D-Glucose_1-phosphate	-1.0	0.0	-6.044	6.0925	-0.0954952	0.0962615	n.s.
C02163	L-Arginyl-tRNA(Arg)	-5.358	-5.392	-6.907	-3.907	-5.5011306	-5.3302694	n.s.
C00988	2-Phosphoglycolate	4.459	5.426	3.907	6.966	5.3642694	5.5360628	n.s.
C00989	4-Hydroxybutanoic_acid	8.707	5.459	3.907	6.966	5.3972694	5.5690628	n.s.
C00114	Choline	-3.807	-5.426	-6.931	-3.907	-5.5355098	-5.3642694	n.s.
C00117	D-Ribose_5-phosphate	-8.481	-3.889	-6.346	5.7645	-3.9892668	-3.7979209	*
C00116	Glycerol	0.0	0.0	0.0	0.0	0.0	0.0	n.s.
C00111	Glycerone_phosphate	-7.331	-1.2	-4.80425	4.626	-1.27590715	-1.1269092	*
C02380	6-Mercaptopurine	4.585	5.392	3.907	6.931	5.3302694	5.5015098	n.s.
C00112	CDP	-6.331	0.0	-6.007	5.961	-0.0949106	0.0941838	n.s.
C00119	5-Phospho-alpha-D-ribose_1-diphosphate	-5.54	2.877	-3.93175	5.11725	2.81487835	2.95785255	n.s.
C00118	D-Glyceraldehyde_3-phosphate	-6.694	3.381	-5.49725	6.039	3.29414345	3.4764162	n.s.
C06416	Precorrin_5	-4.585	-5.459	-6.954	-4.0	-5.5688732	-5.3958	n.s.
C11929	Perillyl-CoA	6.248	5.476	4.0	7.011	5.4128	5.5867738	n.s.
C01346	dUDP	2.939	-3.415	-5.946	5.102	-3.5089468	-3.3343884	n.s.
C11924	Perillic_acid	-2.585	-5.426	-6.931	-4.0	-5.5355098	-5.3628	n.s.
C05750	3-Oxooctanoyl-[acp]	-5.257	0.0	-5.585	5.735	-0.088243	0.090613	n.s.
C05751	trans-Oct-2-enoyl-[acp]	-5.285	0.0	-6.17	6.022	-0.097486	0.0951476	n.s.
C14145	(3S)-3-Hydroxyadipyl-CoA	10.819	5.459	4.0	7.0	5.3958	5.5696	*
C05753	3-Oxodecanoyl-[acp]	-5.257	0.0	-5.585	5.735	-0.088243	0.090613	n.s.
C05754	trans-Dec-2-enoyl-[acp]	-5.285	0.0	-6.17	6.022	-0.097486	0.0951476	n.s.
C05755	Decanoyl-[acp]	5.728	0.0	-6.0	6.066	-0.0948	0.0958428	n.s.
