Compound_code	Compound_name	Metabolite_score	Significance	Lower_95_Confidence	Upper_95_Confidence
C00680	meso-2,6-Diaminoheptanedioate	1.024	<0.01	-4.1396604487	-3.37460376076
C04556	4-Amino-2-methyl-5-phosphomethylpyrimidine	0.0	<0.01	0.0	0.0
C02411	Glutaconyl-1-CoA	-6.248	n.s.	-7.85799075985	-6.10497852907
C02839	L-Tyrosyl-tRNA(Tyr)	-6.285	n.s.	-7.85799075985	-6.10497852907
C04257	N-Acetyl-D-mannosamine_6-phosphate	6.209	n.s.	6.10497852907	7.85799075985
C00689	alpha,alpha'-Trehalose_6-phosphate	9.01	<0.01	-5.37982875005	-4.67831976967
C05271	trans-Hex-2-enoyl-CoA	0.0	<0.01	0.0	0.0
C05270	Hexanoyl-CoA	0.0	<0.01	0.0	0.0
C02554	L-Valyl-tRNA(Val)	-6.585	n.s.	-7.85799075985	-6.10497852907
C00512	S-Benzoate_coenzyme_A	-2.585	<0.01	-7.85799075985	-6.10497852907
C16220	3-Hydroxyoctadecanoyl-[acp]	5.209	<0.01	-4.05737409835	-3.34313573575
C00921	Dihydropteroate	-4.459	<0.01	-3.52769938588	-2.81650494929
C04294	5-(2-Hydroxyethyl)-4-methylthiazole	1.585	<0.01	6.10497852907	7.85799075985
C00458	dCTP	-6.927	<0.01	-7.98095450564	-7.23460964164
C04895	7,8-Dihydroneopterin_3'-triphosphate	-5.524	<0.01	-7.85799075985	-6.10497852907
C04896	5-(5-Phospho-D-ribosylaminoformimino)-1-(5-phosphoribosyl)-imidazole-4-carboxamide	-3.17	<0.01	3.9291871898	4.64683403071
C00376	Retinal	-5.248	<0.01	-7.85799075985	-6.10497852907
C04488	5-Methyl-5,6,7,8-tetrahydromethanopterin	-8.76	n.s.	-9.48967747157	-8.50546419363
C00455	Nicotinamide_D-ribonucleotide	5.954	<0.01	6.10497852907	7.85799075985
C01697	Galactitol	8.741	n.s.	8.36344676649	9.34918147881
C15972	Enzyme_N6-(lipoyl)lysine	-8.14	<0.01	-2.94580979293	-2.23528300136
C16618	6-Thioxanthine_5'-monophosphate	2.322	<0.01	-0.854503484343	-0.14879766935
C00330	Deoxyguanosine	6.585	n.s.	6.10497852907	7.85799075985
C00332	Acetoacetyl-CoA	-8.758	<0.01	-0.506181197297	0.50551461546
C00334	4-Aminobutanoate	6.405	<0.01	-4.28773557995	-3.53109875013
C00337	(S)-Dihydroorotate	5.644	<0.01	1.20164294786	1.97024637629
C05699	L-Selenocystathionine	5.358	<0.01	6.10497852907	7.85799075985
C04688	(3R)-3-Hydroxytetradecanoyl-[acyl-carrier_protein]	5.209	<0.01	-4.05737409835	-3.34313573575
C04122	D-1-Aminopropan-2-ol_O-phosphate	-1.585	<0.01	-3.60657798499	-2.88949628679
C00636	D-Mannose_1-phosphate	0.0	<0.01	0.0	0.0
C00637	Indole-3-acetaldehyde	2.585	<0.01	6.10497852907	7.85799075985
C00630	2-Methylpropanoyl-CoA	11.506	<0.01	6.10497852907	7.85799075985
C00631	2-Phospho-D-glycerate	-3.511	n.s.	-4.89930876368	-3.46760390561
C02527	Butanoylphosphate	0.0	n.s.	0.0	0.0
C16221	(2E)-Octadecenoyl-[acp]	-5.285	<0.01	1.64394254261	2.35582314483
C00208	Maltose	4.209	<0.01	8.43407850418	9.40801409146
C01001	Formylmethanofuran	0.0	<0.01	0.0	0.0
C05985	2-Propynal	2.585	<0.01	6.10497852907	7.85799075985
C00204	2-Dehydro-3-deoxy-D-gluconate	-4.369	<0.01	5.00203806044	5.92624470455
C01212	UDP-N-acetylmuramoyl-L-alanine	-4.833	<0.01	-4.50563646102	-3.75569460294
C07490	Trichloroethanol	-5.248	<0.01	-7.85799075985	-6.10497852907
C01217	5,6,7,8-Tetrahydromethanopterin	8.76	n.s.	8.50546419363	9.48967747157
C00025	L-Glutamate	-5.796	<0.01	-3.14855531643	-2.24776401415
C00024	Acetyl-CoA	-8.985	<0.01	-4.5138647813	-3.58615604409
C00148	L-Proline	8.984	<0.01	-5.48251240229	-4.66661507153
C00026	2-Oxoglutarate	-6.898	<0.01	-3.25590648334	-2.36262850543
C00021	S-Adenosyl-L-homocysteine	-3.17	<0.01	3.53315456244	4.28296054612
C00020	AMP	5.481	<0.01	5.65393013541	6.69418599278
C00022	Pyruvate	-7.403	<0.01	4.69235463439	5.59341703772
C00143	5,10-Methylenetetrahydrofolate	-7.482	<0.01	-5.84794180369	-4.96985524234
C00140	N-Acetyl-D-glucosamine	10.819	<0.01	6.10497852907	7.85799075985
C00141	3-Methyl-2-oxobutanoic_acid	-1.0	<0.01	-4.18487465841	-3.44020745697
C00029	UDP-glucose	-5.476	<0.01	-6.6684046817	-5.91886668263
C00147	Adenine	0.0	<0.01	-4.30032102953	-3.42557621843
C00144	GMP	-4.935	<0.01	5.8217676251	6.55142276031
C03740	(5-L-Glutamyl)-L-amino_acid	-5.0	<0.01	-7.85799075985	-6.10497852907
C01079	Protoporphyrinogen_IX	-5.7	<0.01	-7.85799075985	-6.10497852907
C05748	trans-Hex-2-enoyl-[acp]	-5.285	<0.01	1.64394254261	2.35582314483
C05984	2-Hydroxybutanoic_acid	6.672	n.s.	6.10497852907	7.85799075985
C05807	2-Polyprenylphenol	3.0	<0.01	6.10497852907	7.85799075985
C05729	R-S-Cysteinylglycine	8.271	<0.01	-4.68298369697	-3.97408040041
C04631	UDP-N-acetyl-3-(1-carboxyvinyl)-D-glucosamine	-4.907	<0.01	2.08968230348	2.81986369975
C11437	1-Deoxy-D-xylulose_5-phosphate	0.848	<0.01	-1.06352684247	0.0595164212655
C00644	D-Mannitol_1-phosphate	7.098	<0.01	2.55179166633	3.26600872343
C06319	Precorrin_6Y	0.0	<0.01	0.0	0.0
C02739	1-(5-Phospho-D-ribosyl)-ATP	2.524	<0.01	4.8552463967	5.66809736243
C00647	Pyridoxamine_phosphate	0.0	<0.01	0.0	0.0
C05726	S-Substituted_L-cysteine	-8.414	<0.01	-9.48853008848	-8.50912840204
C00705	dCDP	4.459	<0.01	4.59499521004	5.32850289021
C06250	Holo-[carboxylase]	5.615	<0.01	6.22397762098	6.97779322479
C01242	S-Aminomethyldihydrolipoylprotein	0.0	<0.01	0.0	0.0
C02631	2-Isopropylmaleate	0.0	<0.01	0.0	0.0
C02637	3-Dehydroshikimate	0.0	<0.01	0.0	0.0
C03194	(R)-1-Aminopropan-2-ol	4.322	<0.01	6.10497852907	7.85799075985
C04419	Carboxybiotin-carboxyl-carrier_protein	-3.954	<0.01	-6.86418765326	-6.09937446616
C01528	Hydrogen_selenide	-10.042	<0.01	-7.85799075985	-6.10497852907
C02938	3-Indoleacetonitrile	7.651	n.s.	6.10497852907	7.85799075985
C00750	Spermine	0.0	n.s.	0.0	0.0
C04752	2-Methyl-4-amino-5-hydroxymethylpyrimidine_diphosphate	2.585	<0.01	-4.00619004323	-3.28326730106
C04751	1-(5-Phospho-D-ribosyl)-5-amino-4-imidazolecarboxylate	6.629	<0.01	4.43005840775	5.1392762909
C00763	D-Proline	-8.484	<0.01	-4.97307080252	-4.2691141365
C01134	Pantetheine_4'-phosphate	-5.728	<0.01	3.73644637175	4.44786171473
C01137	S-Adenosylmethioninamine	0.0	<0.01	-2.17032697937	-1.41394032152
C00092	D-Glucose_6-phosphate	-7.993	<0.01	-9.25554975273	-8.25263376006
C06035	4-Methylene-2-oxoglutarate	0.0	<0.01	0.0	0.0
C02226	2-Methylmaleate	0.0	<0.01	0.0	0.0
C03511	L-Phenylalanyl-tRNA(Phe)	-6.248	n.s.	-7.85799075985	-6.10497852907
C03512	L-Tryptophanyl-tRNA(Trp)	-5.0	<0.01	-7.85799075985	-6.10497852907
C06033	Parapyruvate	0.0	<0.01	0.0	0.0
C12147	L-Threonine_O-3-phosphate	3.322	<0.01	1.22971660341	1.94403111174
C00329	D-Glucosamine	2.807	<0.01	6.10497852907	7.85799075985
C04462	N-Succinyl-2-L-amino-6-oxoheptanedioate	-5.632	<0.01	3.46142992975	4.36758117725
C06408	Precorrin_8X	4.17	<0.01	6.10497852907	7.85799075985
C02741	Phosphoribosyl-AMP	0.0	<0.01	0.0	0.0
C06407	Precorrin_4	3.322	<0.01	0.144331370386	0.856609111323
C06406	Precorrin_3B	3.807	<0.01	6.10497852907	7.85799075985
C20373	3-Hydroxyglutaryl-[acp]_methyl_ester	5.209	<0.01	-4.05737409835	-3.34313573575
C20372	3-Ketoglutaryl-[acp]_methyl_ester	-5.672	<0.01	0.643303450483	1.35548721031
C20377	3-Hydroxypimeloyl-[acp]_methyl_ester	5.209	<0.01	-4.05737409835	-3.34313573575
C20376	3-Ketopimeloyl-[acp]_methyl_ester	-5.672	<0.01	0.643303450483	1.35548721031
C20375	Glutaryl-[acp]_methyl_ester	6.524	n.s.	6.10497852907	7.85799075985
C20374	Enoylglutaryl-[acp]_methyl_ester	-6.285	n.s.	-7.85799075985	-6.10497852907
C05897	Undecaprenyl-diphospho-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimeloyl-D-alanyl-D-alanine	7.14	<0.01	2.64897163644	3.35683432392
C20378	Enoylpimeloyl-[acp]_methyl_ester	-6.285	n.s.	-7.85799075985	-6.10497852907
C00804	Propynoate	-2.585	<0.01	-7.85799075985	-6.10497852907
C00969	3-Hydroxypropanal	5.248	<0.01	6.10497852907	7.85799075985
C11545	Cobalt-precorrin_8	2.0	<0.01	-2.14648798686	-1.4370285589
C00966	2-Dehydropantoate	2.585	<0.01	1.40480169323	2.18248668659
C11540	Cobalt-precorrin_4	3.322	<0.01	0.144331370386	0.856609111323
C11542	Cobalt-precorrin_6	-2.0	<0.01	1.64572843795	2.35740566854
C11543	Cobalt-dihydro-precorrin_6	-0.0	<0.01	3.1675241311	3.87793762506
C02282	Glutaminyl-tRNA	0.0	<0.01	0.0	0.0
C04916	N-(5'-Phospho-D-1'-ribulosylformimino)-5-amino-1-(5''-phospho-D-ribosyl)-4-imidazolecarboxamide	0.0	<0.01	-4.9737686157	-4.26663382584
C00415	Dihydrofolate	-5.209	<0.01	-7.85799075985	-6.10497852907
C00416	Phosphatidate	2.415	<0.01	3.08601015796	3.83726478963
C00417	cis-Aconitate	0.0	<0.01	0.0	0.0
C03460	2-Methylprop-2-enoyl-CoA	-11.506	<0.01	-7.85799075985	-6.10497852907
C04851	MurAc(oyl-L-Ala-D-gamma-Glu-L-Lys-D-Ala-D-Ala)-diphospho-undecaprenol	7.14	<0.01	2.64897163644	3.35683432392
C03345	2-Methylbut-2-enoyl-CoA	0.0	<0.01	0.0	0.0
C00993	D-Alanyl-D-alanine	4.248	<0.01	-3.0497420675	-2.3420149444
C00620	alpha-D-Ribose_1-phosphate	6.895	<0.01	8.51350519743	9.49073965689
C11355	4-Amino-4-deoxychorismate	-3.087	<0.01	3.69447215732	4.40161307032
C05951	Leukotriene_D4	-5.0	<0.01	-7.85799075985	-6.10497852907
C05576	3,4-Dihydroxyphenylethyleneglycol	0.0	<0.01	0.0	0.0
C05577	3,4-Dihydroxymandelaldehyde	0.0	<0.01	0.0	0.0
C03263	Coproporphyrinogen_III	5.7	<0.01	6.10497852907	7.85799075985
C00378	Thiamine	0.0	<0.01	0.0	0.0
C00242	Guanine	-5.486	n.s.	-5.89213020333	-5.14417291242
C00245	Taurine	5.0	<0.01	6.10497852907	7.85799075985
C00246	Butanoic_acid	0.0	<0.01	0.0	0.0
C00624	N-Acetyl-L-glutamate	0.0	<0.01	0.644421327872	1.35548083516
C16587	3-Carbamoyl-2-phenylpropionaldehyde	-5.248	<0.01	-7.85799075985	-6.10497852907
C02170	Methylmalonate	-2.585	<0.01	-7.85799075985	-6.10497852907
C00568	4-Aminobenzoate	5.285	<0.01	3.34268802562	4.06132075416
C01099	L-Fuculose_1-phosphate	1.585	<0.01	6.10497852907	7.85799075985
C01097	D-Tagatose_6-phosphate	5.498	<0.01	8.44362875796	9.44037019774
C01096	Sorbitol_6-phosphate	3.841	<0.01	5.69889810287	6.41686227029
C01094	D-Fructose_1-phosphate	8.513	<0.01	5.42996853477	6.15032626472
C05682	Phosphonoacetate	5.0	<0.01	6.10497852907	7.85799075985
C00341	Geranyl_diphosphate	0.0	<0.01	0.0	0.0
C00342	Thioredoxin	-9.945	<0.01	-5.76296200877	-5.04250859071
C00343	Thioredoxin_disulfide	9.965	<0.01	5.42013898231	6.14118987167
C00344	Phosphatidylglycerol	5.977	<0.01	6.10497852907	7.85799075985
C05684	Selenite	10.042	<0.01	6.10497852907	7.85799075985
C00061	FMN	0.0	<0.01	0.0	0.0
C00060	Carboxylate	-7.651	n.s.	-7.85799075985	-6.10497852907
C00063	CTP	7.751	<0.01	8.08045493177	9.12461929755
C00062	L-Arginine	4.087	<0.01	8.50102558013	9.47312921248
C00065	L-Serine	4.372	<0.01	-6.64021319321	-5.84142034391
C00064	L-Glutamine	5.387	<0.01	-7.44139491063	-6.63531627842
C11811	1-Hydroxy-2-methyl-2-butenyl_4-diphosphate	4.907	<0.01	2.34233598141	3.04978034906
C16633	5-Fluorouridine	5.858	<0.01	6.10497852907	7.85799075985
C04675	3-Hydroxy-3-(4-methylpent-3-en-1-yl)glutaryl-CoA	0.0	<0.01	6.10497852907	7.85799075985
C16631	alpha-Fluoro-beta-ureidopropionic_acid	-4.0	<0.01	-7.85799075985	-6.10497852907
C04677	1-(5'-Phosphoribosyl)-5-amino-4-imidazolecarboxamide	7.171	<0.01	4.73546943026	5.45011771497
C16635	5'-Deoxy-5-fluorocytidine	5.931	<0.01	6.10497852907	7.85799075985
C16634	5-Fluorouridine_monophosphate	-5.858	<0.01	-7.85799075985	-6.10497852907
C19673	Malonyl-[acp]_methyl_ester	6.524	n.s.	6.10497852907	7.85799075985
C03752	2-Amino-2-deoxy-D-gluconate	3.459	<0.01	8.24008907199	9.24813158498
C05923	2,5-Diaminopyrimidine_nucleoside_triphosphate	0.0	<0.01	0.0	0.0
C05922	Formamidopyrimidine_nucleoside_triphosphate	0.0	<0.01	0.0	0.0
C05921	Biotinyl-5'-AMP	0.0	<0.01	0.0	0.0
C00748	Siroheme	0.0	<0.01	0.0	0.0
C04079	N-((R)-Pantothenoyl)-L-cysteine	5.459	<0.01	6.10497852907	7.85799075985
C00668	alpha-D-Glucose_6-phosphate	7.086	<0.01	5.43957836418	6.17481628344
C01268	5-Amino-6-(5'-phosphoribosylamino)uracil	0.0	<0.01	0.0	0.0
C00666	LL-2,6-Diaminoheptanedioate	-6.632	<0.01	-3.6960404212	-2.94976410456
C00663	beta-D-Glucose_1-phosphate	-1.0	<0.01	3.64563299993	4.35760661467
C02163	L-Arginyl-tRNA(Arg)	-5.358	<0.01	-7.85799075985	-6.10497852907
C00988	2-Phosphoglycolate	4.459	<0.01	6.10497852907	7.85799075985
C00989	4-Hydroxybutanoic_acid	8.707	<0.01	6.10497852907	7.85799075985
C00114	Choline	-3.807	<0.01	-7.85799075985	-6.10497852907
C00117	D-Ribose_5-phosphate	-8.481	<0.01	5.51961319358	6.26975734366
C00116	Glycerol	0.0	<0.01	0.0	0.0
C00111	Glycerone_phosphate	-7.331	<0.01	-3.15811019141	-2.23820227607
C02380	6-Mercaptopurine	4.585	<0.01	6.10497852907	7.85799075985
C00112	CDP	-6.331	<0.01	-4.12508293708	-3.38390328232
C00119	5-Phospho-alpha-D-ribose_1-diphosphate	-5.54	<0.01	-6.70147068007	-5.80380616592
C00118	D-Glyceraldehyde_3-phosphate	-6.694	n.s.	-6.70693028131	-5.90345875203
C06416	Precorrin_5	-4.585	<0.01	-7.85799075985	-6.10497852907
C11929	Perillyl-CoA	6.248	n.s.	6.10497852907	7.85799075985
C01346	dUDP	2.939	<0.01	4.98941197945	5.74991997463
C11924	Perillic_acid	-2.585	<0.01	-7.85799075985	-6.10497852907
C05750	3-Oxooctanoyl-[acp]	-5.257	<0.01	0.122823125	0.876241875
C05751	trans-Oct-2-enoyl-[acp]	-5.285	<0.01	1.64394254261	2.35582314483
C14145	(3S)-3-Hydroxyadipyl-CoA	10.819	<0.01	6.10497852907	7.85799075985
C05753	3-Oxodecanoyl-[acp]	-5.257	<0.01	0.122823125	0.876241875
C05754	trans-Dec-2-enoyl-[acp]	-5.285	<0.01	1.64394254261	2.35582314483
C05755	Decanoyl-[acp]	5.728	<0.01	4.00597919613	4.71540011395
C05756	3-Oxododecanoyl-[acp]	-5.672	<0.01	0.643303450483	1.35548721031
C05757	(R)-3-Hydroxydodecanoyl-[acp]	5.209	<0.01	-4.05737409835	-3.34313573575
C05758	trans-Dodec-2-enoyl-[acp]	-5.285	<0.01	1.64394254261	2.35582314483
C05759	3-Oxotetradecanoyl-[acp]	-5.672	<0.01	0.643303450483	1.35548721031
C05811	2-Octaprenyl-6-hydroxyphenol	-3.0	<0.01	-7.85799075985	-6.10497852907
C05810	2-Octaprenylphenol	3.0	<0.01	6.10497852907	7.85799075985
C00236	3-Phospho-D-glyceroyl_phosphate	0.0	<0.01	0.0	0.0
C00188	L-Threonine	7.454	<0.01	-5.90996908356	-5.13264415071
C00189	Ethanolamine	3.939	<0.01	-5.92704448432	-5.20578492069
C00186	(S)-Lactate	0.0	<0.01	0.0	0.0
C00185	Cellobiose	-2.585	<0.01	-7.85799075985	-6.10497852907
C00183	L-Valine	6.585	n.s.	6.10497852907	7.85799075985
C00180	Benzoate	-7.651	n.s.	-7.85799075985	-6.10497852907
C00181	D-Xylose	-1.0	<0.01	-3.44531392757	-2.72497465793
C02909	(2-Naphthyl)methanol	10.222	<0.01	8.50073037839	9.47552117825
C00159	D-Mannose	7.944	<0.01	8.20863224521	9.22132707039
C04216	all-trans-Heptaprenyl_diphosphate	-3.17	<0.01	-7.85799075985	-6.10497852907
C04051	5-Amino-4-imidazolecarboxyamide	-5.459	<0.01	-7.85799075985	-6.10497852907
C00011	CO2	9.41	<0.01	-6.12107326757	-5.25669967167
C04352	(R)-4'-Phosphopantothenoyl-L-cysteine	3.07	<0.01	-3.29429634545	-2.32591207514
C02553	L-Seryl-tRNA(Ser)	-7.15	n.s.	-7.85799075985	-6.10497852907
C16348	cis-3-Chloroallyl_aldehyde	-8.477	<0.01	5.06176841495	5.96145415212
C02946	4-Acetamidobutanoate	-2.585	<0.01	-7.85799075985	-6.10497852907
C16586	2-Phenyl-1,3-propanediol_monocarbamate	5.248	<0.01	6.10497852907	7.85799075985
C05378	beta-D-Fructose_1,6-bisphosphate	9.048	<0.01	2.87370677161	3.61859017215
C00015	UDP	-5.735	<0.01	-3.21991895853	-2.39798950319
C05100	3-Ureidoisobutyrate	-4.0	<0.01	-7.85799075985	-6.10497852907
C06148	2,5-Diamino-6-(5'-triphosphoryl-3',4'-trihydroxy-2'-oxopentyl)-amino-4-oxopyrimidine	0.0	<0.01	0.0	0.0
C00151	L-Amino_acid	5.0	<0.01	6.10497852907	7.85799075985
C05823	3-Mercaptolactate	-6.672	n.s.	-7.85799075985	-6.10497852907
C02988	L-Histidyl-tRNA(His)	-5.644	<0.01	-7.85799075985	-6.10497852907
C16551	Alcophosphamide	-5.248	<0.01	-7.85799075985	-6.10497852907
C06715	3-Oxopimeloyl-CoA	2.585	<0.01	6.10497852907	7.85799075985
C06714	3-Hydroxypimeloyl-CoA	-6.248	n.s.	-7.85799075985	-6.10497852907
C16466	7-Methyl-3-oxo-6-octenoyl-CoA	0.0	<0.01	-7.85799075985	-6.10497852907
C16219	3-Oxostearoyl-[acp]	-5.672	<0.01	0.643303450483	1.35548721031
C09306	Sulfur_dioxide	-7.366	n.s.	-7.85799075985	-6.10497852907
C00254	Prephenate	0.0	<0.01	-3.64011481767	-2.70927904829
C16237	Protein_N6-(lipoyl)lysine	-6.34	n.s.	-7.85799075985	-6.10497852907
C00931	Porphobilinogen	4.322	<0.01	6.10497852907	7.85799075985
C04327	4-Methyl-5-(2-phosphoethyl)-thiazole	2.663	n.s.	1.970740466	2.68103111174
C16238	Lipoyl-AMP	0.0	n.s.	0.0	0.0
C18239	Precursor_Z	-4.7	<0.01	-9.47587266869	-8.49392536768
C00446	alpha-D-Galactose_1-phosphate	4.807	<0.01	6.10497852907	7.85799075985
C00445	5,10-Methenyltetrahydrofolate	-3.415	<0.01	-4.38855470093	-3.61879017125
C01762	Xanthosine	6.229	<0.01	8.47974349223	9.46367360281
C00441	L-Aspartate_4-semialdehyde	7.375	<0.01	3.31207058349	4.09841275265
C00440	5-Methyltetrahydrofolate	-5.218	<0.01	4.38094124718	5.43565426294
C04281	L-1-Pyrroline-3-hydroxy-5-carboxylate	0.0	<0.01	0.0	0.0
C00526	Deoxyuridine	-1.0	<0.01	-4.40235704096	-3.69433682549
C00527	Glutaryl-CoA	-2.585	<0.01	-7.85799075985	-6.10497852907
C11453	2-C-Methyl-D-erythritol_2,4-cyclodiphosphate	1.17	<0.01	-3.83988236837	-3.07957498032
C00522	(R)-Pantoate	-2.433	<0.01	-2.18218492146	-1.40439237662
C00448	trans,trans-Farnesyl_diphosphate	4.443	<0.01	-5.89354060213	-5.08753697978
C04882	UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-6-carboxy-L-lysyl-D-alanyl-D-alanine	3.7	<0.01	-3.25776345809	-2.55162817
C01024	Hydroxymethylbilane	-4.322	<0.01	-7.85799075985	-6.10497852907
C12739	5'-Deoxy-5-fluorouridine	-5.931	<0.01	-7.85799075985	-6.10497852907
C00009	Orthophosphate	-5.7	<0.01	-7.85799075985	-6.10497852907
C01909	Dethiobiotin	0.0	<0.01	0.0	0.0
C00068	Thiamin_diphosphate	1.087	<0.01	2.67723615448	3.67357727436
C04133	N-Acetyl-L-glutamate_5-phosphate	0.0	<0.01	-4.07045821124	-3.33181150042
C03838	5'-Phosphoribosylglycinamide	-4.644	<0.01	-4.31531006145	-3.5954245089
C00288	HCO3-	6.707	<0.01	8.19282816506	9.20917307098
C03722	Quinolinate	0.0	<0.01	1.80285310317	2.52017341681
C05402	Melibiose	-1.0	<0.01	-7.85799075985	-6.10497852907
C04619	(3R)-3-Hydroxydecanoyl-[acyl-carrier_protein]	4.794	<0.01	-3.7007203678	-2.94477604367
C05404	D-Gal_alpha_1->6D-Gal_alpha_1->6D-Glucose	-1.0	<0.01	-7.85799075985	-6.10497852907
C03939	Acetyl-[acyl-carrier_protein]	4.585	<0.01	2.91308828057	3.73582534259
C00054	Adenosine_3',5'-bisphosphate	-5.248	<0.01	-7.85799075985	-6.10497852907
C04039	2,3-Dihydroxy-3-methylbutanoate	1.0	<0.01	-1.6485924988	-0.934371669397
C00627	Pyridoxine_phosphate	-4.524	<0.01	-7.85799075985	-6.10497852907
C00459	dTTP	4.822	<0.01	7.82385950723	8.92513703969
C01228	Guanosine_3',5'-bis(diphosphate)	-2.322	<0.01	-7.85799075985	-6.10497852907
C00239	dCMP	0.0	<0.01	0.0	0.0
C00725	Lipoate	6.34	n.s.	6.10497852907	7.85799075985
C00231	D-Xylulose_5-phosphate	-7.383	<0.01	5.87261929965	6.71509134814
C00232	Succinate_semialdehyde	-6.639	<0.01	2.14895964305	3.02104035695
C00233	4-Methyl-2-oxopentanoate	-2.0	<0.01	-7.85799075985	-6.10497852907
C00234	10-Formyltetrahydrofolate	-8.27	<0.01	-5.05005487794	-4.25303913602
C00235	Dimethylallyl_diphosphate	-4.263	<0.01	-2.82684251314	-2.08374131694
C01613	Stachyose	1.0	<0.01	6.10497852907	7.85799075985
C00237	CO	-6.112	<0.01	3.97003279487	5.05890544101
C00010	CoA	-9.404	<0.01	4.00706927567	4.72014829398
C00158	Citrate	0.0	<0.01	0.0	0.0
C00012	Peptide	7.57	n.s.	6.10497852907	7.85799075985
C00014	Ammonia	-9.175	<0.01	6.61303500004	7.39815239372
C05980	Cardiolipin	-5.977	<0.01	-7.85799075985	-6.10497852907
C00016	FAD	0.0	<0.01	0.0	0.0
C00018	Pyridoxal_phosphate	-4.524	<0.01	-7.85799075985	-6.10497852907
C00019	S-Adenosyl-L-methionine	-5.744	<0.01	-1.39017471432	-0.607158787928
C00153	Nicotinamide	-5.755	<0.01	-9.47731017704	-8.49050867988
C00152	L-Asparagine	7.222	<0.01	-5.65259577184	-4.90276974955
C00155	L-Homocysteine	-2.7	<0.01	5.15815727771	5.88169999488
C02835	Imidazole-4-acetate	-2.585	<0.01	-7.85799075985	-6.10497852907
C05714	alpha-Aminopropiononitrile	7.651	n.s.	6.10497852907	7.85799075985
C05715	gamma-Amino-gamma-cyanobutanoate	7.651	n.s.	6.10497852907	7.85799075985
C05711	gamma-Glutamyl-beta-cyanoalanine	-5.0	<0.01	-7.85799075985	-6.10497852907
C02713	N-Acetylmuramate	4.17	<0.01	6.10497852907	7.85799075985
C02336	beta-D-Fructose	1.585	<0.01	2.54490537834	3.26297649519
C14108	4-Hydroxymethylsalicylaldehyde	-6.248	n.s.	-7.85799075985	-6.10497852907
C02331	Vinylacetyl-CoA	0.0	n.s.	0.0	0.0
C00058	Formate	8.627	<0.01	-5.02486392499	-4.27697594917
C06320	Precorrin_6X	0.0	<0.01	0.0	0.0
C04620	(3R)-3-Hydroxyoctanoyl-[acyl-carrier_protein]	4.794	<0.01	-3.7007203678	-2.94477604367
C00655	Xanthosine_5'-phosphate	4.924	<0.01	5.21421266639	5.9818766586
C00301	ADP-ribose	6.524	n.s.	6.10497852907	7.85799075985
C00302	DL-Glutamate	-7.651	n.s.	-7.85799075985	-6.10497852907
C00718	Amylose	-7.468	<0.01	-3.65416081622	-2.8473723104
C02232	3-Oxoadipyl-CoA	-10.819	<0.01	-7.85799075985	-6.10497852907
C14089	1-Hydroxymethylnaphthalene	10.222	<0.01	8.50073037839	9.47552117825
C14107	2-Hydroxy-4-hydroxymethylbenzalpyruvate	6.248	n.s.	6.10497852907	7.85799075985
C14086	2-Hydroxy-3-methylbenzalpyruvate	6.248	n.s.	6.10497852907	7.85799075985
C14087	3-Methylsalicylaldehyde	-6.248	n.s.	-7.85799075985	-6.10497852907
C17551	2-Polyprenyl-6-hydroxyphenol	-3.0	<0.01	-7.85799075985	-6.10497852907
C17556	di-trans,poly-cis-Undecaprenyl_phosphate	-2.807	<0.01	2.81754330298	3.52400817362
C04442	2-Dehydro-3-deoxy-6-phospho-D-gluconate	5.459	<0.01	-3.10766914891	-2.28797222226
C01127	4-Hydroxy-2-oxoglutarate	6.555	n.s.	6.10497852907	7.85799075985
C06188	Salicin_6-phosphate	6.858	<0.01	-2.93940693138	-2.2317196499
C05665	3-Aminopropanal	2.585	<0.01	6.10497852907	7.85799075985
C03058	2-Hydroxyglutaryl-CoA	6.248	n.s.	6.10497852907	7.85799075985
C06186	Arbutin	3.907	<0.01	8.54157414844	9.5129807529
C06187	Arbutin_6-phosphate	5.954	<0.01	-3.04711490144	-2.33693710453
C18902	Methylselenic_acid	10.042	<0.01	6.10497852907	7.85799075985
C03294	N-Formylmethionyl-tRNA	-5.17	<0.01	-7.85799075985	-6.10497852907
C02051	Lipoylprotein	-5.672	<0.01	-5.16894600535	-4.46041769072
C03114	Dimethylbenzimidazole	6.322	n.s.	6.10497852907	7.85799075985
C06611	trans-3-Chloro-2-propene-1-ol	0.0	n.s.	0.0	0.0
C06612	cis-3-Chloro-2-propene-1-ol	0.0	n.s.	0.0	0.0
C04088	Octadecanoyl-[acyl-carrier_protein]	-5.285	<0.01	-7.85799075985	-6.10497852907
C06614	trans-3-Chloroacrylic_acid	0.0	<0.01	0.0	0.0
C06615	cis-3-Chloroacrylic_acid	0.0	<0.01	0.0	0.0
C06755	Chloroacetic_acid	0.0	<0.01	0.0	0.0
C06754	Chloroacetaldehyde	0.0	<0.01	0.0	0.0
C00979	O-Acetyl-L-serine	3.524	<0.01	8.31197931034	9.34106551724
C00877	Crotonoyl-CoA	6.388	<0.01	3.2589865065	4.26493180174
C16273	3-Hydroxy-5-oxohexanoyl-CoA	-2.0	<0.01	3.51094033	4.2137870445
