Compound_code	Compound_name	Metabolite_score	Sim_Median	IQR_25	IQR_75	Lower_95_interval	Upper_95_interval	Relationshiop	Confidence
C00881	Deoxycytidine	0.0	0.0	0.0	2.322	0.0	0.116016377885	none	n.s.
C00078	L-Tryptophan	1.585	0.0	0.0	2.322	0.0	0.116016377885	above	*
C00079	L-Phenylalanine	0.0	0.0	0.0	0.0	0.0	0.0	none	n.s.
C00072	Ascorbate	0.0	1.0	0.0	2.907	1.0	1.1452453103	below	*
C00073	L-Methionine	3.632	0.0	-1.0	2.766	-0.0499639870307	0.138200388127	above	*
C00071	Aldehyde	-2.248	-1.7	-3.25725	0.0	-1.86274519676	-1.7	below	*
C00077	L-Ornithine	0.0	0.0	-2.02525	2.2015	-0.101189564734	0.109995717448	none	n.s.
C00074	Phosphoenolpyruvate	-7.421	0.0	-1.32375	1.798	-0.0661398278318	0.0898352486811	below	*
C00075	UTP	7.212	1.807	0.322	3.585	1.79091159618	1.9861208935	above	*
C04454	5-Amino-6-(5'-phospho-D-ribitylamino)uracil	-0.0	0.0	-2.0	0.0	-0.0999279740613	0.0	none	n.s.
C00039	DNA	0.0	0.0	0.0	0.0	0.0	0.0	none	n.s.
C03127	L-Isoleucyl-tRNA(Ile)	-4.248	0.0	-2.0805	0.0	-0.103950075017	0.0	below	*
C00085	D-Fructose_6-phosphate	3.609	0.0	-1.441	1.66175	-0.0719981053112	0.0830276554482	above	*
C02352	1,4-beta-D-Xylan	0.0	0.0	0.0	2.322	0.0	0.116016377885	none	n.s.
C00083	Malonyl-CoA	0.0	-0.772	-3.25	0.0	-0.93438295785	-0.772	above	*
C00082	L-Tyrosine	0.0	0.0	0.0	0.0	0.0	0.0	none	n.s.
C00080	H+	0.0	0.0	0.0	2.322	0.0	0.116016377885	none	n.s.
C16630	5,6-Dihydro-5-fluorouracil	0.0	0.0	0.0	2.322	0.0	0.116016377885	none	n.s.
C04640	2-(Formamido)-N1-(5'-phosphoribosyl)acetamidine	-1.0	0.0	-1.585	1.585	-0.0791929194436	0.0791929194436	below	*
C03175	Shikimate_3-phosphate	0.0	0.0	0.0	1.0	0.0	0.0499639870307	none	n.s.
C00089	Sucrose	0.0	1.0	0.0	3.073	1.0	1.15353933215	below	*
C04646	6-Thioinosine-5'-monophosphate	-2.322	0.0	-1.585	1.585	-0.0791929194436	0.0791929194436	below	*
C00670	sn-Glycero-3-phosphocholine	0.0	0.0	0.0	2.0	0.0	0.0999279740613	none	n.s.
C00671	(S)-3-Methyl-2-oxopentanoic_acid	0.0	0.0	-2.322	0.0	-0.116016377885	0.0	none	n.s.
C00672	2-Deoxy-D-ribose_1-phosphate	0.0	0.0	-1.0	1.585	-0.0499639870307	0.0791929194436	none	n.s.
C00673	2-Deoxy-D-ribose_5-phosphate	0.0	0.0	-2.17	1.0	-0.108421851857	0.0499639870307	none	n.s.
C01251	(R)-2-Hydroxybutane-1,2,4-tricarboxylate	0.0	0.0	-2.322	0.0	-0.116016377885	0.0	none	n.s.
C01250	N-Acetyl-L-glutamate_5-semialdehyde	0.0	0.0	-1.263	0.848	-0.0631045156197	0.042369461002	none	n.s.
C01929	L-Histidinal	0.0	0.0	0.0	0.0	0.0	0.0	none	n.s.
C05936	N4-Acetylaminobutanal	0.0	0.0	0.0	2.322	0.0	0.116016377885	none	n.s.
C00106	Uracil	1.0	0.0	-1.47525	2.209	-0.073709371867	0.110370447351	above	*
C00105	UMP	0.0	0.0	0.0	1.0655	0.0	0.0532366281812	none	n.s.
C00103	D-Glucose_1-phosphate	1.713	0.0	-1.0445	2.232	-0.0521873844535	0.111519619052	above	*
C00100	Propanoyl-CoA	-4.555	0.0	0.0	0.585	0.0	0.0292289324129	below	*
C00101	Tetrahydrofolate	-2.878	-0.114	-3.0	1.11275	-0.263891961092	-0.0584025734316	below	*
C15556	L-3,4-Dihydroxybutan-2-one_4-phosphate	0.0	0.0	-1.585	1.585	-0.0791929194436	0.0791929194436	none	n.s.
C00109	2-Oxobutanoate	0.28	0.0	-2.25425	1.88625	-0.112631317764	0.0942445705366	above	*
C04702	UDPMurAc(oyl-L-Ala-D-gamma-Glu-L-Lys-D-Ala-D-Ala)	0.0	0.0	-1.585	1.585	-0.0791929194436	0.0791929194436	none	n.s.
C00363	dTDP	0.0	0.0	-2.322	0.0	-0.116016377885	0.0	none	n.s.
C15980	(S)-2-Methylbutanoyl-CoA	0.0	0.0	0.0	0.0	0.0	0.0	none	n.s.
C05764	Hexadecanoyl-[acp]	3.17	0.0	-1.585	1.0	-0.0791929194436	0.0499639870307	above	*
C06899	Chloral_hydrate	0.0	0.0	0.0	2.322	0.0	0.116016377885	none	n.s.
C05761	Tetradecanoyl-[acp]	3.17	0.0	-1.585	1.0	-0.0791929194436	0.0499639870307	above	*
C05760	trans-Tetradec-2-enoyl-[acp]	-0.0	0.0	-1.585	1.585	-0.0791929194436	0.0791929194436	none	n.s.
C05763	trans-Hexadec-2-enoyl-[acp]	-0.0	0.0	-1.585	1.585	-0.0791929194436	0.0791929194436	none	n.s.
C05762	3-Oxohexadecanoyl-[acp]	-2.907	0.0	-1.17	1.17	-0.0584578648259	0.0584578648259	below	*
C00361	dGDP	3.926	0.0	-1.848	1.8075	-0.0923334480327	0.0903099065579	above	*
C00170	5'-Methylthioadenosine	0.0	0.0	0.0	0.0	0.0	0.0	none	n.s.
C02670	D-Glucuronolactone	0.0	0.0	0.0	2.322	0.0	0.116016377885	none	n.s.
C02992	L-Threonyl-tRNA(Thr)	-4.087	0.0	-2.322	0.0	-0.116016377885	0.0	below	*
C00179	Agmatine	0.0	0.0	-1.585	1.0	-0.0791929194436	0.0499639870307	none	n.s.
C00178	Thymine	0.0	0.0	0.0	0.0	0.0	0.0	none	n.s.
C02995	Maltose_6'-phosphate	0.0	0.0	-2.7	1.0	-0.134902764983	0.0499639870307	none	n.s.
C00447	Sedoheptulose_1,7-bisphosphate	0.0	0.0	0.0	0.0	0.0	0.0	none	n.s.
C03090	5-Phosphoribosylamine	0.0	0.0	-0.848	0.263	-0.042369461002	0.0131405285891	none	n.s.
C04260	O-D-Alanyl-poly(ribitol_phosphate)	-2.17	-1.0	-2.807	0.0	-1.1402489116	-1.0	below	*
C07086	Phenylacetic_acid	0.0	0.0	-2.322	0.0	-0.116016377885	0.0	none	n.s.
C01077	O-Acetyl-L-homoserine	0.0	0.0	0.0	2.322	0.0	0.116016377885	none	n.s.
C02972	Dihydrolipoylprotein	0.0	0.0	0.0	2.0	0.0	0.0999279740613	none	n.s.
C11434	2-C-Methyl-D-erythritol_4-phosphate	0.0	0.0	0.0	0.0	0.0	0.0	none	n.s.
C11435	4-(Cytidine_5'-diphospho)-2-C-methyl-D-erythritol	0.0	0.0	0.0	0.0	0.0	0.0	none	n.s.
C11436	2-Phospho-4-(cytidine_5'-diphospho)-2-C-methyl-D-erythritol	0.0	0.0	-0.415	0.0	-0.0207350546177	0.0	none	n.s.
C00857	Deamino-NAD+	-1.585	0.0	-1.585	1.585	-0.0791929194436	0.0791929194436	below	*
C02412	Glycyl-tRNA(Gly)	-4.129	-1.0	-3.17	0.0	-1.15838583889	-1.0	below	*
C00853	Cob(I)alamin	2.0	0.0	0.0	2.0	0.0	0.0999279740613	above	*
C01179	3-(4-Hydroxyphenyl)pyruvate	0.0	0.0	0.0	0.0	0.0	0.0	none	n.s.
C04823	1-(5'-Phosphoribosyl)-5-amino-4-(N-succinocarboxamide)-imidazole	4.7	0.0	-1.585	1.585	-0.0791929194436	0.0791929194436	above	*
C01170	UDP-N-acetyl-D-mannosamine	0.0	0.0	0.0	0.0	0.0	0.0	none	n.s.
C04411	(2R,3S)-3-Isopropylmalate	0.0	0.0	-1.585	0.263	-0.0791929194436	0.0131405285891	none	n.s.
C01172	beta-D-Glucose_6-phosphate	1.17	0.0	-2.392	0.0	-0.119513856977	0.0	above	*
C00473	Retinol	0.0	0.0	0.0	2.322	0.0	0.116016377885	none	n.s.
C03892	Phosphatidylglycerophosphate	-0.0	0.0	-2.0805	0.0	-0.103950075017	0.0	none	n.s.
C00681	1-Acyl-sn-glycerol_3-phosphate	0.0	0.0	-2.478	0.363	-0.123810759862	0.0181369272921	none	n.s.
C00680	meso-2,6-Diaminoheptanedioate	0.0	0.0	-0.926	1.5275	-0.0462666519904	0.0763199901893	none	n.s.
C04556	4-Amino-2-methyl-5-phosphomethylpyrimidine	0.0	0.0	0.0	0.0	0.0	0.0	none	n.s.
C02411	Glutaconyl-1-CoA	-3.322	0.0	-2.322	0.0	-0.116016377885	0.0	below	*
C02839	L-Tyrosyl-tRNA(Tyr)	-1.585	0.0	-2.322	0.0	-0.116016377885	0.0	below	*
C04257	N-Acetyl-D-mannosamine_6-phosphate	1.0	0.0	0.0	2.0	0.0	0.0999279740613	above	*
C00689	alpha,alpha'-Trehalose_6-phosphate	3.0	0.0	-1.0	2.459	-0.0499639870307	0.122861444108	above	*
C05271	trans-Hex-2-enoyl-CoA	0.0	0.0	0.0	0.0	0.0	0.0	none	n.s.
C05270	Hexanoyl-CoA	0.0	0.0	0.0	0.0	0.0	0.0	none	n.s.
C02554	L-Valyl-tRNA(Val)	-3.459	0.0	-2.322	0.0	-0.116016377885	0.0	below	*
C00512	S-Benzoate_coenzyme_A	0.0	0.0	-2.322	0.0	-0.116016377885	0.0	none	n.s.
C16220	3-Hydroxyoctadecanoyl-[acp]	1.0	0.0	-1.585	1.585	-0.0791929194436	0.0791929194436	above	*
C00921	Dihydropteroate	0.0	0.0	-1.0	1.68875	-0.0499639870307	0.084376683098	none	n.s.
C04294	5-(2-Hydroxyethyl)-4-methylthiazole	0.0	0.0	0.0	2.322	0.0	0.116016377885	none	n.s.
C00458	dCTP	-1.948	2.051	0.0	4.259	2.051	2.26379662076	below	*
C04895	7,8-Dihydroneopterin_3'-triphosphate	-0.0	0.0	-2.0	0.0	-0.0999279740613	0.0	none	n.s.
C04896	5-(5-Phospho-D-ribosylaminoformimino)-1-(5-phosphoribosyl)-imidazole-4-carboxamide	-0.0	0.0	-1.585	1.585	-0.0791929194436	0.0791929194436	none	n.s.
C00376	Retinal	0.0	0.0	-2.322	0.0	-0.116016377885	0.0	none	n.s.
C04488	5-Methyl-5,6,7,8-tetrahydromethanopterin	-2.322	-1.0	-2.907	0.0	-1.1452453103	-1.0	below	*
C00455	Nicotinamide_D-ribonucleotide	1.585	0.0	0.0	2.322	0.0	0.116016377885	above	*
C01697	Galactitol	0.0	1.415	0.0	3.369	1.415	1.58332867231	below	*
C15972	Enzyme_N6-(lipoyl)lysine	-0.0	0.0	-1.0	2.0	-0.0499639870307	0.0999279740613	none	n.s.
C16618	6-Thioxanthine_5'-monophosphate	3.7	0.0	-1.585	1.585	-0.0791929194436	0.0791929194436	above	*
C00330	Deoxyguanosine	0.0	0.0	0.0	2.322	0.0	0.116016377885	none	n.s.
C00332	Acetoacetyl-CoA	-0.843	0.0	-0.045	0.0	-0.00224837941638	0.0	below	*
C00334	4-Aminobutanoate	0.0	0.0	-1.17	1.17	-0.0584578648259	0.0584578648259	none	n.s.
C00337	(S)-Dihydroorotate	0.0	0.0	-1.0	1.0	-0.0499639870307	0.0499639870307	none	n.s.
C05699	L-Selenocystathionine	0.0	0.0	0.0	2.322	0.0	0.116016377885	none	n.s.
C04688	(3R)-3-Hydroxytetradecanoyl-[acyl-carrier_protein]	1.0	0.0	-1.585	1.585	-0.0791929194436	0.0791929194436	above	*
C04122	D-1-Aminopropan-2-ol_O-phosphate	0.0	0.0	-1.585	1.585	-0.0791929194436	0.0791929194436	none	n.s.
C00636	D-Mannose_1-phosphate	0.0	0.0	0.0	0.0	0.0	0.0	none	n.s.
C00637	Indole-3-acetaldehyde	0.0	0.0	0.0	2.322	0.0	0.116016377885	none	n.s.
C00630	2-Methylpropanoyl-CoA	4.644	0.0	0.0	2.322	0.0	0.116016377885	above	*
C00631	2-Phospho-D-glycerate	-4.102	0.0	0.0	0.0	0.0	0.0	below	*
C02527	Butanoylphosphate	0.0	0.0	0.0	0.0	0.0	0.0	none	n.s.
C16221	(2E)-Octadecenoyl-[acp]	-0.0	0.0	-1.585	1.585	-0.0791929194436	0.0791929194436	none	n.s.
C00208	Maltose	0.0	1.585	0.0	3.459	1.585	1.75782543114	below	*
C01001	Formylmethanofuran	0.0	0.0	0.0	0.0	0.0	0.0	none	n.s.
C05985	2-Propynal	0.0	0.0	0.0	2.322	0.0	0.116016377885	none	n.s.
C00204	2-Dehydro-3-deoxy-D-gluconate	-2.821	0.0	-0.553	0.0	-0.027630084828	0.0	below	*
C01212	UDP-N-acetylmuramoyl-L-alanine	-1.17	0.0	-1.17	1.17	-0.0584578648259	0.0584578648259	below	*
C07490	Trichloroethanol	0.0	0.0	-2.322	0.0	-0.116016377885	0.0	none	n.s.
C01217	5,6,7,8-Tetrahydromethanopterin	2.322	1.0	0.0	2.907	1.0	1.1452453103	above	*
C00025	L-Glutamate	0.0	0.0	-1.8795	2.11225	-0.0939073136241	0.105536431606	none	n.s.
C00024	Acetyl-CoA	-3.655	0.0	-2.86075	2.5845	-0.142934475898	0.129131924481	below	*
C00148	L-Proline	3.891	0.0	-0.907	1.674	-0.0453173362368	0.0836397142893	above	*
C00026	2-Oxoglutarate	-0.547	0.0	-2.24475	2.0155	-0.112156659887	0.10070241586	below	*
C00021	S-Adenosyl-L-homocysteine	0.585	0.0	-1.17	1.17	-0.0584578648259	0.0584578648259	above	*
C00020	AMP	4.252	0.0	-0.263	0.0	-0.0131405285891	0.0	above	*
C00022	Pyruvate	-3.428	0.0	-3.116	2.3475	-0.155687783588	0.117290459554	below	*
C00143	5,10-Methylenetetrahydrofolate	0.0	0.0	0.0	1.093	0.0	0.0546106378245	none	n.s.
C00140	N-Acetyl-D-glucosamine	3.322	0.0	0.0	2.0	0.0	0.0999279740613	above	*
C00141	3-Methyl-2-oxobutanoic_acid	0.0	0.0	-1.0	1.585	-0.0499639870307	0.0791929194436	none	n.s.
C00029	UDP-glucose	-2.848	0.181	-0.2115	2.61475	0.170432616743	0.311643335088	below	*
C00147	Adenine	0.0	0.0	-0.856	0.515	-0.0427691728982	0.0257314533208	none	n.s.
C00144	GMP	-3.036	-0.848	-3.154	0.0	-1.00558641509	-0.848	below	*
C03740	(5-L-Glutamyl)-L-amino_acid	0.0	0.0	-2.322	0.0	-0.116016377885	0.0	none	n.s.
C01079	Protoporphyrinogen_IX	-1.0	0.0	-2.0	0.0	-0.0999279740613	0.0	below	*
C05748	trans-Hex-2-enoyl-[acp]	-0.0	0.0	-1.585	1.585	-0.0791929194436	0.0791929194436	none	n.s.
C05984	2-Hydroxybutanoic_acid	0.0	0.0	0.0	2.0	0.0	0.0999279740613	none	n.s.
C05807	2-Polyprenylphenol	0.0	0.0	0.0	2.585	0.0	0.129156906474	none	n.s.
C05729	R-S-Cysteinylglycine	1.585	0.0	-1.322	2.0	-0.0660523908545	0.0999279740613	above	*
C04631	UDP-N-acetyl-3-(1-carboxyvinyl)-D-glucosamine	-3.478	0.0	-1.363	1.778	-0.0681009143228	0.0888359689405	below	*
C11437	1-Deoxy-D-xylulose_5-phosphate	0.0	0.0	0.0	0.0	0.0	0.0	none	n.s.
C00644	D-Mannitol_1-phosphate	0.0	0.0	-2.585	1.0	-0.129156906474	0.0499639870307	none	n.s.
C06319	Precorrin_6Y	0.0	0.0	0.0	0.0	0.0	0.0	none	n.s.
C02739	1-(5-Phospho-D-ribosyl)-ATP	0.0	0.0	-1.322	0.0	-0.0660523908545	0.0	none	n.s.
C00647	Pyridoxamine_phosphate	0.0	0.0	0.0	0.0	0.0	0.0	none	n.s.
C05726	S-Substituted_L-cysteine	-1.585	-1.0	-2.807	0.0	-1.1402489116	-1.0	below	*
C00705	dCDP	-0.678	0.0	-2.0	0.678	-0.0999279740613	0.0338755832068	below	*
C06250	Holo-[carboxylase]	0.0	-0.737	-3.0	0.0	-0.886891961092	-0.737	above	*
C01242	S-Aminomethyldihydrolipoylprotein	0.0	0.0	0.0	0.0	0.0	0.0	none	n.s.
C02631	2-Isopropylmaleate	0.0	0.0	0.0	0.0	0.0	0.0	none	n.s.
C02637	3-Dehydroshikimate	0.0	0.0	0.0	0.0	0.0	0.0	none	n.s.
C03194	(R)-1-Aminopropan-2-ol	0.0	0.0	0.0	2.322	0.0	0.116016377885	none	n.s.
C04419	Carboxybiotin-carboxyl-carrier_protein	0.0	0.0	0.0	2.524	0.0	0.126109103265	none	n.s.
C01528	Hydrogen_selenide	-2.807	0.0	-2.322	0.0	-0.116016377885	0.0	below	*
C02938	3-Indoleacetonitrile	0.0	0.0	0.0	2.322	0.0	0.116016377885	none	n.s.
C00750	Spermine	0.0	0.0	0.0	0.0	0.0	0.0	none	n.s.
C04752	2-Methyl-4-amino-5-hydroxymethylpyrimidine_diphosphate	0.0	0.0	-1.585	1.585	-0.0791929194436	0.0791929194436	none	n.s.
C04751	1-(5-Phospho-D-ribosyl)-5-amino-4-imidazolecarboxylate	-1.0	0.0	-1.585	1.585	-0.0791929194436	0.0791929194436	below	*
C00763	D-Proline	-4.426	0.0	-0.585	2.72675	-0.0292289324129	0.136239301636	below	*
C01134	Pantetheine_4'-phosphate	-1.585	0.0	-2.585	1.0	-0.129156906474	0.0499639870307	below	*
C01137	S-Adenosylmethioninamine	0.0	0.0	-1.17	0.585	-0.0584578648259	0.0292289324129	none	n.s.
C00092	D-Glucose_6-phosphate	-1.926	-1.926	-3.62375	-0.379	-2.107056998	-1.90706364892	none	n.s.
C06035	4-Methylene-2-oxoglutarate	0.0	0.0	0.0	0.0	0.0	0.0	none	n.s.
C02226	2-Methylmaleate	0.0	0.0	0.0	0.0	0.0	0.0	none	n.s.
C03511	L-Phenylalanyl-tRNA(Phe)	-2.322	0.0	-2.322	0.0	-0.116016377885	0.0	below	*
C03512	L-Tryptophanyl-tRNA(Trp)	-1.585	0.0	-2.322	0.0	-0.116016377885	0.0	below	*
C06033	Parapyruvate	0.0	0.0	0.0	0.0	0.0	0.0	none	n.s.
C12147	L-Threonine_O-3-phosphate	-0.0	0.0	-1.585	1.585	-0.0791929194436	0.0791929194436	none	n.s.
C00329	D-Glucosamine	0.0	0.0	0.0	2.322	0.0	0.116016377885	none	n.s.
C04462	N-Succinyl-2-L-amino-6-oxoheptanedioate	-2.0	0.0	0.0	0.0	0.0	0.0	below	*
C06408	Precorrin_8X	1.585	0.0	0.0	2.322	0.0	0.116016377885	above	*
C02741	Phosphoribosyl-AMP	0.0	0.0	0.0	0.0	0.0	0.0	none	n.s.
C06407	Precorrin_4	1.0	0.0	-1.0	1.585	-0.0499639870307	0.0791929194436	above	*
C06406	Precorrin_3B	0.0	0.0	0.0	2.322	0.0	0.116016377885	none	n.s.
C20373	3-Hydroxyglutaryl-[acp]_methyl_ester	1.0	0.0	-1.585	1.585	-0.0791929194436	0.0791929194436	above	*
C20372	3-Ketoglutaryl-[acp]_methyl_ester	-3.322	0.0	-1.585	1.585	-0.0791929194436	0.0791929194436	below	*
C20377	3-Hydroxypimeloyl-[acp]_methyl_ester	1.0	0.0	-1.585	1.585	-0.0791929194436	0.0791929194436	above	*
C20376	3-Ketopimeloyl-[acp]_methyl_ester	-3.322	0.0	-1.585	1.585	-0.0791929194436	0.0791929194436	below	*
C20375	Glutaryl-[acp]_methyl_ester	3.459	0.0	0.0	2.0	0.0	0.0999279740613	above	*
C20374	Enoylglutaryl-[acp]_methyl_ester	-1.585	0.0	-2.322	0.0	-0.116016377885	0.0	below	*
C05897	Undecaprenyl-diphospho-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimeloyl-D-alanyl-D-alanine	1.585	0.0	-1.585	1.585	-0.0791929194436	0.0791929194436	above	*
C20378	Enoylpimeloyl-[acp]_methyl_ester	-1.585	0.0	-2.322	0.0	-0.116016377885	0.0	below	*
C00804	Propynoate	0.0	0.0	-2.322	0.0	-0.116016377885	0.0	none	n.s.
C00969	3-Hydroxypropanal	0.0	0.0	0.0	2.322	0.0	0.116016377885	none	n.s.
C11545	Cobalt-precorrin_8	1.585	0.0	-1.585	1.14625	-0.0791929194436	0.0572712201339	above	*
C00966	2-Dehydropantoate	0.0	0.0	-0.848	0.848	-0.042369461002	0.042369461002	none	n.s.
C11540	Cobalt-precorrin_4	1.0	0.0	-1.0	1.585	-0.0499639870307	0.0791929194436	above	*
C11542	Cobalt-precorrin_6	0.0	0.0	-1.0	2.0	-0.0499639870307	0.0999279740613	none	n.s.
C11543	Cobalt-dihydro-precorrin_6	0.0	0.0	-2.0	1.0	-0.0999279740613	0.0499639870307	none	n.s.
C02282	Glutaminyl-tRNA	0.0	0.0	0.0	0.0	0.0	0.0	none	n.s.
C04916	N-(5'-Phospho-D-1'-ribulosylformimino)-5-amino-1-(5''-phospho-D-ribosyl)-4-imidazolecarboxamide	0.0	0.0	-1.322	2.17	-0.0660523908545	0.108421851857	none	n.s.
C00415	Dihydrofolate	-0.0	0.0	-2.585	0.0	-0.129156906474	0.0	none	n.s.
C00416	Phosphatidate	1.874	0.0	-1.7	0.415	-0.0849387779521	0.0207350546177	above	*
C00417	cis-Aconitate	0.0	0.0	0.0	0.0	0.0	0.0	none	n.s.
C03460	2-Methylprop-2-enoyl-CoA	-4.644	0.0	-2.322	0.0	-0.116016377885	0.0	below	*
C04851	MurAc(oyl-L-Ala-D-gamma-Glu-L-Lys-D-Ala-D-Ala)-diphospho-undecaprenol	1.585	0.0	-1.585	1.585	-0.0791929194436	0.0791929194436	above	*
C03345	2-Methylbut-2-enoyl-CoA	0.0	0.0	0.0	0.0	0.0	0.0	none	n.s.
C00993	D-Alanyl-D-alanine	-0.0	0.0	-1.585	1.585	-0.0791929194436	0.0791929194436	none	n.s.
C00620	alpha-D-Ribose_1-phosphate	1.0	1.0	0.0	3.0	1.0	1.14989196109	none	n.s.
C11355	4-Amino-4-deoxychorismate	0.0	0.0	-2.7	1.0	-0.134902764983	0.0499639870307	none	n.s.
C05951	Leukotriene_D4	0.0	0.0	-2.322	0.0	-0.116016377885	0.0	none	n.s.
C05576	3,4-Dihydroxyphenylethyleneglycol	0.0	0.0	0.0	0.0	0.0	0.0	none	n.s.
C05577	3,4-Dihydroxymandelaldehyde	0.0	0.0	0.0	0.0	0.0	0.0	none	n.s.
C03263	Coproporphyrinogen_III	1.0	0.0	0.0	2.0	0.0	0.0999279740613	above	*
C00378	Thiamine	0.0	0.0	0.0	0.0	0.0	0.0	none	n.s.
C00242	Guanine	1.178	0.0	-2.0065	2.55725	-0.100252739977	0.127770405834	above	*
C00245	Taurine	0.0	0.0	0.0	2.322	0.0	0.116016377885	none	n.s.
C00246	Butanoic_acid	0.0	0.0	0.0	0.0	0.0	0.0	none	n.s.
C00624	N-Acetyl-L-glutamate	0.0	0.0	-1.585	1.585	-0.0791929194436	0.0791929194436	none	n.s.
C16587	3-Carbamoyl-2-phenylpropionaldehyde	0.0	0.0	-2.322	0.0	-0.116016377885	0.0	none	n.s.
C02170	Methylmalonate	0.0	0.0	-2.322	0.0	-0.116016377885	0.0	none	n.s.
C00568	4-Aminobenzoate	0.0	0.0	-1.0	1.585	-0.0499639870307	0.0791929194436	none	n.s.
C01099	L-Fuculose_1-phosphate	0.0	0.0	0.0	2.0	0.0	0.0999279740613	none	n.s.
C01097	D-Tagatose_6-phosphate	2.678	1.0	0.0	2.722	1.0	1.1360019727	above	*
C01096	Sorbitol_6-phosphate	0.0	-0.415	-3.059	0.737	-0.567839836327	-0.378176541558	above	*
C01094	D-Fructose_1-phosphate	3.273	0.0	-3.12875	1.4575	-0.156324824422	0.0728225110972	above	*
C05682	Phosphonoacetate	5.358	0.0	0.0	2.322	0.0	0.116016377885	above	*
C00341	Geranyl_diphosphate	0.0	0.0	0.0	0.0	0.0	0.0	none	n.s.
C00342	Thioredoxin	-1.652	0.193	-0.363	2.948	0.174863072708	0.340293833766	below	*
C00343	Thioredoxin_disulfide	1.737	0.0	-2.939	0.415	-0.146844157883	0.0207350546177	above	*
C00344	Phosphatidylglycerol	1.0	0.0	0.0	2.322	0.0	0.116016377885	above	*
C05684	Selenite	2.807	0.0	0.0	2.322	0.0	0.116016377885	above	*
C00061	FMN	0.0	0.0	0.0	0.0	0.0	0.0	none	n.s.
C00060	Carboxylate	0.0	0.0	-2.322	0.0	-0.116016377885	0.0	none	n.s.
C00063	CTP	6.902	2.104	0.678	3.9865	2.07012441679	2.3031814343	above	*
C00062	L-Arginine	0.415	1.0	0.0	2.874	1.0	1.14359649873	below	*
C00065	L-Serine	2.028	0.0	0.0	2.12075	0.0	0.105961125495	above	*
C00064	L-Glutamine	0.931	0.509	0.0	2.86775	0.509	0.652284223807	above	*
C11811	1-Hydroxy-2-methyl-2-butenyl_4-diphosphate	0.0	0.0	-1.585	1.585	-0.0791929194436	0.0791929194436	none	n.s.
C16633	5-Fluorouridine	0.0	0.0	0.0	2.322	0.0	0.116016377885	none	n.s.
C04675	3-Hydroxy-3-(4-methylpent-3-en-1-yl)glutaryl-CoA	0.0	0.0	0.0	2.322	0.0	0.116016377885	none	n.s.
C16631	alpha-Fluoro-beta-ureidopropionic_acid	0.0	0.0	-2.322	0.0	-0.116016377885	0.0	none	n.s.
C04677	1-(5'-Phosphoribosyl)-5-amino-4-imidazolecarboxamide	-3.838	0.0	-2.539	1.9495	-0.126858563071	0.0974047927163	below	*
C16635	5'-Deoxy-5-fluorocytidine	0.0	0.0	0.0	2.322	0.0	0.116016377885	none	n.s.
C16634	5-Fluorouridine_monophosphate	0.0	0.0	-2.322	0.0	-0.116016377885	0.0	none	n.s.
C19673	Malonyl-[acp]_methyl_ester	3.459	0.0	0.0	2.0	0.0	0.0999279740613	above	*
C03752	2-Amino-2-deoxy-D-gluconate	0.0	2.0	0.585	3.8135	1.97077106759	2.19053766454	below	*
C05923	2,5-Diaminopyrimidine_nucleoside_triphosphate	0.0	0.0	0.0	0.0	0.0	0.0	none	n.s.
C05922	Formamidopyrimidine_nucleoside_triphosphate	0.0	0.0	0.0	0.0	0.0	0.0	none	n.s.
C05921	Biotinyl-5'-AMP	0.0	0.0	0.0	0.0	0.0	0.0	none	n.s.
C00748	Siroheme	0.0	0.0	0.0	0.0	0.0	0.0	none	n.s.
C04079	N-((R)-Pantothenoyl)-L-cysteine	2.585	0.0	0.0	2.322	0.0	0.116016377885	above	*
C00668	alpha-D-Glucose_6-phosphate	1.699	-0.571	-3.054	0.0	-0.723590016392	-0.571	above	*
C01268	5-Amino-6-(5'-phosphoribosylamino)uracil	0.0	0.0	0.0	0.0	0.0	0.0	none	n.s.
C00666	LL-2,6-Diaminoheptanedioate	0.0	0.0	-0.678	1.263	-0.0338755832068	0.0631045156197	none	n.s.
C00663	beta-D-Glucose_1-phosphate	0.0	0.0	-1.0	1.585	-0.0499639870307	0.0791929194436	none	n.s.
C02163	L-Arginyl-tRNA(Arg)	-2.0	0.0	-2.0	0.0	-0.0999279740613	0.0	below	*
C00988	2-Phosphoglycolate	0.0	0.0	0.0	2.585	0.0	0.129156906474	none	n.s.
C00989	4-Hydroxybutanoic_acid	0.0	0.0	0.0	2.322	0.0	0.116016377885	none	n.s.
C00114	Choline	0.0	0.0	-2.0	0.0	-0.0999279740613	0.0	none	n.s.
C00117	D-Ribose_5-phosphate	5.72	-0.1	-3.184	1.66	-0.259085334706	-0.0170597815291	above	*
C00116	Glycerol	0.0	0.0	0.0	0.0	0.0	0.0	none	n.s.
C00111	Glycerone_phosphate	-1.363	0.0	-0.837	0.585	-0.0418198571447	0.0292289324129	below	*
C02380	6-Mercaptopurine	3.322	0.0	0.0	2.322	0.0	0.116016377885	above	*
C00112	CDP	-3.154	0.0	-1.733	1.722	-0.0865875895241	0.0860379856668	below	*
C00119	5-Phospho-alpha-D-ribose_1-diphosphate	-5.725	0.0	0.0	1.4005	0.0	0.0699745638364	below	*
