Compound_code	Compound_name	Metabolite_score	Significance	Lower_95_Confidence	Upper_95_Confidence
C02411	Glutaconyl-1-CoA	-3.322	<0.01	-6.22997789582	-3.7967675064
C02839	L-Tyrosyl-tRNA(Tyr)	-1.585	<0.01	-6.22997789582	-3.7967675064
C04257	N-Acetyl-D-mannosamine_6-phosphate	1.0	<0.01	3.7967675064	6.22997789582
C00689	alpha,alpha'-Trehalose_6-phosphate	3.0	<0.01	0.349139520914	1.63148536008
C05271	trans-Hex-2-enoyl-CoA	0.0	<0.01	0.0	0.0
C05270	Hexanoyl-CoA	0.0	<0.01	0.0	0.0
C02554	L-Valyl-tRNA(Val)	-3.459	<0.01	-6.22997789582	-3.7967675064
C00512	S-Benzoate_coenzyme_A	0.0	<0.01	-6.22997789582	-3.7967675064
C16220	3-Hydroxyoctadecanoyl-[acp]	1.0	<0.01	-2.25930736322	-0.932188923839
C00921	Dihydropteroate	0.0	n.s.	-1.15450563445	0.145918561905
C04294	5-(2-Hydroxyethyl)-4-methylthiazole	0.0	<0.01	3.7967675064	6.22997789582
C00458	dCTP	-1.948	<0.01	-5.65994679378	-4.35896160539
C04895	7,8-Dihydroneopterin_3'-triphosphate	-0.0	<0.01	-6.22997789582	-3.7967675064
C04896	5-(5-Phospho-D-ribosylaminoformimino)-1-(5-phosphoribosyl)-imidazole-4-carboxamide	-0.0	<0.01	2.03626159369	3.37371187785
C00376	Retinal	0.0	<0.01	-6.22997789582	-3.7967675064
C04488	5-Methyl-5,6,7,8-tetrahydromethanopterin	-2.322	<0.01	-6.86528945475	-5.00671453141
C00455	Nicotinamide_D-ribonucleotide	1.585	<0.01	3.7967675064	6.22997789582
C01697	Galactitol	0.0	<0.01	5.04168374579	6.88316209246
C15972	Enzyme_N6-(lipoyl)lysine	-0.0	<0.01	-4.25608017082	-2.98409213928
C16618	6-Thioxanthine_5'-monophosphate	3.7	n.s.	2.44040388781	3.76641737358
C00330	Deoxyguanosine	0.0	<0.01	3.7967675064	6.22997789582
C00332	Acetoacetyl-CoA	-0.843	<0.01	-3.02006434916	-1.3898311584
C00334	4-Aminobutanoate	0.0	<0.01	2.41273590546	3.81219922037
C00337	(S)-Dihydroorotate	0.0	<0.01	1.4739620256	2.86687066777
C05699	L-Selenocystathionine	0.0	<0.01	3.7967675064	6.22997789582
C04688	(3R)-3-Hydroxytetradecanoyl-[acyl-carrier_protein]	1.0	<0.01	-2.25930736322	-0.932188923839
C04122	D-1-Aminopropan-2-ol_O-phosphate	0.0	<0.01	0.347055563732	1.65580548981
C00636	D-Mannose_1-phosphate	0.0	<0.01	0.0	0.0
C00637	Indole-3-acetaldehyde	0.0	<0.01	3.7967675064	6.22997789582
C00630	2-Methylpropanoyl-CoA	4.644	n.s.	3.7967675064	6.22997789582
C00631	2-Phospho-D-glycerate	-4.102	<0.01	-0.956881555187	0.956881555187
C02527	Butanoylphosphate	0.0	<0.01	0.0	0.0
C16221	(2E)-Octadecenoyl-[acp]	-0.0	<0.01	-2.24179385375	-0.92446076707
C00208	Maltose	0.0	<0.01	5.08399769654	6.89705747015
C01001	Formylmethanofuran	0.0	<0.01	0.0	0.0
C05985	2-Propynal	0.0	<0.01	3.7967675064	6.22997789582
C00204	2-Dehydro-3-deoxy-D-gluconate	-2.821	<0.01	-0.809472635244	0.791884507629
C01212	UDP-N-acetylmuramoyl-L-alanine	-1.17	<0.01	-2.86889105604	-1.46684124069
C07490	Trichloroethanol	0.0	<0.01	-6.22997789582	-3.7967675064
C01217	5,6,7,8-Tetrahydromethanopterin	2.322	<0.01	5.00671453141	6.86528945475
C00025	L-Glutamate	0.0	<0.01	1.08168151773	2.52705628043
C00024	Acetyl-CoA	-3.655	<0.01	-1.25169079118	0.245486056211
C00148	L-Proline	3.891	<0.01	-0.711827315458	0.707537241235
C00026	2-Oxoglutarate	-0.547	n.s.	-0.740167323425	0.740167323425
C00021	S-Adenosyl-L-homocysteine	0.585	<0.01	-1.20661458705	0.203787771633
C00020	AMP	4.252	<0.01	1.36789369785	3.09736472864
C00022	Pyruvate	-3.428	<0.01	2.21304218991	3.66676309439
C00143	5,10-Methylenetetrahydrofolate	0.0	<0.01	0.834218181818	2.36452727273
C00140	N-Acetyl-D-glucosamine	3.322	<0.01	3.7967675064	6.22997789582
C00141	3-Methyl-2-oxobutanoic_acid	0.0	n.s.	-0.175187525747	1.16517048625
C00029	UDP-glucose	-2.848	<0.01	-2.69175131293	-1.34336845668
C00147	Adenine	0.0	<0.01	-2.05836929623	-0.555149897738
C00144	GMP	-3.036	<0.01	3.2612842656	4.53895869414
C03740	(5-L-Glutamyl)-L-amino_acid	0.0	<0.01	-6.22997789582	-3.7967675064
C01079	Protoporphyrinogen_IX	-1.0	<0.01	-6.22997789582	-3.7967675064
C05748	trans-Hex-2-enoyl-[acp]	-0.0	<0.01	-2.24179385375	-0.92446076707
C05984	2-Hydroxybutanoic_acid	0.0	<0.01	3.7967675064	6.22997789582
C05807	2-Polyprenylphenol	0.0	<0.01	3.7967675064	6.22997789582
C05729	R-S-Cysteinylglycine	1.585	n.s.	1.15294439744	2.42644287814
C04631	UDP-N-acetyl-3-(1-carboxyvinyl)-D-glucosamine	-3.478	<0.01	-1.67396021423	-0.339671667122
C11437	1-Deoxy-D-xylulose_5-phosphate	0.0	<0.01	-1.92455714286	-0.129357142857
C00644	D-Mannitol_1-phosphate	0.0	<0.01	2.63379730683	3.91297374185
C06319	Precorrin_6Y	0.0	<0.01	0.0	0.0
C02739	1-(5-Phospho-D-ribosyl)-ATP	0.0	<0.01	1.7595641795	3.21064353958
C00647	Pyridoxamine_phosphate	0.0	<0.01	0.0	0.0
C05726	S-Substituted_L-cysteine	-1.585	<0.01	-6.89723891919	-5.06668374579
C00705	dCDP	-0.678	<0.01	1.13462086403	2.48876509111
C06250	Holo-[carboxylase]	0.0	<0.01	2.36978936456	3.67992664386
C01242	S-Aminomethyldihydrolipoylprotein	0.0	<0.01	0.0	0.0
C02631	2-Isopropylmaleate	0.0	<0.01	0.0	0.0
C02637	3-Dehydroshikimate	0.0	<0.01	0.0	0.0
C03194	(R)-1-Aminopropan-2-ol	0.0	<0.01	3.7967675064	6.22997789582
C04419	Carboxybiotin-carboxyl-carrier_protein	0.0	<0.01	-3.13815242007	-1.80534008011
C01528	Hydrogen_selenide	-2.807	<0.01	-6.22997789582	-3.7967675064
C02938	3-Indoleacetonitrile	0.0	<0.01	3.7967675064	6.22997789582
C00750	Spermine	0.0	<0.01	0.0	0.0
C04752	2-Methyl-4-amino-5-hydroxymethylpyrimidine_diphosphate	0.0	n.s.	-1.15667002472	0.165668012711
C04751	1-(5-Phospho-D-ribosyl)-5-amino-4-imidazolecarboxylate	-1.0	<0.01	-3.38416537757	-2.04269715249
C00763	D-Proline	-4.426	<0.01	-3.35414679391	-2.07807612014
C01134	Pantetheine_4'-phosphate	-1.585	<0.01	-0.629383826012	0.647169980229
C01137	S-Adenosylmethioninamine	0.0	<0.01	0.5949078481	1.98979601877
C00092	D-Glucose_6-phosphate	-1.926	<0.01	-6.95548181818	-5.16538181818
C06035	4-Methylene-2-oxoglutarate	0.0	<0.01	0.0	0.0
C02226	2-Methylmaleate	0.0	<0.01	0.0	0.0
C03511	L-Phenylalanyl-tRNA(Phe)	-2.322	<0.01	-6.22997789582	-3.7967675064
C03512	L-Tryptophanyl-tRNA(Trp)	-1.585	<0.01	-6.22997789582	-3.7967675064
C06033	Parapyruvate	0.0	<0.01	0.0	0.0
C12147	L-Threonine_O-3-phosphate	-0.0	<0.01	2.04188149276	3.36359071138
C00329	D-Glucosamine	0.0	<0.01	3.7967675064	6.22997789582
C04462	N-Succinyl-2-L-amino-6-oxoheptanedioate	-2.0	<0.01	0.809418262091	2.42300042085
C06408	Precorrin_8X	1.585	<0.01	3.7967675064	6.22997789582
C02741	Phosphoribosyl-AMP	0.0	<0.01	0.0	0.0
C06407	Precorrin_4	1.0	<0.01	0.356623032486	1.64240308587
C06406	Precorrin_3B	0.0	<0.01	3.7967675064	6.22997789582
C20373	3-Hydroxyglutaryl-[acp]_methyl_ester	1.0	<0.01	-2.25930736322	-0.932188923839
C20372	3-Ketoglutaryl-[acp]_methyl_ester	-3.322	n.s.	-3.58859973557	-2.27212475362
C20377	3-Hydroxypimeloyl-[acp]_methyl_ester	1.0	<0.01	-2.25930736322	-0.932188923839
C20376	3-Ketopimeloyl-[acp]_methyl_ester	-3.322	n.s.	-3.58859973557	-2.27212475362
C20375	Glutaryl-[acp]_methyl_ester	3.459	<0.01	3.7967675064	6.22997789582
C20374	Enoylglutaryl-[acp]_methyl_ester	-1.585	<0.01	-6.22997789582	-3.7967675064
C05897	Undecaprenyl-diphospho-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimeloyl-D-alanyl-D-alanine	1.585	<0.01	-3.49019504597	-2.15558270568
C20378	Enoylpimeloyl-[acp]_methyl_ester	-1.585	<0.01	-6.22997789582	-3.7967675064
C00804	Propynoate	0.0	<0.01	-6.22997789582	-3.7967675064
C00969	3-Hydroxypropanal	0.0	<0.01	3.7967675064	6.22997789582
C11545	Cobalt-precorrin_8	1.585	<0.01	-1.15580571916	0.155805719165
C00966	2-Dehydropantoate	0.0	n.s.	-1.20963272194	0.238551533026
C11540	Cobalt-precorrin_4	1.0	n.s.	0.356623032486	1.64240308587
C11542	Cobalt-precorrin_6	0.0	<0.01	2.24333220782	3.58896673372
C11543	Cobalt-dihydro-precorrin_6	0.0	n.s.	-0.166112680722	1.16004427022
C02282	Glutaminyl-tRNA	0.0	n.s.	0.0	0.0
C04916	N-(5'-Phospho-D-1'-ribulosylformimino)-5-amino-1-(5''-phospho-D-ribosyl)-4-imidazolecarboxamide	0.0	<0.01	-1.65901197297	-0.366797083535
C00415	Dihydrofolate	-0.0	<0.01	-6.22997789582	-3.7967675064
C00416	Phosphatidate	1.874	<0.01	-3.85930374389	-2.51040860576
C00417	cis-Aconitate	0.0	<0.01	0.0	0.0
C03460	2-Methylprop-2-enoyl-CoA	-4.644	n.s.	-6.22997789582	-3.7967675064
C04851	MurAc(oyl-L-Ala-D-gamma-Glu-L-Lys-D-Ala-D-Ala)-diphospho-undecaprenol	1.585	<0.01	-3.49019504597	-2.15558270568
C03345	2-Methylbut-2-enoyl-CoA	0.0	<0.01	0.0	0.0
C00993	D-Alanyl-D-alanine	-0.0	<0.01	1.13839962923	2.45462714281
C00620	alpha-D-Ribose_1-phosphate	1.0	<0.01	5.05027393798	6.89009540142
C11355	4-Amino-4-deoxychorismate	0.0	<0.01	1.54965677387	2.80036977916
C05951	Leukotriene_D4	0.0	<0.01	-6.22997789582	-3.7967675064
C05576	3,4-Dihydroxyphenylethyleneglycol	0.0	<0.01	0.0	0.0
C05577	3,4-Dihydroxymandelaldehyde	0.0	<0.01	0.0	0.0
C03263	Coproporphyrinogen_III	1.0	<0.01	3.7967675064	6.22997789582
C00378	Thiamine	0.0	<0.01	0.0	0.0
C00242	Guanine	1.178	<0.01	-3.91831327231	-2.62404545305
C00245	Taurine	0.0	<0.01	3.7967675064	6.22997789582
C00246	Butanoic_acid	0.0	<0.01	0.0	0.0
C00624	N-Acetyl-L-glutamate	0.0	<0.01	1.67274719929	2.98914145162
C16587	3-Carbamoyl-2-phenylpropionaldehyde	0.0	<0.01	-6.22997789582	-3.7967675064
C02170	Methylmalonate	0.0	<0.01	-6.22997789582	-3.7967675064
C00568	4-Aminobenzoate	0.0	<0.01	-2.82051857898	-1.51218797482
C01099	L-Fuculose_1-phosphate	0.0	<0.01	3.7967675064	6.22997789582
C01097	D-Tagatose_6-phosphate	2.678	<0.01	5.28240758194	7.14946975368
C01096	Sorbitol_6-phosphate	0.0	<0.01	3.40552509419	4.69778494806
C01094	D-Fructose_1-phosphate	3.273	<0.01	3.58636532093	4.82837642685
C05682	Phosphonoacetate	5.358	n.s.	3.7967675064	6.22997789582
C00341	Geranyl_diphosphate	0.0	n.s.	0.0	0.0
C00342	Thioredoxin	-1.652	<0.01	-3.22952365949	-1.97729914564
C00343	Thioredoxin_disulfide	1.737	<0.01	3.15461404595	4.43043986088
C00344	Phosphatidylglycerol	1.0	<0.01	3.7967675064	6.22997789582
C05684	Selenite	2.807	<0.01	3.7967675064	6.22997789582
C00061	FMN	0.0	<0.01	0.0	0.0
C00060	Carboxylate	0.0	<0.01	-6.22997789582	-3.7967675064
C00063	CTP	6.902	<0.01	4.76347242083	6.66785766728
C00062	L-Arginine	0.415	<0.01	5.25474045869	7.05981613319
C00065	L-Serine	2.028	<0.01	-2.86896777084	-1.4877562755
C00064	L-Glutamine	0.931	<0.01	-4.79463152743	-3.42522025071
C11811	1-Hydroxy-2-methyl-2-butenyl_4-diphosphate	0.0	<0.01	-1.95642295141	-0.64039026338
C16633	5-Fluorouridine	0.0	<0.01	3.7967675064	6.22997789582
C04675	3-Hydroxy-3-(4-methylpent-3-en-1-yl)glutaryl-CoA	0.0	<0.01	3.7967675064	6.22997789582
C16631	alpha-Fluoro-beta-ureidopropionic_acid	0.0	<0.01	-6.22997789582	-3.7967675064
C04677	1-(5'-Phosphoribosyl)-5-amino-4-imidazolecarboxamide	-3.838	<0.01	2.72077677036	3.97135696408
C16635	5'-Deoxy-5-fluorocytidine	0.0	<0.01	3.7967675064	6.22997789582
C16634	5-Fluorouridine_monophosphate	0.0	<0.01	-6.22997789582	-3.7967675064
C19673	Malonyl-[acp]_methyl_ester	3.459	<0.01	3.7967675064	6.22997789582
C03752	2-Amino-2-deoxy-D-gluconate	0.0	<0.01	4.9692655838	6.82192905877
C05923	2,5-Diaminopyrimidine_nucleoside_triphosphate	0.0	<0.01	0.0	0.0
C05922	Formamidopyrimidine_nucleoside_triphosphate	0.0	<0.01	0.0	0.0
C05921	Biotinyl-5'-AMP	0.0	<0.01	0.0	0.0
C00748	Siroheme	0.0	<0.01	0.0	0.0
C04079	N-((R)-Pantothenoyl)-L-cysteine	2.585	<0.01	3.7967675064	6.22997789582
C00668	alpha-D-Glucose_6-phosphate	1.699	<0.01	2.83891298088	4.15226295823
C01268	5-Amino-6-(5'-phosphoribosylamino)uracil	0.0	<0.01	0.0	0.0
C00666	LL-2,6-Diaminoheptanedioate	0.0	<0.01	1.47681807931	2.8637480084
C00663	beta-D-Glucose_1-phosphate	0.0	<0.01	-3.48669463909	-2.16971695429
C02163	L-Arginyl-tRNA(Arg)	-2.0	<0.01	-6.22997789582	-3.7967675064
C00988	2-Phosphoglycolate	0.0	<0.01	3.7967675064	6.22997789582
C00989	4-Hydroxybutanoic_acid	0.0	<0.01	3.7967675064	6.22997789582
C00114	Choline	0.0	<0.01	-6.22997789582	-3.7967675064
C00117	D-Ribose_5-phosphate	5.72	<0.01	3.30552361358	4.57740439262
C00116	Glycerol	0.0	<0.01	0.0	0.0
C00111	Glycerone_phosphate	-1.363	<0.01	-0.260665494494	1.26778386753
C02380	6-Mercaptopurine	3.322	<0.01	3.7967675064	6.22997789582
C00112	CDP	-3.154	n.s.	-3.67286885108	-2.36864250556
C00119	5-Phospho-alpha-D-ribose_1-diphosphate	-5.725	<0.01	-3.64030909091	-2.08929090909
C00118	D-Glyceraldehyde_3-phosphate	4.145	<0.01	-3.39876785714	-2.03211964286
C06416	Precorrin_5	-1.585	<0.01	-6.22997789582	-3.7967675064
C11929	Perillyl-CoA	3.322	<0.01	3.7967675064	6.22997789582
C01346	dUDP	-1.0	<0.01	1.49974640292	2.86011576915
C11924	Perillic_acid	0.0	<0.01	-6.22997789582	-3.7967675064
C05750	3-Oxooctanoyl-[acp]	-2.907	n.s.	-3.30557333333	-1.92109333333
C05751	trans-Oct-2-enoyl-[acp]	-0.0	<0.01	-2.24179385375	-0.92446076707
C14145	(3S)-3-Hydroxyadipyl-CoA	2.807	<0.01	3.7967675064	6.22997789582
C05753	3-Oxodecanoyl-[acp]	-2.907	n.s.	-3.30557333333	-1.92109333333
C05754	trans-Dec-2-enoyl-[acp]	-0.0	<0.01	-2.24179385375	-0.92446076707
C05755	Decanoyl-[acp]	3.17	<0.01	-2.2426644461	-0.942151523901
C05756	3-Oxododecanoyl-[acp]	-3.322	n.s.	-3.58859973557	-2.27212475362
C05757	(R)-3-Hydroxydodecanoyl-[acp]	1.0	<0.01	-2.25930736322	-0.932188923839
C05758	trans-Dodec-2-enoyl-[acp]	-0.0	<0.01	-2.24179385375	-0.92446076707
C05759	3-Oxotetradecanoyl-[acp]	-3.322	n.s.	-3.58859973557	-2.27212475362
C05811	2-Octaprenyl-6-hydroxyphenol	0.0	<0.01	-6.22997789582	-3.7967675064
C05810	2-Octaprenylphenol	0.0	<0.01	3.7967675064	6.22997789582
C00236	3-Phospho-D-glyceroyl_phosphate	0.0	<0.01	0.0	0.0
C00188	L-Threonine	3.481	<0.01	-2.68976683702	-1.34219993793
C00189	Ethanolamine	2.737	<0.01	-4.63067788296	-3.3625855185
C00186	(S)-Lactate	0.0	<0.01	0.0	0.0
C00185	Cellobiose	0.0	<0.01	-6.22997789582	-3.7967675064
C00183	L-Valine	3.459	<0.01	3.7967675064	6.22997789582
C00180	Benzoate	0.0	<0.01	-6.22997789582	-3.7967675064
C00181	D-Xylose	0.0	<0.01	2.04131790286	3.3652253568
C02909	(2-Naphthyl)methanol	3.248	<0.01	5.11956080169	6.93983874115
C00159	D-Mannose	1.807	<0.01	4.99827393798	6.83809540142
C04216	all-trans-Heptaprenyl_diphosphate	-0.0	<0.01	-6.22997789582	-3.7967675064
C04051	5-Amino-4-imidazolecarboxyamide	-2.0	<0.01	-6.22997789582	-3.7967675064
C00011	CO2	4.447	<0.01	-4.45323303183	-3.05297880576
C04352	(R)-4'-Phosphopantothenoyl-L-cysteine	0.0	<0.01	0.470759391615	2.14684492177
C02553	L-Seryl-tRNA(Ser)	-5.0	n.s.	-6.22997789582	-3.7967675064
C16348	cis-3-Chloroallyl_aldehyde	-1.511	n.s.	-2.81415234244	-1.22574112234
C02946	4-Acetamidobutanoate	0.0	<0.01	-6.22997789582	-3.7967675064
C16586	2-Phenyl-1,3-propanediol_monocarbamate	0.0	<0.01	3.7967675064	6.22997789582
C05378	beta-D-Fructose_1,6-bisphosphate	1.663	<0.01	-0.666594488011	0.664099333132
C00015	UDP	-2.719	<0.01	0.578482571862	2.02009004869
C05100	3-Ureidoisobutyrate	0.0	<0.01	-6.22997789582	-3.7967675064
C06148	2,5-Diamino-6-(5'-triphosphoryl-3',4'-trihydroxy-2'-oxopentyl)-amino-4-oxopyrimidine	0.0	<0.01	0.0	0.0
C00151	L-Amino_acid	0.0	<0.01	3.7967675064	6.22997789582
C05823	3-Mercaptolactate	0.0	<0.01	-6.22997789582	-3.7967675064
C02988	L-Histidyl-tRNA(His)	-1.585	<0.01	-6.22997789582	-3.7967675064
C16551	Alcophosphamide	0.0	<0.01	-6.22997789582	-3.7967675064
C06715	3-Oxopimeloyl-CoA	0.0	<0.01	3.7967675064	6.22997789582
C06714	3-Hydroxypimeloyl-CoA	-3.322	<0.01	-6.22997789582	-3.7967675064
C16466	7-Methyl-3-oxo-6-octenoyl-CoA	0.0	<0.01	-6.22997789582	-3.7967675064
C16219	3-Oxostearoyl-[acp]	-3.322	n.s.	-3.58859973557	-2.27212475362
C09306	Sulfur_dioxide	-0.0	<0.01	-6.22997789582	-3.7967675064
C00254	Prephenate	0.0	<0.01	-1.82973073269	-0.208588431587
C16237	Protein_N6-(lipoyl)lysine	0.0	<0.01	-6.22997789582	-3.7967675064
C00931	Porphobilinogen	0.0	<0.01	3.7967675064	6.22997789582
C04327	4-Methyl-5-(2-phosphoethyl)-thiazole	0.0	<0.01	0.965853906564	2.23234383286
C16238	Lipoyl-AMP	0.0	<0.01	0.0	0.0
C18239	Precursor_Z	0.0	<0.01	-7.00200068993	-5.14977327653
C00446	alpha-D-Galactose_1-phosphate	0.0	<0.01	3.7967675064	6.22997789582
C00445	5,10-Methenyltetrahydrofolate	0.415	<0.01	-2.71989493048	-1.30249853752
C01762	Xanthosine	1.459	<0.01	5.13579107218	6.99253903901
C00441	L-Aspartate_4-semialdehyde	4.222	<0.01	0.306030853298	1.73048718811
C00440	5-Methyltetrahydrofolate	2.612	n.s.	2.17521818682	3.8039948512
C04281	L-1-Pyrroline-3-hydroxy-5-carboxylate	0.0	n.s.	0.0	0.0
C00526	Deoxyuridine	0.0	<0.01	1.13995290101	2.42918116458
C00527	Glutaryl-CoA	0.0	<0.01	-6.22997789582	-3.7967675064
C11453	2-C-Methyl-D-erythritol_2,4-cyclodiphosphate	0.0	<0.01	-3.03593672546	-1.63852009823
C00522	(R)-Pantoate	0.0	<0.01	-2.89173595292	-1.47312155655
C00448	trans,trans-Farnesyl_diphosphate	-0.585	n.s.	-1.73667971737	-0.292919021272
C04882	UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-6-carboxy-L-lysyl-D-alanyl-D-alanine	0.0	<0.01	2.15985174645	3.48497986953
C01024	Hydroxymethylbilane	-0.0	<0.01	-6.22997789582	-3.7967675064
C12739	5'-Deoxy-5-fluorouridine	-0.0	<0.01	-6.22997789582	-3.7967675064
C00009	Orthophosphate	-0.0	<0.01	-6.22997789582	-3.7967675064
C01909	Dethiobiotin	0.0	<0.01	0.0	0.0
C00068	Thiamin_diphosphate	0.0	<0.01	1.38782227212	3.02737042601
C04133	N-Acetyl-L-glutamate_5-phosphate	0.0	<0.01	-3.01138465128	-1.65132562681
C03838	5'-Phosphoribosylglycinamide	0.0	<0.01	-3.25429295864	-1.93857724856
C00288	HCO3-	0.0	<0.01	5.05609626364	6.88129229968
C03722	Quinolinate	0.0	<0.01	0.932188923839	2.2508567344
C05402	Melibiose	0.0	<0.01	-6.22997789582	-3.7967675064
C04619	(3R)-3-Hydroxydecanoyl-[acyl-carrier_protein]	0.585	<0.01	-2.30328897227	-0.902406039791
C05404	D-Gal_alpha_1->6D-Gal_alpha_1->6D-Glucose	0.0	<0.01	-6.22997789582	-3.7967675064
C03939	Acetyl-[acyl-carrier_protein]	1.948	n.s.	1.0489180679	2.55275700503
C00054	Adenosine_3',5'-bisphosphate	-2.322	<0.01	-6.22997789582	-3.7967675064
C04039	2,3-Dihydroxy-3-methylbutanoate	0.0	n.s.	-0.157532160512	1.16224873488
C00627	Pyridoxine_phosphate	0.0	<0.01	-6.22997789582	-3.7967675064
C00459	dTTP	0.193	<0.01	4.74674800154	6.66945346439
C01228	Guanosine_3',5'-bis(diphosphate)	0.0	<0.01	-6.22997789582	-3.7967675064
C00239	dCMP	0.0	<0.01	0.0	0.0
C00725	Lipoate	0.0	<0.01	3.7967675064	6.22997789582
C00231	D-Xylulose_5-phosphate	-1.107	<0.01	1.88912410283	3.35834619105
C00232	Succinate_semialdehyde	0.0	<0.01	1.03258723837	2.58955022687
C00233	4-Methyl-2-oxopentanoate	0.0	<0.01	-6.22997789582	-3.7967675064
C00234	10-Formyltetrahydrofolate	-2.08	n.s.	-2.52450400781	-1.09637395896
C00235	Dimethylallyl_diphosphate	1.678	<0.01	-1.17257294254	0.167228502838
C01613	Stachyose	0.0	<0.01	3.7967675064	6.22997789582
C00237	CO	3.02	<0.01	0.465986472304	2.16642327445
C00010	CoA	1.0	<0.01	-1.92182868688	-0.653166451308
C00158	Citrate	0.0	<0.01	0.0	0.0
C00012	Peptide	6.15	n.s.	3.7967675064	6.22997789582
C00014	Ammonia	-1.843	<0.01	4.10417652801	5.42809118344
C05980	Cardiolipin	-1.0	<0.01	-6.22997789582	-3.7967675064
C00016	FAD	0.0	<0.01	0.0	0.0
C00018	Pyridoxal_phosphate	0.0	<0.01	-6.22997789582	-3.7967675064
C00019	S-Adenosyl-L-methionine	-3.591	<0.01	-1.70423173974	-0.305924860498
C00153	Nicotinamide	-2.17	<0.01	-6.88366617897	-5.03877327653
C00152	L-Asparagine	2.747	<0.01	2.94027244958	4.2788663058
C00155	L-Homocysteine	0.0	<0.01	0.660539792162	1.95286834482
C02835	Imidazole-4-acetate	0.0	<0.01	-6.22997789582	-3.7967675064
C05714	alpha-Aminopropiononitrile	0.0	<0.01	3.7967675064	6.22997789582
C05715	gamma-Amino-gamma-cyanobutanoate	0.0	<0.01	3.7967675064	6.22997789582
C05711	gamma-Glutamyl-beta-cyanoalanine	0.0	<0.01	-6.22997789582	-3.7967675064
C02713	N-Acetylmuramate	0.0	<0.01	3.7967675064	6.22997789582
C02336	beta-D-Fructose	0.0	n.s.	-1.16244701372	0.155567346888
C14108	4-Hydroxymethylsalicylaldehyde	-3.322	<0.01	-6.22997789582	-3.7967675064
C02331	Vinylacetyl-CoA	0.0	<0.01	0.0	0.0
C00058	Formate	4.794	<0.01	-0.185335387575	1.16729875787
C06320	Precorrin_6X	0.0	<0.01	0.0	0.0
C04620	(3R)-3-Hydroxyoctanoyl-[acyl-carrier_protein]	0.585	<0.01	-2.30328897227	-0.902406039791
C00655	Xanthosine_5'-phosphate	3.096	<0.05	1.65531336117	3.01753879435
C00301	ADP-ribose	0.0	<0.01	3.7967675064	6.22997789582
C00302	DL-Glutamate	0.0	<0.01	-6.22997789582	-3.7967675064
C00718	Amylose	0.0	<0.01	-0.733667693322	0.716052388557
C02232	3-Oxoadipyl-CoA	-2.807	<0.01	-6.22997789582	-3.7967675064
C14089	1-Hydroxymethylnaphthalene	3.248	<0.01	5.11956080169	6.93983874115
C14107	2-Hydroxy-4-hydroxymethylbenzalpyruvate	3.322	<0.01	3.7967675064	6.22997789582
C14086	2-Hydroxy-3-methylbenzalpyruvate	3.322	<0.01	3.7967675064	6.22997789582
C14087	3-Methylsalicylaldehyde	-3.322	<0.01	-6.22997789582	-3.7967675064
C17551	2-Polyprenyl-6-hydroxyphenol	0.0	<0.01	-6.22997789582	-3.7967675064
C17556	di-trans,poly-cis-Undecaprenyl_phosphate	0.0	<0.01	-2.26138476639	-0.919774750659
C04442	2-Dehydro-3-deoxy-6-phospho-D-gluconate	0.0	<0.01	-1.75094074762	-0.253794412876
C01127	4-Hydroxy-2-oxoglutarate	0.0	<0.01	3.7967675064	6.22997789582
C06188	Salicin_6-phosphate	1.0	<0.01	1.13427791203	2.4551253511
C05665	3-Aminopropanal	0.0	<0.01	3.7967675064	6.22997789582
C03058	2-Hydroxyglutaryl-CoA	3.322	<0.01	3.7967675064	6.22997789582
C06186	Arbutin	0.0	<0.01	5.15979107218	6.96121693944
C06187	Arbutin_6-phosphate	0.0	<0.01	1.1639994744	2.45306267884
C18902	Methylselenic_acid	2.807	<0.01	3.7967675064	6.22997789582
C03294	N-Formylmethionyl-tRNA	-1.585	<0.01	-6.22997789582	-3.7967675064
C02051	Lipoylprotein	-0.0	<0.01	2.06747927149	3.33286414641
C03114	Dimethylbenzimidazole	0.0	<0.01	3.7967675064	6.22997789582
C06611	trans-3-Chloro-2-propene-1-ol	0.0	<0.01	0.0	0.0
C06612	cis-3-Chloro-2-propene-1-ol	0.0	<0.01	0.0	0.0
C04088	Octadecanoyl-[acyl-carrier_protein]	-1.0	<0.01	-6.22997789582	-3.7967675064
C06614	trans-3-Chloroacrylic_acid	0.0	<0.01	0.0	0.0
C06615	cis-3-Chloroacrylic_acid	0.0	<0.01	0.0	0.0
C06755	Chloroacetic_acid	0.0	<0.01	0.0	0.0
C06754	Chloroacetaldehyde	0.0	<0.01	0.0	0.0
C00979	O-Acetyl-L-serine	0.0	<0.01	5.18579955558	7.19863713309
C00877	Crotonoyl-CoA	0.0	<0.01	-0.853415312525	0.853415312525
C16273	3-Hydroxy-5-oxohexanoyl-CoA	0.0	<0.01	1.96196657798	3.24912855464
C16272	3-Hydroxy-5-oxohexanoate	0.0	<0.01	4.98378512936	6.83128674576
C04246	But-2-enoyl-[acyl-carrier_protein]	-0.0	<0.01	-2.24179385375	-0.92446076707
C00409	Methanethiol	0.0	<0.01	-6.22997789582	-3.7967675064
