Compound_code	Lower_99_Interval	Lower_95_Interval	Sim_Median	Upper_95_Interval	Upper_99_Interval
C05810	5.033	5.116	5.555	5.994	6.077
C00236	0.0	0.0	0.0	0.0	0.0
C00188	-5.75	-5.561	-4.5545	-3.548	-3.359
C00189	-6.231	-6.057	-5.129	-4.201	-4.027
C00186	0.0	0.0	0.0	0.0	0.0
C00185	-6.077	-5.994	-5.555	-5.116	-5.033
C00183	5.033	5.116	5.555	5.994	6.077
C00180	-6.077	-5.994	-5.555	-5.116	-5.033
C00181	-3.907	-3.733	-2.807	-1.881	-1.707
C02909	6.553	6.586	6.7615	6.937	6.97
C00159	6.265	6.298	6.476	6.654	6.687
C04216	-6.077	-5.994	-5.555	-5.116	-5.033
C04051	-6.077	-5.994	-5.555	-5.116	-5.033
C00011	-5.664	-5.452	-4.322	-3.192	-2.98
C04352	-0.559	-0.313	1.0	2.313	2.559
C02553	-6.077	-5.994	-5.555	-5.116	-5.033
C16348	1.282	1.505	2.696	3.887	4.11
C02946	-6.077	-5.994	-5.555	-5.116	-5.033
C16586	5.033	5.116	5.555	5.994	6.077
C05378	-1.664	-1.48	-0.5	0.48	0.664
C00015	-2.303	-2.098	-1.0	0.098	0.303
C05100	-6.077	-5.994	-5.555	-5.116	-5.033
C06148	0.0	0.0	0.0	0.0	0.0
C00151	5.033	5.116	5.555	5.994	6.077
C05823	-6.077	-5.994	-5.555	-5.116	-5.033
C02988	-6.077	-5.994	-5.555	-5.116	-5.033
C16551	-6.077	-5.994	-5.555	-5.116	-5.033
C06715	5.033	5.116	5.555	5.994	6.077
C06714	-6.077	-5.994	-5.555	-5.116	-5.033
C16466	-6.077	-5.994	-5.555	-5.116	-5.033
C16219	2.315	2.485	3.3905	4.296	4.466
C09306	-6.077	-5.994	-5.555	-5.116	-5.033
C00254	-3.254	-3.024	-1.7925	-0.561	-0.331
C16237	-6.077	-5.994	-5.555	-5.116	-5.033
C00931	5.033	5.116	5.555	5.994	6.077
C04327	3.2	3.372	4.285	5.198	5.37
C16238	0.0	0.0	0.0	0.0	0.0
C18239	-6.924	-6.89	-6.707	-6.524	-6.49
C00446	5.033	5.116	5.555	5.994	6.077
C00445	-0.196	-0.008	1.0	2.008	2.196
C01762	6.475	6.508	6.687	6.866	6.899
C00441	-0.243	-0.047	1.0	2.047	2.243
C00440	1.895	2.142	3.459	4.776	5.023
C04281	0.0	0.0	0.0	0.0	0.0
C00526	-5.275	-5.1	-4.17	-3.24	-3.065
C00527	-6.077	-5.994	-5.555	-5.116	-5.033
C11453	1.529	1.713	2.696	3.679	3.863
C00522	0.57	0.763	1.7925	2.822	3.015
C00448	-4.667	-4.466	-3.3905	-2.315	-2.114
C04882	-2.096	-1.923	-1.0	-0.077	0.096
C01024	-6.077	-5.994	-5.555	-5.116	-5.033
C12739	-6.077	-5.994	-5.555	-5.116	-5.033
C00009	-6.077	-5.994	-5.555	-5.116	-5.033
C01909	0.0	0.0	0.0	0.0	0.0
C00068	-3.142	-2.896	-1.585	-0.274	-0.028
C04133	-2.719	-2.54	-1.585	-0.63	-0.451
C03838	-4.089	-3.917	-3.0	-2.083	-1.911
C00288	6.259	6.292	6.4675	6.643	6.676
C03722	0.196	0.369	1.2925	2.216	2.389
C05402	-6.077	-5.994	-5.555	-5.116	-5.033
C04619	-3.485	-3.301	-2.322	-1.343	-1.159
C05404	-6.077	-5.994	-5.555	-5.116	-5.033
C03939	-1.809	-1.603	-0.5	0.603	0.809
C00054	-6.077	-5.994	-5.555	-5.116	-5.033
C04039	-2.085	-1.914	-1.0	-0.086	0.085
C00627	-6.077	-5.994	-5.555	-5.116	-5.033
C00459	5.897	5.933	6.129	6.325	6.361
C01228	-6.077	-5.994	-5.555	-5.116	-5.033
C00239	0.0	0.0	0.0	0.0	0.0
C00725	5.033	5.116	5.555	5.994	6.077
C00231	2.684	2.892	4.0	5.108	5.316
C00232	-2.682	-2.463	-1.2925	-0.122	0.097
C00233	-6.077	-5.994	-5.555	-5.116	-5.033
C00234	-5.009	-4.811	-3.7535	-2.696	-2.498
C00235	-1.661	-1.477	-0.5	0.477	0.661
C01613	5.033	5.116	5.555	5.994	6.077
C00237	0.358	0.617	2.0	3.383	3.642
C00010	3.144	3.318	4.248	5.178	5.352
C00158	0.0	0.0	0.0	0.0	0.0
C00012	5.033	5.116	5.555	5.994	6.077
C00014	4.175	4.364	5.375	6.386	6.575
C05980	-6.077	-5.994	-5.555	-5.116	-5.033
C00016	0.0	0.0	0.0	0.0	0.0
C00018	-6.077	-5.994	-5.555	-5.116	-5.033
C00019	0.081	0.272	1.2925	2.313	2.504
C00153	-6.934	-6.899	-6.714	-6.529	-6.494
C00152	-1.677	-1.492	-0.5	0.492	0.677
C00155	3.929	4.105	5.044	5.983	6.159
C02835	-6.077	-5.994	-5.555	-5.116	-5.033
C05714	5.033	5.116	5.555	5.994	6.077
C05715	5.033	5.116	5.555	5.994	6.077
C05711	-6.077	-5.994	-5.555	-5.116	-5.033
C02713	5.033	5.116	5.555	5.994	6.077
C02336	-3.679	-3.506	-2.585	-1.664	-1.491
C14108	-6.077	-5.994	-5.555	-5.116	-5.033
C02331	0.0	0.0	0.0	0.0	0.0
C00058	-4.971	-4.787	-3.807	-2.827	-2.643
C06320	0.0	0.0	0.0	0.0	0.0
C04620	-3.485	-3.301	-2.322	-1.343	-1.159
C00655	3.045	3.235	4.248	5.261	5.451
C00301	5.033	5.116	5.555	5.994	6.077
C00302	-6.077	-5.994	-5.555	-5.116	-5.033
C00718	-1.253	-1.055	0.0	1.055	1.253
C02232	-6.077	-5.994	-5.555	-5.116	-5.033
C14089	6.553	6.586	6.7615	6.937	6.97
C14107	5.033	5.116	5.555	5.994	6.077
C14086	5.033	5.116	5.555	5.994	6.077
C14087	-6.077	-5.994	-5.555	-5.116	-5.033
C17551	-6.077	-5.994	-5.555	-5.116	-5.033
C17556	-3.097	-2.924	-2.0	-1.076	-0.903
C04442	1.046	1.248	2.322	3.396	3.598
C01127	5.033	5.116	5.555	5.994	6.077
C06188	-3.543	-3.371	-2.4535	-1.536	-1.364
C05665	5.033	5.116	5.555	5.994	6.077
C03058	5.033	5.116	5.555	5.994	6.077
C06186	6.466	6.499	6.672	6.845	6.878
C06187	3.104	3.279	4.209	5.139	5.314
C18902	5.033	5.116	5.555	5.994	6.077
C03294	-6.077	-5.994	-5.555	-5.116	-5.033
C02051	-5.932	-5.759	-4.8325	-3.906	-3.733
C03114	5.033	5.116	5.555	5.994	6.077
C06611	0.0	0.0	0.0	0.0	0.0
C06612	0.0	0.0	0.0	0.0	0.0
C04088	-6.077	-5.994	-5.555	-5.116	-5.033
C06614	0.0	0.0	0.0	0.0	0.0
C06615	0.0	0.0	0.0	0.0	0.0
C06755	0.0	0.0	0.0	0.0	0.0
C06754	0.0	0.0	0.0	0.0	0.0
C00979	6.354	6.394	6.6075	6.821	6.861
C00877	-0.272	-0.025	1.2925	2.61	2.857
C16273	3.457	3.631	4.5545	5.478	5.652
C16272	6.487	6.521	6.707	6.893	6.927
C04246	-2.384	-2.212	-1.2925	-0.373	-0.201
C00409	-6.077	-5.994	-5.555	-5.116	-5.033
C03373	-2.679	-2.506	-1.585	-0.664	-0.491
C16074	5.033	5.116	5.555	5.994	6.077
C04778	-2.474	-2.288	-1.2925	-0.297	-0.111
C00407	5.033	5.116	5.555	5.994	6.077
C01401	-6.077	-5.994	-5.555	-5.116	-5.033
C01151	-6.077	-5.994	-5.555	-5.116	-5.033
C06056	-6.077	-5.994	-5.555	-5.116	-5.033
C06506	0.0	0.0	0.0	0.0	0.0
C06055	5.033	5.116	5.555	5.994	6.077
C03479	5.033	5.116	5.555	5.994	6.077
C01412	5.033	5.116	5.555	5.994	6.077
C06114	-6.077	-5.994	-5.555	-5.116	-5.033
C06508	-2.39	-2.217	-1.2925	-0.368	-0.195
C06509	-1.399	-1.178	0.0	1.178	1.399
C09332	-6.077	-5.994	-5.555	-5.116	-5.033
C06032	2.44	2.639	3.7	4.761	4.96
C01157	0.0	0.0	0.0	0.0	0.0
C02576	5.033	5.116	5.555	5.994	6.077
C03972	-2.276	-2.074	-1.0	0.074	0.276
C03974	-6.077	-5.994	-5.555	-5.116	-5.033
C00577	-3.085	-2.913	-2.0	-1.087	-0.915
C01300	-5.449	-5.277	-4.357	-3.437	-3.265
C00279	-0.133	0.046	1.0	1.954	2.133
C13632	0.0	0.0	0.0	0.0	0.0
C01304	0.197	0.37	1.2925	2.215	2.388
C01801	5.033	5.116	5.555	5.994	6.077
C00275	4.665	4.839	5.768	6.697	6.871
C00270	5.033	5.116	5.555	5.994	6.077
C00900	-3.1	-2.926	-2.0	-1.074	-0.9
C00479	5.033	5.116	5.555	5.994	6.077
C00475	1.522	1.769	3.085	4.401	4.648
C12215	-6.077	-5.994	-5.555	-5.116	-5.033
C12214	5.033	5.116	5.555	5.994	6.077
C00294	-5.189	-5.015	-4.087	-3.159	-2.985
C00295	0.0	0.0	0.0	0.0	0.0
C00357	2.487	2.678	3.7	4.722	4.913
C05698	-3.899	-3.727	-2.807	-1.887	-1.715
C01267	0.145	0.372	1.585	2.798	3.025
C00353	-6.077	-5.994	-5.555	-5.116	-5.033
C00352	-3.316	-3.134	-2.161	-1.188	-1.006
C00299	-3.121	-2.879	-1.585	-0.291	-0.049
C02166	5.033	5.116	5.555	5.994	6.077
C04666	3.55	3.727	4.672	5.617	5.794
C01269	1.312	1.513	2.585	3.657	3.858
C05979	-6.077	-5.994	-5.555	-5.116	-5.033
C05898	-6.077	-5.994	-5.555	-5.116	-5.033
C05893	-6.077	-5.994	-5.555	-5.116	-5.033
C05892	5.033	5.116	5.555	5.994	6.077
C05596	-6.077	-5.994	-5.555	-5.116	-5.033
C01279	1.909	2.081	3.0	3.919	4.091
C04046	0.0	0.0	0.0	0.0	0.0
C05382	1.293	1.497	2.585	3.673	3.877
C00120	-1.202	-1.012	0.0	1.012	1.202
C00121	5.033	5.116	5.555	5.994	6.077
C00122	-3.909	-3.633	-2.161	-0.689	-0.413
C00123	5.033	5.116	5.555	5.994	6.077
C00129	-1.178	-0.992	0.0	0.992	1.178
C15532	5.033	5.116	5.555	5.994	6.077
C00356	0.0	0.0	0.0	0.0	0.0
C11934	-6.077	-5.994	-5.555	-5.116	-5.033
C15973	6.667	6.698	6.864	7.03	7.061
C03028	-6.077	-5.994	-5.555	-5.116	-5.033
C05749	-3.66	-3.49	-2.585	-1.68	-1.51
C20589	-6.692	-6.659	-6.484	-6.309	-6.276
C05747	-2.086	-1.914	-1.0	-0.086	0.086
C05746	2.315	2.485	3.3905	4.296	4.466
C05745	-3.66	-3.49	-2.585	-1.68	-1.51
C05744	3.113	3.298	4.285	5.272	5.457
C03150	6.494	6.529	6.714	6.899	6.934
C04618	-3.381	-3.188	-2.161	-1.134	-0.941
C02091	-6.077	-5.994	-5.555	-5.116	-5.033
C00726	5.033	5.116	5.555	5.994	6.077
C00055	0.0	0.0	0.0	0.0	0.0
C03539	-3.678	-3.506	-2.585	-1.664	-1.492
C00199	-5.332	-5.149	-4.17	-3.191	-3.008
C00051	5.033	5.116	5.555	5.994	6.077
C00052	0.559	0.754	1.7925	2.831	3.026
C00194	-7.053	-7.021	-6.8515	-6.682	-6.65
C00197	2.529	2.722	3.7535	4.785	4.978
C03785	2.238	2.409	3.322	4.235	4.406
C02714	-6.077	-5.994	-5.555	-5.116	-5.033
C00192	5.033	5.116	5.555	5.994	6.077
C00354	-0.58	-0.331	1.0	2.331	2.58
C01118	0.0	0.0	0.0	0.0	0.0
C01050	1.33	1.507	2.4535	3.4	3.577
C04574	2.231	2.404	3.322	4.24	4.413
C05130	5.033	5.116	5.555	5.994	6.077
C00206	3.965	4.145	5.108	6.071	6.251
C06156	0.0	0.0	0.0	0.0	0.0
C04807	-2.679	-2.506	-1.585	-0.664	-0.491
C20423	0.204	0.376	1.2925	2.209	2.381
C20422	4.595	4.772	5.714	6.656	6.833
C03492	-1.099	-0.925	0.0	0.925	1.099
C02457	-6.077	-5.994	-5.555	-5.116	-5.033
C06010	-0.702	-0.512	0.5	1.512	1.702
C00831	5.033	5.116	5.555	5.994	6.077
