Compound_code	Compound_name	Metabolite_score	p_value
C04079	N-((R)-Pantothenoyl)-L-cysteine	3.459	<0.01
C00668	alpha-D-Glucose_6-phosphate	2.692	<0.01
C01268	5-Amino-6-(5'-phosphoribosylamino)uracil	0.0	n.s.
C00666	LL-2,6-Diaminoheptanedioate	-2.848	<0.01
C00663	beta-D-Glucose_1-phosphate	-0.0	<0.01
C02163	L-Arginyl-tRNA(Arg)	-3.459	<0.01
C00988	2-Phosphoglycolate	1.0	<0.01
C00989	4-Hydroxybutanoic_acid	6.267	<0.01
C00114	Choline	-1.585	<0.01
C00117	D-Ribose_5-phosphate	-4.106	<0.01
C00116	Glycerol	0.0	n.s.
C00111	Glycerone_phosphate	-4.765	<0.01
C02380	6-Mercaptopurine	3.17	<0.01
C00112	CDP	-3.945	<0.01
C00119	5-Phospho-alpha-D-ribose_1-diphosphate	-3.545	n.s.
C00118	D-Glyceraldehyde_3-phosphate	-5.366	n.s.
C06416	Precorrin_5	-2.585	<0.01
C11929	Perillyl-CoA	5.129	n.s.
C01346	dUDP	0.0	<0.01
C11924	Perillic_acid	0.0	<0.01
C05750	3-Oxooctanoyl-[acp]	-2.907	<0.01
C05751	trans-Oct-2-enoyl-[acp]	2.0	<0.01
C14145	(3S)-3-Hydroxyadipyl-CoA	6.966	<0.01
C05753	3-Oxodecanoyl-[acp]	-2.907	<0.01
C05754	trans-Dec-2-enoyl-[acp]	2.0	<0.01
C05755	Decanoyl-[acp]	3.322	<0.01
C05756	3-Oxododecanoyl-[acp]	-3.322	<0.01
C05757	(R)-3-Hydroxydodecanoyl-[acp]	-2.0	<0.05
C05758	trans-Dodec-2-enoyl-[acp]	2.0	<0.01
C05759	3-Oxotetradecanoyl-[acp]	-3.322	<0.01
C05811	2-Octaprenyl-6-hydroxyphenol	-0.0	<0.01
C05810	2-Octaprenylphenol	0.0	<0.01
C00236	3-Phospho-D-glyceroyl_phosphate	0.0	n.s.
C00188	L-Threonine	4.465	<0.01
C00189	Ethanolamine	-1.585	<0.01
C00186	(S)-Lactate	0.0	n.s.
C00185	Cellobiose	-0.0	<0.01
C00183	L-Valine	4.524	<0.01
C00180	Benzoate	-4.0	<0.01
C00181	D-Xylose	2.322	<0.01
C02909	(2-Naphthyl)methanol	4.644	<0.01
C00159	D-Mannose	5.17	<0.01
C04216	all-trans-Heptaprenyl_diphosphate	-1.0	<0.01
C04051	5-Amino-4-imidazolecarboxyamide	-2.807	<0.01
C00011	CO2	6.832	<0.01
C04352	(R)-4'-Phosphopantothenoyl-L-cysteine	0.0	n.s.
C02553	L-Seryl-tRNA(Ser)	-4.322	<0.01
C16348	cis-3-Chloroallyl_aldehyde	-2.907	<0.01
C02946	4-Acetamidobutanoate	0.0	<0.01
C16586	2-Phenyl-1,3-propanediol_monocarbamate	2.585	<0.01
C05378	beta-D-Fructose_1,6-bisphosphate	6.579	<0.01
C00015	UDP	-3.481	<0.01
C05100	3-Ureidoisobutyrate	-2.0	<0.01
C06148	2,5-Diamino-6-(5'-triphosphoryl-3',4'-trihydroxy-2'-oxopentyl)-amino-4-oxopyrimidine	0.0	n.s.
C00151	L-Amino_acid	1.0	<0.01
C05823	3-Mercaptolactate	-3.459	<0.01
C02988	L-Histidyl-tRNA(His)	-3.459	<0.01
C16551	Alcophosphamide	-2.585	<0.01
C06715	3-Oxopimeloyl-CoA	0.0	<0.01
C06714	3-Hydroxypimeloyl-CoA	-5.129	n.s.
C16466	7-Methyl-3-oxo-6-octenoyl-CoA	0.0	<0.01
C16219	3-Oxostearoyl-[acp]	-3.322	<0.01
C09306	Sulfur_dioxide	-2.322	<0.01
C00254	Prephenate	0.0	<0.01
C16237	Protein_N6-(lipoyl)lysine	-3.17	<0.01
C00931	Porphobilinogen	2.585	<0.01
C04327	4-Methyl-5-(2-phosphoethyl)-thiazole	0.0	<0.01
C16238	Lipoyl-AMP	0.0	n.s.
C18239	Precursor_Z	-2.0	<0.01
C00446	alpha-D-Galactose_1-phosphate	4.0	<0.01
C00445	5,10-Methenyltetrahydrofolate	0.0	n.s.
C01762	Xanthosine	3.585	<0.01
C00441	L-Aspartate_4-semialdehyde	5.874	<0.01
C00440	5-Methyltetrahydrofolate	-1.447	<0.01
C04281	L-1-Pyrroline-3-hydroxy-5-carboxylate	0.0	n.s.
C00526	Deoxyuridine	-1.807	<0.01
C00527	Glutaryl-CoA	-0.0	<0.01
C11453	2-C-Methyl-D-erythritol_2,4-cyclodiphosphate	0.0	<0.01
C00522	(R)-Pantoate	0.0	<0.01
C00448	trans,trans-Farnesyl_diphosphate	1.459	<0.01
C04882	UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-6-carboxy-L-lysyl-D-alanyl-D-alanine	1.585	<0.01
C01024	Hydroxymethylbilane	-2.585	<0.01
C12739	5'-Deoxy-5-fluorouridine	-3.585	<0.01
C00009	Orthophosphate	-3.322	<0.01
C01909	Dethiobiotin	0.0	n.s.
C00068	Thiamin_diphosphate	0.0	<0.01
C04133	N-Acetyl-L-glutamate_5-phosphate	0.0	<0.01
C03838	5'-Phosphoribosylglycinamide	-2.322	n.s.
C00288	HCO3-	4.476	<0.01
C03722	Quinolinate	0.0	<0.01
C05402	Melibiose	0.0	<0.01
C04619	(3R)-3-Hydroxydecanoyl-[acyl-carrier_protein]	-1.585	n.s.
C05404	D-Gal_alpha_1->6D-Gal_alpha_1->6D-Glucose	0.0	<0.01
C03939	Acetyl-[acyl-carrier_protein]	2.363	<0.01
C00054	Adenosine_3',5'-bisphosphate	-3.459	<0.01
C04039	2,3-Dihydroxy-3-methylbutanoate	1.0	<0.01
C00627	Pyridoxine_phosphate	-1.585	<0.01
C00459	dTTP	2.402	<0.01
C01228	Guanosine_3',5'-bis(diphosphate)	-0.0	<0.01
C00239	dCMP	0.0	n.s.
C00725	Lipoate	3.17	<0.01
C00231	D-Xylulose_5-phosphate	-3.515	<0.01
C00232	Succinate_semialdehyde	-4.459	<0.01
C00233	4-Methyl-2-oxopentanoate	0.0	<0.01
C00234	10-Formyltetrahydrofolate	-4.318	n.s.
C00235	Dimethylallyl_diphosphate	-0.678	n.s.
C01613	Stachyose	0.0	<0.01
C00237	CO	-2.057	<0.01
C00010	CoA	-5.404	<0.01
C00158	Citrate	0.0	n.s.
C00012	Peptide	3.459	<0.01
C00014	Ammonia	-5.992	<0.01
C05980	Cardiolipin	-3.585	<0.01
C00016	FAD	0.0	n.s.
C00018	Pyridoxal_phosphate	-1.585	<0.01
C00019	S-Adenosyl-L-methionine	-3.343	<0.01
C00153	Nicotinamide	-3.322	<0.01
C00152	L-Asparagine	2.28	<0.01
C00155	L-Homocysteine	0.0	<0.01
C02835	Imidazole-4-acetate	0.0	<0.01
C05714	alpha-Aminopropiononitrile	4.0	<0.01
C05715	gamma-Amino-gamma-cyanobutanoate	4.0	<0.01
C05711	gamma-Glutamyl-beta-cyanoalanine	-1.0	<0.01
C02713	N-Acetylmuramate	2.807	<0.01
C02336	beta-D-Fructose	0.0	<0.01
C14108	4-Hydroxymethylsalicylaldehyde	-5.129	n.s.
C02331	Vinylacetyl-CoA	0.0	n.s.
C00058	Formate	5.285	<0.01
C06320	Precorrin_6X	0.0	n.s.
C04620	(3R)-3-Hydroxyoctanoyl-[acyl-carrier_protein]	-1.585	n.s.
C00655	Xanthosine_5'-phosphate	1.884	<0.01
C00301	ADP-ribose	3.807	<0.01
C00302	DL-Glutamate	-4.0	<0.01
C00718	Amylose	-2.807	<0.01
C02232	3-Oxoadipyl-CoA	-6.966	<0.01
C14089	1-Hydroxymethylnaphthalene	4.644	<0.01
C14107	2-Hydroxy-4-hydroxymethylbenzalpyruvate	5.129	n.s.
C14086	2-Hydroxy-3-methylbenzalpyruvate	5.129	n.s.
C14087	3-Methylsalicylaldehyde	-5.129	n.s.
C17551	2-Polyprenyl-6-hydroxyphenol	-0.0	<0.01
C17556	di-trans,poly-cis-Undecaprenyl_phosphate	0.0	<0.01
C04442	2-Dehydro-3-deoxy-6-phospho-D-gluconate	3.585	<0.05
C01127	4-Hydroxy-2-oxoglutarate	4.644	<0.01
C06188	Salicin_6-phosphate	5.644	<0.01
C05665	3-Aminopropanal	0.0	<0.01
C03058	2-Hydroxyglutaryl-CoA	5.129	n.s.
C06186	Arbutin	3.248	<0.01
C06187	Arbutin_6-phosphate	-0.585	<0.01
C18902	Methylselenic_acid	7.248	<0.01
C03294	N-Formylmethionyl-tRNA	-2.585	<0.01
C02051	Lipoylprotein	-4.17	n.s.
C03114	Dimethylbenzimidazole	3.585	<0.01
C06611	trans-3-Chloro-2-propene-1-ol	0.0	n.s.
C06612	cis-3-Chloro-2-propene-1-ol	0.0	n.s.
C04088	Octadecanoyl-[acyl-carrier_protein]	-4.0	<0.01
C06614	trans-3-Chloroacrylic_acid	0.0	n.s.
C06615	cis-3-Chloroacrylic_acid	0.0	n.s.
C06755	Chloroacetic_acid	0.0	n.s.
C06754	Chloroacetaldehyde	0.0	n.s.
C00979	O-Acetyl-L-serine	2.209	<0.01
C00877	Crotonoyl-CoA	1.033	n.s.
C16273	3-Hydroxy-5-oxohexanoyl-CoA	-3.585	<0.01
C16272	3-Hydroxy-5-oxohexanoate	3.7	<0.01
C04246	But-2-enoyl-[acyl-carrier_protein]	2.0	<0.01
C00409	Methanethiol	0.0	<0.01
C03373	Aminoimidazole_ribotide	-3.0	<0.01
C16074	Phenylacetonitrile	4.0	<0.01
C04778	N1-(5-Phospho-alpha-D-ribosyl)-5,6-dimethylbenzimidazole	-1.0	n.s.
C00407	L-Isoleucine	5.0	<0.01
C01401	Alanine	-4.0	<0.01
C01151	D-Ribose_1,5-bisphosphate	-2.0	<0.01
C06056	4-Hydroxy-L-threonine	-0.0	<0.01
C06506	Adenosyl_cobyrinate_a,c_diamide	0.0	n.s.
C06055	O-Phospho-4-hydroxy-L-threonine	0.0	<0.01
C03479	Folinic_acid	2.322	<0.01
C01412	Butanal	5.459	n.s.
C06114	gamma-Glutamyl-beta-aminopropiononitrile	-1.0	<0.01
C06508	Adenosyl_cobinamide	3.0	<0.01
C06509	Adenosyl_cobinamide_phosphate	1.415	<0.01
C09332	Tetrahydrofolyl-[Glu](2)	-2.322	<0.01
C06032	D-erythro-3-Methylmalate	0.0	<0.01
C01157	Hydroxyproline	0.0	n.s.
C02576	Perillyl_aldehyde	0.0	<0.01
C03972	2,3,4,5-Tetrahydrodipicolinate	1.775	<0.01
C03974	2-Acyl-sn-glycerol_3-phosphate	-0.0	<0.01
C00577	D-Glyceraldehyde	-7.238	<0.01
C01300	2-Amino-4-hydroxy-6-hydroxymethyl-7,8-dihydropteridine	1.0	<0.01
C00279	D-Erythrose_4-phosphate	1.976	<0.05
C13632	4,4'-Dihydroxy-alpha-methylstilbene	0.0	n.s.
C01304	2,5-Diamino-6-(5-phospho-D-ribosylamino)pyrimidin-4(3H)-one	0.0	<0.01
C01801	Deoxyribose	0.0	<0.01
C00275	D-Mannose_6-phosphate	-5.087	<0.01
C00270	N-Acetylneuraminate	0.0	<0.01
C00900	2-Acetolactate	0.0	<0.01
C00479	Propanal	1.0	<0.01
C00475	Cytidine	0.0	<0.01
C12215	Iminoerythrose_4-phosphate	-6.304	<0.01
C12214	Aminofructose_6-phosphate	6.304	<0.01
C00294	Inosine	3.222	<0.01
C00295	Orotate	0.0	n.s.
C00357	N-Acetyl-D-glucosamine_6-phosphate	-6.835	<0.01
C05698	Selenohomocysteine	0.0	<0.01
C01267	3-(Imidazol-4-yl)-2-oxopropyl_phosphate	0.0	<0.01
C00353	Geranylgeranyl_diphosphate	-2.0	<0.01
C00352	D-Glucosamine_6-phosphate	-4.225	<0.01
C00299	Uridine	-0.71	n.s.
C02166	Leukotriene_C4	1.0	<0.01
C04666	D-erythro-1-(Imidazol-4-yl)glycerol_3-phosphate	0.0	<0.01
C01269	5-O-(1-Carboxyvinyl)-3-phosphoshikimate	0.0	<0.01
C05979	Propane-1-ol	-1.0	<0.01
C05898	Undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine)-L-alanyl-D-glutamyl-meso-2,6-diaminopimeloyl-D-alanyl-D-alanine	-4.7	<0.01
C05893	Undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine)-L-alanyl-gamma-D-glutamyl-L-lysyl-D-alanyl-D-alanine	-4.7	<0.01
C05892	UDP-N-acetylmuramoyl-L-alanyl-gamma-D-glutamyl-L-lysine	3.0	<0.01
C05596	p-Hydroxyphenylacetylglycine	-0.0	<0.01
C01279	4-Amino-5-hydroxymethyl-2-methylpyrimidine	-0.0	<0.01
C04046	3-D-Glucosyl-1,2-diacylglycerol	0.0	n.s.
C05382	Sedoheptulose_7-phosphate	-4.839	<0.01
C00120	Biotin	0.0	n.s.
C00121	D-Ribose	0.0	<0.01
C00122	Fumarate	0.0	<0.01
C00123	L-Leucine	4.087	<0.01
C00129	Isopentenyl_diphosphate	-0.585	n.s.
C15532	N-Acetyl-L-citrulline	0.0	<0.01
C00356	(S)-3-Hydroxy-3-methylglutaryl-CoA	0.0	n.s.
C11934	2-Hydroxy-4-isopropenylcyclohexane-1-carboxyl-CoA	-5.129	n.s.
C15973	Enzyme_N6-(dihydrolipoyl)lysine	3.961	<0.01
C03028	Thiamin_triphosphate	-2.807	<0.01
C05749	Hexanoyl-[acp]	3.322	<0.01
C20589	D-Glucosaminate-6-phosphate	0.0	<0.01
C05747	(R)-3-Hydroxyhexanoyl-[acp]	-2.0	<0.05
C05746	3-Oxohexanoyl-[acp]	-3.322	<0.01
C05745	Butyryl-[acp]	3.322	<0.01
C05744	Acetoacetyl-[acp]	-1.585	<0.01
C03150	Nicotinamide-beta-riboside	3.322	<0.01
C04618	(3R)-3-Hydroxybutanoyl-[acyl-carrier_protein]	-1.263	n.s.
C02091	(S)-Ureidoglycine	-2.585	<0.01
C00726	Nitrile	4.0	<0.01
C00055	CMP	0.0	n.s.
C03539	S-Ribosyl-L-homocysteine	-2.585	n.s.
C00199	D-Ribulose_5-phosphate	-2.784	<0.01
C00051	Glutathione	1.0	<0.01
C00052	UDP-alpha-D-galactose	-2.193	<0.01
C00194	Cobamide_coenzyme	-2.415	<0.01
C00197	3-Phospho-D-glycerate	0.0	<0.01
C03785	D-Tagatose_1,6-bisphosphate	4.138	n.s.
C02714	N-Acetylputrescine	-2.807	<0.01
C00192	Hydroxylamine	2.0	<0.01
C00354	D-Fructose_1,6-bisphosphate	-4.534	<0.01
C01118	O-Succinyl-L-homoserine	0.0	n.s.
C01050	UDP-N-acetylmuramate	3.778	<0.01
C04574	di-trans,poly-cis-Undecaprenyl_diphosphate	-2.807	<0.01
C05130	Imidazole-4-acetaldehyde	0.0	<0.01
C00206	dADP	6.176	<0.05
C06156	alpha-D-Glucosamine_1-phosphate	0.0	n.s.
C04807	2-Amino-7,8-dihydro-4-hydroxy-6-(diphosphooxymethyl)pteridine	1.0	<0.01
C20423	alpha-D-Ribose_1-methylphosphonate_5-phosphate	0.0	<0.01
C20422	alpha-D-Ribose_1-methylphosphonate_5-triphosphate	0.0	<0.01
C03492	D-4'-Phosphopantothenate	1.0	<0.05
C02457	Propane-1,3-diol	-1.0	<0.01
C06010	(S)-2-Acetolactate	0.0	n.s.
C00831	Pantetheine	3.459	<0.01
