Compound_code	Compound_name	Metabolite_score	Sim_Median	Sim_IQR_25	Sim_IQR_75	Sim_Lower_95_interval	Sim_Upper_95_interval	Significance
C00074	Phosphoenolpyruvate	-5.974	0.0	-4.385	4.323	-0.069283	0.0683034	n.s.
C00075	UTP	6.943	5.066	4.129	6.006	5.0007618	5.1608948	n.s.
C04454	5-Amino-6-(5'-phospho-D-ribitylamino)uracil	-0.0	-3.907	-5.524	-2.322	-3.9942792	-3.8703124	n.s.
C00039	DNA	0.0	0.0	0.0	0.0	0.0	0.0	n.s.
C03127	L-Isoleucyl-tRNA(Ile)	-6.087	-4.0	-5.585	-2.322	-4.088243	-3.9633124	n.s.
C00085	D-Fructose_6-phosphate	6.681	0.0	-4.529	4.647	-0.0715582	0.0734226	n.s.
C02352	1,4-beta-D-Xylan	1.585	4.0	2.322	5.524	3.9633124	4.0872792	n.s.
C00083	Malonyl-CoA	-3.719	-3.608	-5.339	3.692	-3.6923562	-3.5496664	n.s.
C00082	L-Tyrosine	-3.044	0.0	-1.537	1.158	-0.0242846	0.0182964	n.s.
C00080	H+	4.954	4.0	2.322	5.585	3.9633124	4.088243	n.s.
C16630	5,6-Dihydro-5-fluorouracil	3.17	4.0	2.322	5.555	3.9633124	4.087769	n.s.
C04640	2-(Formamido)-N1-(5'-phosphoribosyl)acetamidine	-3.459	0.0	-4.7	4.524	-0.07426	0.0714792	n.s.
C03175	Shikimate_3-phosphate	0.0	0.0	-3.585	3.807	-0.056643	0.0601506	n.s.
C00089	Sucrose	0.0	4.524	3.273	5.816	4.4722866	4.6158928	*
C04646	6-Thioinosine-5'-monophosphate	4.755	0.0	-4.585	4.7	-0.072443	0.07426	n.s.
C00670	sn-Glycero-3-phosphocholine	2.807	3.907	2.322	5.426	3.8703124	3.9927308	n.s.
C00671	(S)-3-Methyl-2-oxopentanoic_acid	-3.0	-3.907	-5.524	-2.322	-3.9942792	-3.8703124	n.s.
C00672	2-Deoxy-D-ribose_1-phosphate	4.524	0.0	-4.7	4.7	-0.07426	0.07426	n.s.
C00673	2-Deoxy-D-ribose_5-phosphate	-3.17	-2.585	-5.19	4.285	-2.667002	-2.517297	n.s.
C01251	(R)-2-Hydroxybutane-1,2,4-tricarboxylate	0.0	-4.0	-5.492	-2.322	-4.0867736	-3.9633124	n.s.
C01250	N-Acetyl-L-glutamate_5-semialdehyde	0.0	0.0	-3.963	3.907	-0.0626154	0.0617306	n.s.
C01929	L-Histidinal	0.0	0.0	0.0	0.0	0.0	0.0	n.s.
C05936	N4-Acetylaminobutanal	0.0	4.0	2.322	5.524	3.9633124	4.0872792	n.s.
C00106	Uracil	0.585	0.0	-4.426	4.562	-0.0699308	0.0720796	n.s.
C00105	UMP	1.634	0.0	-2.60475	2.761	-0.04115505	0.0436238	n.s.
C00103	D-Glucose_1-phosphate	-0.687	0.0	-4.464	4.33725	-0.0705312	0.06852855	n.s.
C00100	Propanoyl-CoA	-5.322	0.0	-3.644	3.644	-0.0575752	0.0575752	n.s.
C00101	Tetrahydrofolate	3.675	-2.285	-4.111	3.215	-2.3499538	-2.234203	n.s.
C15556	L-3,4-Dihydroxybutan-2-one_4-phosphate	0.0	0.0	-4.644	4.658	-0.0733752	0.0735964	n.s.
C00109	2-Oxobutanoate	-4.693	-1.921	-4.849	4.293	-1.9976142	-1.8531706	n.s.
C04702	UDPMurAc(oyl-L-Ala-D-gamma-Glu-L-Lys-D-Ala-D-Ala)	2.807	0.0	-4.7	4.644	-0.07426	0.0733752	n.s.
C00363	dTDP	-2.322	-4.0	-5.524	-2.322	-4.0872792	-3.9633124	n.s.
C15980	(S)-2-Methylbutanoyl-CoA	0.0	0.0	0.0	0.0	0.0	0.0	n.s.
C05764	Hexadecanoyl-[acp]	4.392	0.0	-4.7	4.7	-0.07426	0.07426	n.s.
C06899	Chloral_hydrate	3.585	4.0	2.322	5.524	3.9633124	4.0872792	n.s.
C05761	Tetradecanoyl-[acp]	4.392	0.0	-4.7	4.7	-0.07426	0.07426	n.s.
C05760	trans-Tetradec-2-enoyl-[acp]	3.322	0.0	-4.7	4.755	-0.07426	0.075129	n.s.
C05763	trans-Hexadec-2-enoyl-[acp]	3.322	0.0	-4.7	4.755	-0.07426	0.075129	n.s.
C05762	3-Oxohexadecanoyl-[acp]	-4.044	0.0	-4.285	4.285	-0.067703	0.067703	n.s.
C00361	dGDP	4.415	-0.9	-4.722	4.243	-0.9746076	-0.8329606	n.s.
C00170	5'-Methylthioadenosine	2.322	0.0	-2.115	2.115	-0.033417	0.033417	n.s.
C02670	D-Glucuronolactone	0.0	4.0	2.322	5.524	3.9633124	4.0872792	n.s.
C02992	L-Threonyl-tRNA(Thr)	-5.585	-4.087	-5.585	-2.585	-4.175243	-4.046157	n.s.
C00179	Agmatine	0.0	0.0	-4.7	4.7	-0.07426	0.07426	n.s.
C00178	Thymine	0.0	0.0	0.0	0.0	0.0	0.0	n.s.
C02995	Maltose_6'-phosphate	-3.322	-2.459	-5.17	4.322	-2.540686	-2.3907124	n.s.
C00447	Sedoheptulose_1,7-bisphosphate	0.0	0.0	0.0	0.0	0.0	0.0	n.s.
C03090	5-Phosphoribosylamine	1.585	0.0	-4.018	3.848	-0.0634844	0.0607984	n.s.
C04260	O-D-Alanyl-poly(ribitol_phosphate)	-3.248	-4.615	-5.895	-3.392	-4.708141	-4.5614064	n.s.
C07086	Phenylacetic_acid	-5.129	-3.907	-5.524	-2.322	-3.9942792	-3.8703124	n.s.
C01077	O-Acetyl-L-homoserine	2.0	4.0	2.322	5.524	3.9633124	4.0872792	n.s.
C02972	Dihydrolipoylprotein	5.728	3.907	2.322	5.524	3.8703124	3.9942792	n.s.
C11434	2-C-Methyl-D-erythritol_4-phosphate	0.0	0.0	0.0	0.0	0.0	0.0	n.s.
C11435	4-(Cytidine_5'-diphospho)-2-C-methyl-D-erythritol	1.585	0.0	-3.059	3.115	-0.0483322	0.049217	n.s.
C11436	2-Phospho-4-(cytidine_5'-diphospho)-2-C-methyl-D-erythritol	-1.0	0.0	-3.115	3.115	-0.049217	0.049217	n.s.
C00857	Deamino-NAD+	2.807	0.0	-4.7	4.644	-0.07426	0.0733752	n.s.
C02412	Glycyl-tRNA(Gly)	-5.267	-4.585	-5.845	-3.392	-4.677351	-4.5314064	n.s.
C00853	Cob(I)alamin	0.0	3.907	2.322	5.459	3.8703124	3.9932522	n.s.
C01179	3-(4-Hydroxyphenyl)pyruvate	0.906	0.0	0.0	0.0	0.0	0.0	n.s.
C04823	1-(5'-Phosphoribosyl)-5-amino-4-(N-succinocarboxamide)-imidazole	-4.954	0.0	-4.644	4.644	-0.0733752	0.0733752	n.s.
C01170	UDP-N-acetyl-D-mannosamine	0.0	0.0	0.0	0.0	0.0	0.0	n.s.
C04411	(2R,3S)-3-Isopropylmalate	0.0	-1.848	-4.433	3.689	-1.9180414	-1.7897138	n.s.
C01172	beta-D-Glucose_6-phosphate	1.459	-2.524	-4.279	2.954	-2.5916082	-2.4773268	n.s.
C00473	Retinol	3.585	4.0	2.322	5.524	3.9633124	4.0872792	n.s.
C03892	Phosphatidylglycerophosphate	-3.7	-4.0	-5.524	-2.322	-4.0872792	-3.9633124	n.s.
C00681	1-Acyl-sn-glycerol_3-phosphate	-3.1	-2.363	-4.987	4.063	-2.4417946	-2.2988046	n.s.
C00680	meso-2,6-Diaminoheptanedioate	2.379	1.632	-3.715	4.496	1.573303	1.7030368	n.s.
C04556	4-Amino-2-methyl-5-phosphomethylpyrimidine	0.0	0.0	0.0	0.0	0.0	0.0	n.s.
C02411	Glutaconyl-1-CoA	-6.248	-4.0	-5.524	-2.322	-4.0872792	-3.9633124	n.s.
C02839	L-Tyrosyl-tRNA(Tyr)	-4.954	-3.907	-5.524	-2.322	-3.9942792	-3.8703124	n.s.
C04257	N-Acetyl-D-mannosamine_6-phosphate	0.0	4.0	2.322	5.585	3.9633124	4.088243	n.s.
C00689	alpha,alpha'-Trehalose_6-phosphate	7.604	2.7	-4.248	5.19	2.6328816	2.782002	*
C05271	trans-Hex-2-enoyl-CoA	0.0	0.0	0.0	0.0	0.0	0.0	n.s.
C05270	Hexanoyl-CoA	0.0	0.0	0.0	0.0	0.0	0.0	n.s.
C02554	L-Valyl-tRNA(Val)	-5.615	-4.0	-5.555	-2.322	-4.087769	-3.9633124	n.s.
C00512	S-Benzoate_coenzyme_A	-1.585	-4.0	-5.524	-2.322	-4.0872792	-3.9633124	n.s.
C16220	3-Hydroxyoctadecanoyl-[acp]	-3.17	0.0	-4.755	4.644	-0.075129	0.0733752	n.s.
C00921	Dihydropteroate	-3.322	0.0	-4.644	4.644	-0.0733752	0.0733752	n.s.
C04294	5-(2-Hydroxyethyl)-4-methylthiazole	0.0	4.0	2.322	5.555	3.9633124	4.087769	n.s.
C00458	dCTP	-5.445	4.158	-3.215	5.44625	4.107203	4.24405075	n.s.
C04895	7,8-Dihydroneopterin_3'-triphosphate	-4.322	-4.0	-5.585	-2.322	-4.088243	-3.9633124	n.s.
C04896	5-(5-Phospho-D-ribosylaminoformimino)-1-(5-phosphoribosyl)-imidazole-4-carboxamide	-0.0	0.0	-4.7	4.644	-0.07426	0.0733752	n.s.
C00376	Retinal	-3.585	-4.0	-5.524	-2.322	-4.0872792	-3.9633124	n.s.
C04488	5-Methyl-5,6,7,8-tetrahydromethanopterin	-6.331	-4.615	-5.907	-3.392	-4.7083306	-4.5614064	n.s.
C00455	Nicotinamide_D-ribonucleotide	3.807	4.0	2.322	5.585	3.9633124	4.088243	n.s.
C01697	Galactitol	4.841	4.891	3.841	6.007	4.8303122	4.9859106	n.s.
C15972	Enzyme_N6-(lipoyl)lysine	-5.615	2.585	-4.248	5.109	2.5178816	2.6657222	n.s.
C16618	6-Thioxanthine_5'-monophosphate	-1.0	0.0	-4.644	4.585	-0.0733752	0.072443	n.s.
C00330	Deoxyguanosine	4.954	3.907	2.322	5.524	3.8703124	3.9942792	n.s.
C00332	Acetoacetyl-CoA	-5.9	0.0	-2.737	2.7815	-0.0432446	0.0439477	*
C00334	4-Aminobutanoate	4.109	0.0	-4.229	4.229	-0.0668182	0.0668182	n.s.
C00337	(S)-Dihydroorotate	3.874	0.0	-4.059	4.059	-0.0641322	0.0641322	n.s.
C05699	L-Selenocystathionine	3.807	4.0	2.322	5.524	3.9633124	4.0872792	n.s.
C04688	(3R)-3-Hydroxytetradecanoyl-[acyl-carrier_protein]	-3.17	0.0	-4.755	4.644	-0.075129	0.0733752	n.s.
C04122	D-1-Aminopropan-2-ol_O-phosphate	-2.322	0.0	-4.644	4.644	-0.0733752	0.0733752	n.s.
C00636	D-Mannose_1-phosphate	0.0	0.0	0.0	0.0	0.0	0.0	n.s.
C00637	Indole-3-acetaldehyde	0.0	4.0	2.322	5.524	3.9633124	4.0872792	n.s.
C00630	2-Methylpropanoyl-CoA	8.771	4.0	2.322	5.555	3.9633124	4.087769	*
C00631	2-Phospho-D-glycerate	-1.624	0.0	0.0	0.243	0.0	0.0038394	n.s.
C02527	Butanoylphosphate	0.0	0.0	0.0	0.0	0.0	0.0	n.s.
C16221	(2E)-Octadecenoyl-[acp]	3.322	0.0	-4.7	4.755	-0.07426	0.075129	n.s.
C00208	Maltose	3.392	4.845	3.781	5.966	4.7852602	4.9392628	n.s.
C01001	Formylmethanofuran	0.0	0.0	0.0	0.0	0.0	0.0	n.s.
C05985	2-Propynal	0.0	4.0	2.322	5.524	3.9633124	4.0872792	n.s.
C00204	2-Dehydro-3-deoxy-D-gluconate	-4.17	-0.553	-3.263	2.451	-0.6045554	-0.5142742	n.s.
C01212	UDP-N-acetylmuramoyl-L-alanine	-4.229	0.0	-4.285	4.229	-0.067703	0.0668182	n.s.
C07490	Trichloroethanol	-3.585	-4.0	-5.524	-2.322	-4.0872792	-3.9633124	n.s.
C01217	5,6,7,8-Tetrahydromethanopterin	6.331	4.615	3.392	5.907	4.5614064	4.7083306	n.s.
C00025	L-Glutamate	0.0	0.0	-3.909	4.00925	-0.0617622	0.06334615	n.s.
C00024	Acetyl-CoA	-4.712	-0.01	-3.863	3.85	-0.0710354	0.05083	n.s.
C00148	L-Proline	8.171	0.934	-3.5895	4.029	0.8772859	0.9976582	*
C00026	2-Oxoglutarate	-5.793	-0.17	-3.93725	3.799	-0.23220855	-0.1099758	*
C00021	S-Adenosyl-L-homocysteine	3.977	0.0	-4.285	4.229	-0.067703	0.0668182	n.s.
C00020	AMP	4.717	-0.585	-2.609	1.17	-0.6262222	-0.566514	*
C00022	Pyruvate	-5.268	-0.085	-4.199	4.0875	-0.1513442	-0.0204175	n.s.
C00143	5,10-Methylenetetrahydrofolate	-5.397	0.848	-2.794	3.536	0.8038548	0.9038688	n.s.
C00140	N-Acetyl-D-glucosamine	9.543	4.0	2.322	5.585	3.9633124	4.088243	*
C00141	3-Methyl-2-oxobutanoic_acid	-2.17	2.17	-3.883	4.714	2.1086486	2.2444812	n.s.
C00029	UDP-glucose	-2.059	2.926	-3.548	4.881	2.8699416	3.0031198	n.s.
C00147	Adenine	0.0	0.0	-3.389	3.55	-0.0535462	0.05609	n.s.
C00144	GMP	-3.263	-3.561	-5.32375	3.945	-3.64511525	-3.498669	n.s.
C03740	(5-L-Glutamyl)-L-amino_acid	-2.322	-4.0	-5.585	-2.322	-4.088243	-3.9633124	n.s.
C01079	Protoporphyrinogen_IX	-4.392	-4.0	-5.555	-2.322	-4.087769	-3.9633124	n.s.
C05748	trans-Hex-2-enoyl-[acp]	3.322	0.0	-4.7	4.755	-0.07426	0.075129	n.s.
C05984	2-Hydroxybutanoic_acid	4.585	4.0	2.322	5.524	3.9633124	4.0872792	n.s.
C05807	2-Polyprenylphenol	1.585	4.0	2.322	5.524	3.9633124	4.0872792	n.s.
C05729	R-S-Cysteinylglycine	6.607	2.459	-4.358	5.17	2.3901436	2.540686	n.s.
C04631	UDP-N-acetyl-3-(1-carboxyvinyl)-D-glucosamine	-4.301	0.0	-4.421	4.421	-0.0698518	0.0698518	n.s.
C11437	1-Deoxy-D-xylulose_5-phosphate	0.0	0.0	-1.263	1.322	-0.0199554	0.0208876	n.s.
C00644	D-Mannitol_1-phosphate	1.585	-2.585	-5.19	4.285	-2.667002	-2.517297	n.s.
C06319	Precorrin_6Y	0.0	0.0	0.0	0.0	0.0	0.0	n.s.
C02739	1-(5-Phospho-D-ribosyl)-ATP	0.322	-1.585	-4.229	3.358	-1.6518182	-1.5319436	n.s.
C00647	Pyridoxamine_phosphate	0.0	0.0	0.0	0.0	0.0	0.0	n.s.
C05726	S-Substituted_L-cysteine	-6.679	-4.615	-5.895	-3.392	-4.708141	-4.5614064	n.s.
C00705	dCDP	2.138	-2.263	-4.868	3.888	-2.3399144	-2.2015696	n.s.
C06250	Holo-[carboxylase]	4.663	-3.273	-5.087	3.57	-3.3533746	-3.216594	n.s.
C01242	S-Aminomethyldihydrolipoylprotein	0.0	0.0	0.0	0.0	0.0	0.0	n.s.
C02631	2-Isopropylmaleate	0.0	0.0	0.0	0.0	0.0	0.0	n.s.
C02637	3-Dehydroshikimate	0.0	0.0	0.0	0.0	0.0	0.0	n.s.
C03194	(R)-1-Aminopropan-2-ol	2.585	3.907	2.322	5.524	3.8703124	3.9942792	n.s.
C04419	Carboxybiotin-carboxyl-carrier_protein	-3.248	2.858	-3.644	4.87325	2.8004248	2.93499735	n.s.
C01528	Hydrogen_selenide	-8.353	-4.0	-5.555	-2.322	-4.087769	-3.9633124	*
C02938	3-Indoleacetonitrile	5.129	3.907	2.322	5.524	3.8703124	3.9942792	n.s.
C00750	Spermine	0.0	0.0	0.0	0.0	0.0	0.0	n.s.
C04752	2-Methyl-4-amino-5-hydroxymethylpyrimidine_diphosphate	0.0	0.0	-4.7	4.755	-0.07426	0.075129	n.s.
C04751	1-(5-Phospho-D-ribosyl)-5-amino-4-imidazolecarboxylate	5.426	0.0	-4.7	4.644	-0.07426	0.0733752	n.s.
C00763	D-Proline	4.322	2.585	-4.21875	5.229	2.51834375	2.6676182	n.s.
C01134	Pantetheine_4'-phosphate	-4.0	-2.322	-5.073	4.322	-2.4021534	-2.2537124	n.s.
C01137	S-Adenosylmethioninamine	0.0	0.0	-4.392	4.229	-0.0693936	0.0668182	n.s.
C00092	D-Glucose_6-phosphate	-6.66	-5.031	-5.97	-4.113	-5.125326	-4.9660146	n.s.
C06035	4-Methylene-2-oxoglutarate	0.0	0.0	0.0	0.0	0.0	0.0	n.s.
C02226	2-Methylmaleate	0.0	0.0	0.0	0.0	0.0	0.0	n.s.
C03511	L-Phenylalanyl-tRNA(Phe)	-5.322	-4.0	-5.615	-2.322	-4.088717	-3.9633124	n.s.
C03512	L-Tryptophanyl-tRNA(Trp)	-5.044	-3.907	-5.459	-2.322	-3.9932522	-3.8703124	n.s.
C06033	Parapyruvate	0.0	0.0	0.0	0.0	0.0	0.0	n.s.
C12147	L-Threonine_O-3-phosphate	2.0	0.0	-4.585	4.644	-0.072443	0.0733752	n.s.
C00329	D-Glucosamine	2.322	4.0	2.322	5.555	3.9633124	4.087769	n.s.
C04462	N-Succinyl-2-L-amino-6-oxoheptanedioate	-4.303	0.0	-2.737	2.737	-0.0432446	0.0432446	n.s.
C06408	Precorrin_8X	3.0	4.0	2.322	5.492	3.9633124	4.0867736	n.s.
C02741	Phosphoribosyl-AMP	0.0	0.0	0.0	0.0	0.0	0.0	n.s.
C06407	Precorrin_4	0.0	0.0	-4.7	4.7	-0.07426	0.07426	n.s.
C06406	Precorrin_3B	3.585	4.0	2.322	5.555	3.9633124	4.087769	n.s.
C20373	3-Hydroxyglutaryl-[acp]_methyl_ester	-3.17	0.0	-4.755	4.644	-0.075129	0.0733752	n.s.
C20372	3-Ketoglutaryl-[acp]_methyl_ester	-4.459	0.0	-4.7	4.7	-0.07426	0.07426	n.s.
C20377	3-Hydroxypimeloyl-[acp]_methyl_ester	-3.17	0.0	-4.755	4.644	-0.075129	0.0733752	n.s.
C20376	3-Ketopimeloyl-[acp]_methyl_ester	-4.459	0.0	-4.7	4.7	-0.07426	0.07426	n.s.
C20375	Glutaryl-[acp]_methyl_ester	5.833	4.0	2.322	5.585	3.9633124	4.088243	n.s.
C20374	Enoylglutaryl-[acp]_methyl_ester	-4.7	-4.0	-5.524	-2.322	-4.0872792	-3.9633124	n.s.
C05897	Undecaprenyl-diphospho-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimeloyl-D-alanyl-D-alanine	5.044	0.0	-4.585	4.7	-0.072443	0.07426	n.s.
C20378	Enoylpimeloyl-[acp]_methyl_ester	-4.7	-4.0	-5.524	-2.322	-4.0872792	-3.9633124	n.s.
C00804	Propynoate	-0.0	-4.0	-5.524	-2.322	-4.0872792	-3.9633124	n.s.
C00969	3-Hydroxypropanal	2.322	3.907	2.322	5.524	3.8703124	3.9942792	n.s.
C11545	Cobalt-precorrin_8	-0.0	0.0	-4.7	4.644	-0.07426	0.0733752	n.s.
C00966	2-Dehydropantoate	0.0	0.0	-3.963	3.907	-0.0626154	0.0617306	n.s.
C11540	Cobalt-precorrin_4	0.0	0.0	-4.7	4.7	-0.07426	0.07426	n.s.
C11542	Cobalt-precorrin_6	0.0	0.0	-4.7	4.644	-0.07426	0.0733752	n.s.
C11543	Cobalt-dihydro-precorrin_6	-1.0	0.0	-4.755	4.585	-0.075129	0.072443	n.s.
C02282	Glutaminyl-tRNA	0.0	0.0	0.0	0.0	0.0	0.0	n.s.
C04916	N-(5'-Phospho-D-1'-ribulosylformimino)-5-amino-1-(5''-phospho-D-ribosyl)-4-imidazolecarboxamide	0.0	2.459	-4.285	5.15	2.391297	2.54037	n.s.
C00415	Dihydrofolate	-3.459	-3.907	-5.524	-2.322	-3.9942792	-3.8703124	n.s.
C00416	Phosphatidate	0.0	-0.939	-4.369	4.136	-1.0080302	-0.8736512	n.s.
C00417	cis-Aconitate	0.0	0.0	0.0	0.0	0.0	0.0	n.s.
C03460	2-Methylprop-2-enoyl-CoA	-8.771	-4.0	-5.555	-2.322	-4.087769	-3.9633124	*
C04851	MurAc(oyl-L-Ala-D-gamma-Glu-L-Lys-D-Ala-D-Ala)-diphospho-undecaprenol	5.044	0.0	-4.585	4.7	-0.072443	0.07426	n.s.
C03345	2-Methylbut-2-enoyl-CoA	0.0	0.0	0.0	0.0	0.0	0.0	n.s.
C00993	D-Alanyl-D-alanine	-3.7	0.0	-4.644	4.644	-0.0733752	0.0733752	n.s.
C00620	alpha-D-Ribose_1-phosphate	5.066	4.615	3.459	5.883	4.5603478	4.7079514	n.s.
C11355	4-Amino-4-deoxychorismate	-1.0	-2.585	-5.17	4.285	-2.666686	-2.517297	n.s.
C05951	Leukotriene_D4	-2.322	-4.0	-5.585	-2.322	-4.088243	-3.9633124	n.s.
C05576	3,4-Dihydroxyphenylethyleneglycol	0.0	0.0	0.0	0.0	0.0	0.0	n.s.
C05577	3,4-Dihydroxymandelaldehyde	0.0	0.0	0.0	0.0	0.0	0.0	n.s.
C03263	Coproporphyrinogen_III	4.392	4.0	2.322	5.555	3.9633124	4.087769	n.s.
C00378	Thiamine	0.0	0.0	0.0	0.0	0.0	0.0	n.s.
C00242	Guanine	-3.509	1.798	-4.266	4.88025	1.7305972	1.87510795	n.s.
C00245	Taurine	2.322	4.0	2.322	5.585	3.9633124	4.088243	n.s.
C00246	Butanoic_acid	0.0	0.0	0.0	0.0	0.0	0.0	n.s.
C00624	N-Acetyl-L-glutamate	0.0	0.0	-4.644	4.755	-0.0733752	0.075129	n.s.
C16587	3-Carbamoyl-2-phenylpropionaldehyde	-3.585	-4.0	-5.524	-2.322	-4.0872792	-3.9633124	n.s.
C02170	Methylmalonate	-0.0	-4.0	-5.524	-2.322	-4.0872792	-3.9633124	n.s.
C00568	4-Aminobenzoate	3.7	0.0	-4.644	4.644	-0.0733752	0.0733752	n.s.
C01099	L-Fuculose_1-phosphate	0.0	3.907	2.322	5.492	3.8703124	3.9937736	n.s.
C01097	D-Tagatose_6-phosphate	3.868	4.485	3.202	5.739	4.4344084	4.5756762	n.s.
C01096	Sorbitol_6-phosphate	0.0	-3.415	-5.415	4.087	-3.500557	-3.3504254	n.s.
C01094	D-Fructose_1-phosphate	7.5	-2.0	-5.073	4.7	-2.0801534	-1.92574	*
C05682	Phosphonoacetate	4.087	4.0	2.322	5.585	3.9633124	4.088243	n.s.
C00341	Geranyl_diphosphate	0.0	0.0	0.0	0.0	0.0	0.0	n.s.
C00342	Thioredoxin	-8.236	3.237	-4.075	5.322	3.172615	3.3210876	*
C00343	Thioredoxin_disulfide	8.259	-3.273	-5.346	4.03	-3.3574668	-3.209326	*
C00344	Phosphatidylglycerol	4.585	4.0	2.322	5.492	3.9633124	4.0867736	n.s.
C05684	Selenite	8.353	4.0	2.322	5.555	3.9633124	4.087769	*
C00061	FMN	0.0	0.0	0.0	0.0	0.0	0.0	n.s.
C00060	Carboxylate	-5.129	-3.907	-5.524	-2.322	-3.9942792	-3.8703124	n.s.
C00063	CTP	6.773	5.178	4.293	6.005	5.1101706	5.272879	n.s.
C00062	L-Arginine	3.222	4.544	3.322	5.85	4.4915124	4.63643	n.s.
C00065	L-Serine	3.301	2.413	-3.21175	4.485	2.36225435	2.483863	n.s.
C00064	L-Glutamine	3.512	3.176	-3.08775	4.747	3.12721355	3.2510026	n.s.
C11811	1-Hydroxy-2-methyl-2-butenyl_4-diphosphate	2.585	0.0	-4.644	4.585	-0.0733752	0.072443	n.s.
C16633	5-Fluorouridine	4.907	3.907	2.322	5.53175	3.8703124	3.99440165	n.s.
C04675	3-Hydroxy-3-(4-methylpent-3-en-1-yl)glutaryl-CoA	0.0	4.087	2.322	5.555	4.0503124	4.174769	n.s.
C16631	alpha-Fluoro-beta-ureidopropionic_acid	-3.17	-4.0	-5.555	-2.322	-4.087769	-3.9633124	n.s.
C04677	1-(5'-Phosphoribosyl)-5-amino-4-imidazolecarboxamide	5.018	-1.7	-5.036	4.638	-1.7795688	-1.6267196	n.s.
C16635	5'-Deoxy-5-fluorocytidine	4.7	4.0	2.322	5.555	3.9633124	4.087769	n.s.
C16634	5-Fluorouridine_monophosphate	-4.907	-3.907	-5.53175	-2.322	-3.99440165	-3.8703124	n.s.
C19673	Malonyl-[acp]_methyl_ester	5.833	4.0	2.322	5.585	3.9633124	4.088243	n.s.
C03752	2-Amino-2-deoxy-D-gluconate	0.585	5.066	4.109	6.006	5.0010778	5.1608948	*
C05923	2,5-Diaminopyrimidine_nucleoside_triphosphate	0.0	0.0	0.0	0.0	0.0	0.0	n.s.
C05922	Formamidopyrimidine_nucleoside_triphosphate	0.0	0.0	0.0	0.0	0.0	0.0	n.s.
C05921	Biotinyl-5'-AMP	0.0	0.0	0.0	0.0	0.0	0.0	n.s.
C00748	Siroheme	0.0	0.0	0.0	0.0	0.0	0.0	n.s.
C04079	N-((R)-Pantothenoyl)-L-cysteine	4.585	4.0	2.322	5.555	3.9633124	4.087769	n.s.
C00668	alpha-D-Glucose_6-phosphate	3.753	-3.148	-5.04025	3.685	-3.22763595	-3.089777	n.s.
C01268	5-Amino-6-(5'-phosphoribosylamino)uracil	0.0	0.0	0.0	0.0	0.0	0.0	n.s.
C00666	LL-2,6-Diaminoheptanedioate	-3.926	0.0	-4.433	4.322	-0.0700414	0.0682876	n.s.
C00663	beta-D-Glucose_1-phosphate	-0.0	0.0	-4.644	4.644	-0.0733752	0.0733752	n.s.
C02163	L-Arginyl-tRNA(Arg)	-4.585	-4.0	-5.524	-2.322	-4.0872792	-3.9633124	n.s.
C00988	2-Phosphoglycolate	2.0	4.0	2.322	5.524	3.9633124	4.0872792	n.s.
C00989	4-Hydroxybutanoic_acid	7.384	4.0	2.322	5.555	3.9633124	4.087769	n.s.
C00114	Choline	-2.807	-3.907	-5.426	-2.322	-3.9927308	-3.8703124	n.s.
C00117	D-Ribose_5-phosphate	-5.201	-2.515	-4.872	4.373	-2.5919776	-2.4459066	n.s.
C00116	Glycerol	0.0	0.0	0.0	0.0	0.0	0.0	n.s.
C00111	Glycerone_phosphate	-5.871	0.0	-3.409	3.23175	-0.0538622	0.05106165	*
C02380	6-Mercaptopurine	4.248	4.0	2.322	5.492	3.9633124	4.0867736	n.s.
C00112	CDP	-5.018	0.0	-4.453	4.626	-0.0703574	0.0730908	n.s.
C00119	5-Phospho-alpha-D-ribose_1-diphosphate	-4.67	1.564	-2.475	3.72225	1.524895	1.62281155	n.s.
C00118	D-Glyceraldehyde_3-phosphate	-6.468	1.839	-3.9575	4.519	1.7764715	1.9104002	*
C06416	Precorrin_5	-3.7	-4.087	-5.555	-2.322	-4.174769	-4.0503124	n.s.
C11929	Perillyl-CoA	6.248	4.0	2.322	5.524	3.9633124	4.0872792	n.s.
C01346	dUDP	0.0	-2.0	-4.624	3.737	-2.0730592	-1.9409554	n.s.
C11924	Perillic_acid	-0.0	-4.0	-5.524	-2.322	-4.0872792	-3.9633124	n.s.
C05750	3-Oxooctanoyl-[acp]	-4.044	0.0	-4.285	4.285	-0.067703	0.067703	n.s.
C05751	trans-Oct-2-enoyl-[acp]	3.322	0.0	-4.7	4.755	-0.07426	0.075129	n.s.
C14145	(3S)-3-Hydroxyadipyl-CoA	8.077	4.0	2.322	5.524	3.9633124	4.0872792	*
C05753	3-Oxodecanoyl-[acp]	-4.044	0.0	-4.285	4.285	-0.067703	0.067703	n.s.
C05754	trans-Dec-2-enoyl-[acp]	3.322	0.0	-4.7	4.755	-0.07426	0.075129	n.s.
C05755	Decanoyl-[acp]	4.392	0.0	-4.7	4.7	-0.07426	0.07426	n.s.
C05756	3-Oxododecanoyl-[acp]	-4.459	0.0	-4.7	4.7	-0.07426	0.07426	n.s.
C05757	(R)-3-Hydroxydodecanoyl-[acp]	-3.17	0.0	-4.755	4.644	-0.075129	0.0733752	n.s.
