Compound_code	Compound_name	Metabolite_score	Sim_Median	Sim_IQR_25	Sim_IQR_75	Sim_Lower_95_interval	Sim_Upper_95_interval	Significance
C00071	Aldehyde	-8.58	-5.931	-7.042	-4.977	-6.0422636	-5.8523634	*
C00077	L-Ornithine	4.149	0.0	-5.948	5.9985	-0.0939784	0.0947763	n.s.
C00074	Phosphoenolpyruvate	-7.694	0.625	-5.425	5.548	0.539285	0.7126584	n.s.
C00075	UTP	8.59	6.124	5.267	7.147	6.0407814	6.2369226	*
C04454	5-Amino-6-(5'-phospho-D-ribitylamino)uracil	-6.883	-5.209	-6.714	-3.459	-5.3150812	-5.1543478	n.s.
C00039	DNA	0.0	0.0	0.0	0.0	0.0	0.0	n.s.
C03127	L-Isoleucyl-tRNA(Ile)	-7.418	-5.209	-6.7	-3.459	-5.31486	-5.1543478	n.s.
C00085	D-Fructose_6-phosphate	7.971	1.592	-5.566	5.84	1.5040572	1.684272	n.s.
C02352	1,4-beta-D-Xylan	0.0	5.209	3.459	6.658	5.1543478	5.3141964	n.s.
C00083	Malonyl-CoA	-5.726	-4.746	-6.436	4.93	-4.8476888	-4.668106	n.s.
C00082	L-Tyrosine	-2.807	0.0	-2.588	2.253	-0.0408904	0.0355974	n.s.
C00080	H+	6.066	5.209	3.585	6.741	5.152357	5.3155078	n.s.
C16630	5,6-Dihydro-5-fluorouracil	2.585	5.17	3.322	6.7	5.1175124	5.27586	n.s.
C04640	2-(Formamido)-N1-(5'-phosphoribosyl)acetamidine	-5.426	0.0	-5.858	5.833	-0.0925564	0.0921614	n.s.
C03175	Shikimate_3-phosphate	0.0	0.0	-4.807	4.8135	-0.0759506	0.0760533	n.s.
C00089	Sucrose	0.0	5.755	4.565	6.923	5.682873	5.8643834	*
C04646	6-Thioinosine-5'-monophosphate	6.741	0.0	-5.807	5.807	-0.0917506	0.0917506	n.s.
C00670	sn-Glycero-3-phosphocholine	2.0	5.17	3.459	6.714	5.1153478	5.2760812	n.s.
C00671	(S)-3-Methyl-2-oxopentanoic_acid	-1.0	-5.209	-6.714	-3.585	-5.3150812	-5.152357	n.s.
C00672	2-Deoxy-D-ribose_1-phosphate	6.044	0.0	-5.833	5.833	-0.0921614	0.0921614	n.s.
C00673	2-Deoxy-D-ribose_5-phosphate	-4.129	-3.728	-6.209	5.392	-3.8261022	-3.6428064	n.s.
C01251	(R)-2-Hydroxybutane-1,2,4-tricarboxylate	-2.807	-5.17	-6.7	-3.459	-5.27586	-5.1153478	n.s.
C01250	N-Acetyl-L-glutamate_5-semialdehyde	0.0	0.0	-5.121	5.096	-0.0809118	0.0805168	n.s.
C01929	L-Histidinal	0.0	0.0	0.0	0.0	0.0	0.0	n.s.
C05936	N4-Acetylaminobutanal	2.807	5.17	3.459	6.644	5.1153478	5.2749752	n.s.
C00106	Uracil	4.577	0.322	-5.52	5.64	0.234784	0.411112	n.s.
C00105	UMP	0.0	0.634	-3.726	3.88825	0.5751292	0.69543435	n.s.
C00103	D-Glucose_1-phosphate	4.842	0.884	-5.47025	5.517	0.79757005	0.9711686	n.s.
C00100	Propanoyl-CoA	-7.697	0.0	-4.755	4.807	-0.075129	0.0759506	n.s.
C00101	Tetrahydrofolate	3.597	-3.37	-5.213	4.234	-3.4523654	-3.3031028	n.s.
C15556	L-3,4-Dihydroxybutan-2-one_4-phosphate	4.807	0.0	-5.913	5.7875	-0.0934254	0.0914425	n.s.
C00109	2-Oxobutanoate	-1.626	-2.79	-5.85925	5.4775	-2.88257615	-2.7034555	n.s.
C04702	UDPMurAc(oyl-L-Ala-D-gamma-Glu-L-Lys-D-Ala-D-Ala)	4.322	0.0	-5.883	5.907	-0.0929514	0.0933306	n.s.
C00363	dTDP	-3.907	-5.248	-6.781	-3.585	-5.3551398	-5.191357	n.s.
C15980	(S)-2-Methylbutanoyl-CoA	0.0	0.0	0.0	0.0	0.0	0.0	n.s.
C05764	Hexadecanoyl-[acp]	6.741	0.0	-5.781	5.883	-0.0913398	0.0929514	n.s.
C06899	Chloral_hydrate	5.087	5.209	3.585	6.687	5.152357	5.3146546	n.s.
C05761	Tetradecanoyl-[acp]	6.741	0.0	-5.781	5.883	-0.0913398	0.0929514	n.s.
C05760	trans-Tetradec-2-enoyl-[acp]	6.858	0.0	-5.728	5.833	-0.0905024	0.0921614	n.s.
C05763	trans-Hexadec-2-enoyl-[acp]	6.858	0.0	-5.728	5.833	-0.0905024	0.0921614	n.s.
C05762	3-Oxohexadecanoyl-[acp]	-6.455	0.0	-5.443	5.468	-0.0859994	0.0863944	n.s.
C00361	dGDP	7.649	-1.553	-5.65275	5.565	-1.64231345	-1.465073	n.s.
C00170	5'-Methylthioadenosine	3.437	0.0	-3.25425	3.298	-0.05141715	0.0521084	n.s.
C02670	D-Glucuronolactone	2.807	5.17	3.459	6.644	5.1153478	5.2749752	n.s.
C02992	L-Threonyl-tRNA(Thr)	-6.858	-5.17	-6.658	-3.459	-5.2751964	-5.1153478	n.s.
C00179	Agmatine	1.0	0.0	-5.883	5.858	-0.0929514	0.0925564	n.s.
C00178	Thymine	0.0	0.0	0.0	0.0	0.0	0.0	n.s.
C02995	Maltose_6'-phosphate	3.459	-3.644	-6.248	5.443	-3.7427184	-3.5580006	n.s.
C00447	Sedoheptulose_1,7-bisphosphate	0.0	0.0	0.0	0.0	0.0	0.0	n.s.
C03090	5-Phosphoribosylamine	3.35	0.0	-5.07	5.07	-0.080106	0.080106	n.s.
C04260	O-D-Alanyl-poly(ribitol_phosphate)	-5.375	-5.794	-6.948	-4.585	-5.9037784	-5.721557	n.s.
C07086	Phenylacetic_acid	-5.459	-5.17	-6.714	-3.459	-5.2760812	-5.1153478	n.s.
C01077	O-Acetyl-L-homoserine	3.7	5.209	3.459	6.644	5.1543478	5.3139752	n.s.
C02972	Dihydrolipoylprotein	5.858	5.209	3.585	6.7	5.152357	5.31486	n.s.
C11434	2-C-Methyl-D-erythritol_4-phosphate	0.0	0.0	0.0	0.0	0.0	0.0	n.s.
C11435	4-(Cytidine_5'-diphospho)-2-C-methyl-D-erythritol	3.369	0.0	-4.196	4.322	-0.0662968	0.0682876	n.s.
C11436	2-Phospho-4-(cytidine_5'-diphospho)-2-C-methyl-D-erythritol	-3.0	0.0	-4.322	4.196	-0.0682876	0.0662968	n.s.
C00857	Deamino-NAD+	4.858	0.0	-5.833	5.833	-0.0921614	0.0921614	n.s.
C02412	Glycyl-tRNA(Gly)	-6.919	-5.781	-6.943	-4.615	-5.8906994	-5.708083	n.s.
C00853	Cob(I)alamin	4.459	5.17	3.459	6.741	5.1153478	5.2765078	n.s.
C01179	3-(4-Hydroxyphenyl)pyruvate	0.979	0.0	0.0	0.491	0.0	0.0077578	n.s.
C04823	1-(5'-Phosphoribosyl)-5-amino-4-(N-succinocarboxamide)-imidazole	-6.672	0.0	-5.883	5.781	-0.0929514	0.0913398	n.s.
C01170	UDP-N-acetyl-D-mannosamine	0.0	0.0	0.0	0.0	0.0	0.0	n.s.
C04411	(2R,3S)-3-Isopropylmalate	0.0	-2.963	-5.472	4.638	-3.0494576	-2.8897196	n.s.
C01172	beta-D-Glucose_6-phosphate	6.496	-3.575	-5.404	4.157	-3.6603832	-3.5093194	n.s.
C00473	Retinol	5.087	5.209	3.585	6.687	5.152357	5.3146546	n.s.
C03892	Phosphatidylglycerophosphate	-5.524	-5.248	-6.714	-3.585	-5.3540812	-5.191357	n.s.
C00681	1-Acyl-sn-glycerol_3-phosphate	-5.478	-3.532	-6.016	5.285	-3.6270528	-3.448497	n.s.
C00680	meso-2,6-Diaminoheptanedioate	2.07	2.907	-4.7745	5.543	2.8315629	2.9945794	n.s.
C04556	4-Amino-2-methyl-5-phosphomethylpyrimidine	0.0	0.0	0.0	0.0	0.0	0.0	n.s.
C02411	Glutaconyl-1-CoA	-6.539	-5.209	-6.714	-3.459	-5.3150812	-5.1543478	n.s.
C02839	L-Tyrosyl-tRNA(Tyr)	-6.629	-5.209	-6.7	-3.459	-5.31486	-5.1543478	n.s.
C04257	N-Acetyl-D-mannosamine_6-phosphate	5.358	5.17	3.459	6.687	5.1153478	5.2756546	n.s.
C00689	alpha,alpha'-Trehalose_6-phosphate	8.607	3.807	-5.48	6.257	3.720416	3.9058606	*
C05271	trans-Hex-2-enoyl-CoA	0.0	0.0	0.0	0.0	0.0	0.0	n.s.
C05270	Hexanoyl-CoA	0.0	0.0	0.0	0.0	0.0	0.0	n.s.
C02554	L-Valyl-tRNA(Val)	-7.14	-5.17	-6.644	-3.459	-5.2749752	-5.1153478	n.s.
C00512	S-Benzoate_coenzyme_A	-3.17	-5.17	-6.687	-3.459	-5.2756546	-5.1153478	n.s.
C16220	3-Hydroxyoctadecanoyl-[acp]	-6.728	0.0	-5.883	5.807	-0.0929514	0.0917506	n.s.
C00921	Dihydropteroate	-4.585	0.0	-5.781	5.883	-0.0913398	0.0929514	n.s.
C04294	5-(2-Hydroxyethyl)-4-methylthiazole	1.0	5.149	3.459	6.672	5.0943478	5.2544176	n.s.
C00458	dCTP	-7.057	5.158	-4.568	6.55275	5.0858256	5.26153345	n.s.
C04895	7,8-Dihydroneopterin_3'-triphosphate	-6.066	-5.209	-6.741	-3.585	-5.3155078	-5.152357	n.s.
C04896	5-(5-Phospho-D-ribosylaminoformimino)-1-(5-phosphoribosyl)-imidazole-4-carboxamide	-2.807	0.0	-5.833	5.807	-0.0921614	0.0917506	n.s.
C00376	Retinal	-5.087	-5.209	-6.687	-3.585	-5.3146546	-5.152357	n.s.
C04488	5-Methyl-5,6,7,8-tetrahydromethanopterin	-6.366	-5.794	-6.931	-4.615	-5.9035098	-5.721083	n.s.
C00455	Nicotinamide_D-ribonucleotide	4.322	5.17	3.459	6.658	5.1153478	5.2751964	n.s.
C01697	Galactitol	5.47	6.022	5.0	7.091	5.943	6.1340378	n.s.
C15972	Enzyme_N6-(lipoyl)lysine	-5.768	3.644	-5.508	6.276	3.5569736	3.7431608	n.s.
C16618	6-Thioxanthine_5'-monophosphate	-5.931	0.0	-5.781	5.807	-0.0913398	0.0917506	n.s.
C00330	Deoxyguanosine	6.34	5.209	3.459	6.714	5.1543478	5.3150812	n.s.
C00332	Acetoacetyl-CoA	-7.133	0.0	-3.7605	3.768	-0.0594159	0.0595344	*
C00334	4-Aminobutanoate	2.585	0.0	-5.366	5.468	-0.0847828	0.0863944	n.s.
C00337	(S)-Dihydroorotate	5.0	0.0	-5.298	5.196	-0.0837084	0.0820968	n.s.
C05699	L-Selenocystathionine	4.248	5.209	3.459	6.7175	5.1543478	5.3151365	n.s.
C04688	(3R)-3-Hydroxytetradecanoyl-[acyl-carrier_protein]	-6.728	0.0	-5.883	5.807	-0.0929514	0.0917506	n.s.
C04122	D-1-Aminopropan-2-ol_O-phosphate	-4.087	0.0	-5.781	5.755	-0.0913398	0.090929	n.s.
C00636	D-Mannose_1-phosphate	0.0	0.0	0.0	0.0	0.0	0.0	n.s.
C00637	Indole-3-acetaldehyde	2.807	5.17	3.459	6.644	5.1153478	5.2749752	n.s.
C00630	2-Methylpropanoyl-CoA	10.335	5.209	3.459	6.714	5.1543478	5.3150812	*
C00631	2-Phospho-D-glycerate	-4.271	0.0	-0.519	1.33425	-0.0082002	0.02108115	*
C02527	Butanoylphosphate	0.0	0.0	0.0	0.0	0.0	0.0	n.s.
C16221	(2E)-Octadecenoyl-[acp]	6.858	0.0	-5.728	5.833	-0.0905024	0.0921614	n.s.
C00208	Maltose	3.248	5.994	4.966	7.069	5.9155372	6.1056902	*
C01001	Formylmethanofuran	0.0	0.0	0.0	0.0	0.0	0.0	n.s.
C05985	2-Propynal	2.807	5.17	3.459	6.644	5.1153478	5.2749752	n.s.
C00204	2-Dehydro-3-deoxy-D-gluconate	-5.036	-1.794	-4.273	3.678	-1.8615134	-1.7358876	n.s.
C01212	UDP-N-acetylmuramoyl-L-alanine	-5.516	0.0	-5.443	5.443	-0.0859994	0.0859994	n.s.
C07490	Trichloroethanol	-5.087	-5.209	-6.687	-3.585	-5.3146546	-5.152357	n.s.
C01217	5,6,7,8-Tetrahydromethanopterin	6.366	5.794	4.615	6.931	5.721083	5.9035098	n.s.
C00025	L-Glutamate	-4.305	0.866	-4.9905	5.115	0.7871501	0.946817	n.s.
C00024	Acetyl-CoA	-7.8	0.0	-5.01025	4.9755	-0.07916195	0.0786129	*
C00148	L-Proline	9.074	1.97	-4.77925	5.11225	1.89448785	2.05077355	*
C00026	2-Oxoglutarate	-4.657	-1.244	-4.9945	4.864	-1.3229131	-1.1671488	n.s.
C00021	S-Adenosyl-L-homocysteine	5.044	0.0	-5.392	5.516	-0.0851936	0.0871528	n.s.
C00020	AMP	6.627	-1.655	-3.678	2.42325	-1.7131124	-1.61671265	*
C00022	Pyruvate	-6.909	-1.594	-5.36025	5.18	-1.67869195	-1.512156	n.s.
C00143	5,10-Methylenetetrahydrofolate	-4.628	2.181	-3.841	4.644	2.1203122	2.2543752	n.s.
C00140	N-Acetyl-D-glucosamine	9.574	5.17	3.459	6.7035	5.1153478	5.2759153	*
C00141	3-Methyl-2-oxobutanoic_acid	2.585	3.0	-5.066	5.707	2.9199572	3.0901706	n.s.
C00029	UDP-glucose	-3.632	4.103	-4.773	6.02425	4.0275866	4.19818315	n.s.
C00147	Adenine	-5.807	0.0	-4.434	4.63	-0.0700572	0.073154	n.s.
C00144	GMP	-5.399	-4.722	-6.492	5.186	-4.8245736	-4.6400612	n.s.
C03740	(5-L-Glutamyl)-L-amino_acid	-3.459	-5.17	-6.714	-3.459	-5.2760812	-5.1153478	n.s.
C01079	Protoporphyrinogen_IX	-6.0	-5.17	-6.7	-3.459	-5.27586	-5.1153478	n.s.
C05748	trans-Hex-2-enoyl-[acp]	6.858	0.0	-5.728	5.833	-0.0905024	0.0921614	n.s.
C05984	2-Hydroxybutanoic_acid	4.17	5.17	3.459	6.7	5.1153478	5.27586	n.s.
C05807	2-Polyprenylphenol	3.7	5.17	3.459	6.7	5.1153478	5.27586	n.s.
C05729	R-S-Cysteinylglycine	7.388	3.644	-5.443	6.257	3.5580006	3.7428606	n.s.
C04631	UDP-N-acetyl-3-(1-carboxyvinyl)-D-glucosamine	-3.363	0.0	-5.684	5.66	-0.0898072	0.089428	n.s.
C11437	1-Deoxy-D-xylulose_5-phosphate	0.0	0.0	-2.511	2.561	-0.0396738	0.0404638	n.s.
C00644	D-Mannitol_1-phosphate	7.839	-3.644	-6.19	5.524	-3.741802	-3.5567208	n.s.
C06319	Precorrin_6Y	0.0	0.0	0.0	0.0	0.0	0.0	n.s.
C02739	1-(5-Phospho-D-ribosyl)-ATP	2.0	-2.7	-5.1725	4.508	-2.7817255	-2.6287736	n.s.
C00647	Pyridoxamine_phosphate	0.0	0.0	0.0	0.0	0.0	0.0	n.s.
C05726	S-Substituted_L-cysteine	-7.48	-5.794	-6.937	-4.585	-5.9036046	-5.721557	n.s.
C00705	dCDP	2.848	-3.263	-5.838	5.202	-3.3552404	-3.1808084	n.s.
C06250	Holo-[carboxylase]	6.885	-4.459	-6.226	4.7	-4.5573708	-4.38474	n.s.
C01242	S-Aminomethyldihydrolipoylprotein	0.0	0.0	0.0	0.0	0.0	0.0	n.s.
C02631	2-Isopropylmaleate	0.0	0.0	0.0	0.0	0.0	0.0	n.s.
C02637	3-Dehydroshikimate	0.0	0.0	0.0	0.0	0.0	0.0	n.s.
C03194	(R)-1-Aminopropan-2-ol	4.248	5.17	3.459	6.658	5.1153478	5.2751964	n.s.
C04419	Carboxybiotin-carboxyl-carrier_protein	-5.16	4.0	-4.768	5.954	3.9246656	4.0940732	n.s.
C01528	Hydrogen_selenide	-9.409	-5.209	-6.714	-3.459	-5.3150812	-5.1543478	*
C02938	3-Indoleacetonitrile	5.459	5.17	3.459	6.714	5.1153478	5.2760812	n.s.
C00750	Spermine	0.0	0.0	0.0	0.0	0.0	0.0	n.s.
C04752	2-Methyl-4-amino-5-hydroxymethylpyrimidine_diphosphate	0.0	0.0	-5.833	5.807	-0.0921614	0.0917506	n.s.
C04751	1-(5-Phospho-D-ribosyl)-5-amino-4-imidazolecarboxylate	6.966	0.0	-5.858	5.858	-0.0925564	0.0925564	n.s.
C00763	D-Proline	7.033	3.807	-5.392	6.257	3.7218064	3.9058606	n.s.
C01134	Pantetheine_4'-phosphate	-5.437	-3.624	-6.19	5.524	-3.721802	-3.5367208	n.s.
C01137	S-Adenosylmethioninamine	0.585	0.0	-5.313	5.468	-0.0839454	0.0863944	n.s.
C00092	D-Glucose_6-phosphate	-7.527	-6.127	-7.12925	-5.278	-6.23964215	-6.0436076	n.s.
C06035	4-Methylene-2-oxoglutarate	0.0	0.0	0.0	0.0	0.0	0.0	n.s.
C02226	2-Methylmaleate	0.0	0.0	0.0	0.0	0.0	0.0	n.s.
C03511	L-Phenylalanyl-tRNA(Phe)	-6.714	-5.17	-6.658	-3.459	-5.2751964	-5.1153478	n.s.
C03512	L-Tryptophanyl-tRNA(Trp)	-6.492	-5.17	-6.687	-3.459	-5.2756546	-5.1153478	n.s.
C06033	Parapyruvate	0.0	0.0	0.0	0.0	0.0	0.0	n.s.
C12147	L-Threonine_O-3-phosphate	3.807	0.0	-5.781	5.833	-0.0913398	0.0921614	n.s.
C00329	D-Glucosamine	1.585	5.17	3.322	6.7	5.1175124	5.27586	n.s.
C04462	N-Succinyl-2-L-amino-6-oxoheptanedioate	-5.459	0.0	-3.9	3.9	-0.06162	0.06162	n.s.
C06408	Precorrin_8X	4.807	5.17	3.459	6.658	5.1153478	5.2751964	n.s.
C02741	Phosphoribosyl-AMP	0.0	0.0	0.0	0.0	0.0	0.0	n.s.
C06407	Precorrin_4	2.807	0.0	-5.807	5.883	-0.0917506	0.0929514	n.s.
C06406	Precorrin_3B	4.954	5.17	3.459	6.658	5.1153478	5.2751964	n.s.
C20373	3-Hydroxyglutaryl-[acp]_methyl_ester	-6.728	0.0	-5.883	5.807	-0.0929514	0.0917506	n.s.
C20372	3-Ketoglutaryl-[acp]_methyl_ester	-6.87	0.0	-5.858	5.883	-0.0925564	0.0929514	n.s.
C20377	3-Hydroxypimeloyl-[acp]_methyl_ester	-6.728	0.0	-5.883	5.807	-0.0929514	0.0917506	n.s.
C20376	3-Ketopimeloyl-[acp]_methyl_ester	-6.87	0.0	-5.858	5.883	-0.0925564	0.0929514	n.s.
C20375	Glutaryl-[acp]_methyl_ester	8.175	5.17	3.459	6.714	5.1153478	5.2760812	n.s.
C20374	Enoylglutaryl-[acp]_methyl_ester	-6.044	-5.17	-6.644	-3.459	-5.2749752	-5.1153478	n.s.
C05897	Undecaprenyl-diphospho-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimeloyl-D-alanyl-D-alanine	4.644	0.0	-5.907	5.833	-0.0933306	0.0921614	n.s.
C20378	Enoylpimeloyl-[acp]_methyl_ester	-6.044	-5.17	-6.644	-3.459	-5.2749752	-5.1153478	n.s.
C00804	Propynoate	-2.807	-5.17	-6.644	-3.459	-5.2749752	-5.1153478	n.s.
C00969	3-Hydroxypropanal	4.17	5.209	3.459	6.687	5.1543478	5.3146546	n.s.
C11545	Cobalt-precorrin_8	2.322	0.0	-5.807	5.807	-0.0917506	0.0917506	n.s.
C00966	2-Dehydropantoate	-2.07	0.0	-5.07	5.07	-0.080106	0.080106	n.s.
C11540	Cobalt-precorrin_4	2.807	0.0	-5.807	5.883	-0.0917506	0.0929514	n.s.
C11542	Cobalt-precorrin_6	-1.0	0.0	-5.833	5.807	-0.0921614	0.0917506	n.s.
C11543	Cobalt-dihydro-precorrin_6	-0.0	0.0	-5.83925	5.781	-0.09226015	0.0913398	n.s.
C02282	Glutaminyl-tRNA	0.0	0.0	0.0	0.0	0.0	0.0	n.s.
C04916	N-(5'-Phospho-D-1'-ribulosylformimino)-5-amino-1-(5''-phospho-D-ribosyl)-4-imidazolecarboxamide	0.0	3.755	-5.41325	6.257	3.66947065	3.8538606	n.s.
C00415	Dihydrofolate	-5.524	-5.209	-6.728	-3.459	-5.3153024	-5.1543478	n.s.
C00416	Phosphatidate	5.026	-2.248	-5.59275	5.167	-2.33636545	-2.1663614	n.s.
C00417	cis-Aconitate	0.0	0.0	0.0	0.0	0.0	0.0	n.s.
C03460	2-Methylprop-2-enoyl-CoA	-10.335	-5.209	-6.714	-3.459	-5.3150812	-5.1543478	*
C04851	MurAc(oyl-L-Ala-D-gamma-Glu-L-Lys-D-Ala-D-Ala)-diphospho-undecaprenol	4.644	0.0	-5.907	5.833	-0.0933306	0.0921614	n.s.
C03345	2-Methylbut-2-enoyl-CoA	0.0	0.0	0.0	0.0	0.0	0.0	n.s.
C00993	D-Alanyl-D-alanine	3.807	0.0	-5.807	5.858	-0.0917506	0.0925564	n.s.
C00620	alpha-D-Ribose_1-phosphate	6.349	5.794	4.585	6.925	5.721557	5.903415	n.s.
C11355	4-Amino-4-deoxychorismate	-2.0	-3.807	-6.285	5.476	-3.906303	-3.7204792	n.s.
C05951	Leukotriene_D4	-3.459	-5.17	-6.714	-3.459	-5.2760812	-5.1153478	n.s.
C05576	3,4-Dihydroxyphenylethyleneglycol	0.0	0.0	0.0	0.0	0.0	0.0	n.s.
C05577	3,4-Dihydroxymandelaldehyde	0.0	0.0	0.0	0.0	0.0	0.0	n.s.
C03263	Coproporphyrinogen_III	6.0	5.17	3.459	6.7	5.1153478	5.27586	n.s.
C00378	Thiamine	0.0	0.0	0.0	0.0	0.0	0.0	n.s.
C00242	Guanine	-5.391	3.071	-5.435	5.9585	2.985127	3.1651443	n.s.
C00245	Taurine	3.459	5.17	3.459	6.714	5.1153478	5.2760812	n.s.
C00246	Butanoic_acid	0.0	0.0	0.0	0.0	0.0	0.0	n.s.
C00624	N-Acetyl-L-glutamate	0.0	0.0	-5.833	5.883	-0.0921614	0.0929514	n.s.
C16587	3-Carbamoyl-2-phenylpropionaldehyde	-5.087	-5.209	-6.687	-3.585	-5.3146546	-5.152357	n.s.
C02170	Methylmalonate	-2.807	-5.17	-6.644	-3.459	-5.2749752	-5.1153478	n.s.
C00568	4-Aminobenzoate	5.615	0.0	-5.858	5.807	-0.0925564	0.0917506	n.s.
C01099	L-Fuculose_1-phosphate	0.0	5.17	3.459	6.629	5.1153478	5.2747382	n.s.
C01097	D-Tagatose_6-phosphate	6.885	5.65	4.379	6.892	5.5808118	5.7588936	n.s.
C01096	Sorbitol_6-phosphate	-0.415	-4.369	-6.392	5.209	-4.4699936	-4.2866978	n.s.
C01094	D-Fructose_1-phosphate	8.76	-3.222	-6.17	5.746	-3.319486	-3.1312132	*
C05682	Phosphonoacetate	5.17	5.17	3.322	6.644	5.1175124	5.2749752	n.s.
C00341	Geranyl_diphosphate	0.0	0.0	0.0	0.0	0.0	0.0	n.s.
C00342	Thioredoxin	-9.228	4.312	-5.232	6.358	4.2293344	4.4124564	*
C00343	Thioredoxin_disulfide	9.26	-4.346	-6.381	5.235	-4.4468198	-4.263287	*
C00344	Phosphatidylglycerol	5.672	5.17	3.459	6.644	5.1153478	5.2749752	n.s.
C05684	Selenite	9.409	5.209	3.459	6.714	5.1543478	5.3150812	*
C00061	FMN	0.0	0.0	0.0	0.0	0.0	0.0	n.s.
C00060	Carboxylate	-5.459	-5.17	-6.714	-3.459	-5.2760812	-5.1153478	n.s.
C00063	CTP	8.411	6.244	5.446	7.148	6.1579532	6.3569384	*
C00062	L-Arginine	4.891	5.746	4.544	6.954	5.6742048	5.8558732	n.s.
C00065	L-Serine	5.339	3.509	-4.44425	5.569	3.43878085	3.5969902	n.s.
C00064	L-Glutamine	4.386	4.188	-4.351	5.797	4.1192542	4.2795926	n.s.
C11811	1-Hydroxy-2-methyl-2-butenyl_4-diphosphate	5.044	0.0	-5.907	5.833	-0.0933306	0.0921614	n.s.
C16633	5-Fluorouridine	4.0	5.209	3.585	6.728	5.152357	5.3153024	n.s.
C04675	3-Hydroxy-3-(4-methylpent-3-en-1-yl)glutaryl-CoA	0.0	5.17	3.459	6.658	5.1153478	5.2751964	n.s.
C16631	alpha-Fluoro-beta-ureidopropionic_acid	-2.585	-5.17	-6.7	-3.322	-5.27586	-5.1175124	n.s.
C04677	1-(5'-Phosphoribosyl)-5-amino-4-imidazolecarboxamide	5.724	-3.013	-6.126	5.767	-3.1097908	-2.9218814	n.s.
C16635	5'-Deoxy-5-fluorocytidine	5.644	5.209	3.459	6.714	5.1543478	5.3150812	n.s.
C16634	5-Fluorouridine_monophosphate	-4.0	-5.209	-6.728	-3.585	-5.3153024	-5.152357	n.s.
C19673	Malonyl-[acp]_methyl_ester	8.175	5.17	3.459	6.714	5.1153478	5.2760812	n.s.
C03752	2-Amino-2-deoxy-D-gluconate	0.807	6.15	5.267	7.147	6.0667814	6.2629226	*
C05923	2,5-Diaminopyrimidine_nucleoside_triphosphate	0.0	0.0	0.0	0.0	0.0	0.0	n.s.
C05922	Formamidopyrimidine_nucleoside_triphosphate	0.0	0.0	0.0	0.0	0.0	0.0	n.s.
C05921	Biotinyl-5'-AMP	0.0	0.0	0.0	0.0	0.0	0.0	n.s.
C00748	Siroheme	0.0	0.0	0.0	0.0	0.0	0.0	n.s.
C04079	N-((R)-Pantothenoyl)-L-cysteine	6.459	5.209	3.459	6.714	5.1543478	5.3150812	n.s.
C00668	alpha-D-Glucose_6-phosphate	7.216	-4.245	-6.15225	5.1095	-4.34220555	-4.1642699	n.s.
C01268	5-Amino-6-(5'-phosphoribosylamino)uracil	0.0	0.0	0.0	0.0	0.0	0.0	n.s.
C00666	LL-2,6-Diaminoheptanedioate	-4.138	0.0	-5.585	5.433	-0.088243	0.0858414	n.s.
C00663	beta-D-Glucose_1-phosphate	-1.585	0.0	-5.858	5.858	-0.0925564	0.0925564	n.s.
C02163	L-Arginyl-tRNA(Arg)	-6.229	-5.17	-6.714	-3.459	-5.2760812	-5.1153478	n.s.
C00988	2-Phosphoglycolate	4.0	5.17	3.459	6.7	5.1153478	5.27586	n.s.
C00989	4-Hydroxybutanoic_acid	7.229	5.209	3.459	6.728	5.1543478	5.3153024	n.s.
C00114	Choline	-2.0	-5.17	-6.714	-3.459	-5.2760812	-5.1153478	n.s.
C00117	D-Ribose_5-phosphate	-6.326	-3.532	-5.976	5.421	-3.6264208	-3.4463482	n.s.
C00116	Glycerol	0.0	0.0	0.0	0.0	0.0	0.0	n.s.
C00111	Glycerone_phosphate	-6.953	-0.28	-4.358	4.359	-0.3488564	-0.2111278	*
C02380	6-Mercaptopurine	6.209	5.17	3.322	6.658	5.1175124	5.2751964	n.s.
C00112	CDP	-6.184	0.0	-5.672	5.582	-0.0896176	0.0881956	n.s.
C00119	5-Phospho-alpha-D-ribose_1-diphosphate	-6.073	2.53	-3.7855	4.66775	2.4701891	2.60375045	n.s.
C00118	D-Glyceraldehyde_3-phosphate	-5.321	3.246	-4.9905	5.617	3.1671501	3.3347486	n.s.
C06416	Precorrin_5	-5.248	-5.17	-6.714	-3.459	-5.2760812	-5.1153478	n.s.
C11929	Perillyl-CoA	6.539	5.209	3.459	6.714	5.1543478	5.3150812	n.s.
C01346	dUDP	-1.737	-2.807	-5.585	5.044	-2.895243	-2.7273048	n.s.
C11924	Perillic_acid	-2.807	-5.17	-6.644	-3.459	-5.2749752	-5.1153478	n.s.
C05750	3-Oxooctanoyl-[acp]	-6.455	0.0	-5.443	5.468	-0.0859994	0.0863944	n.s.
C05751	trans-Oct-2-enoyl-[acp]	6.858	0.0	-5.728	5.833	-0.0905024	0.0921614	n.s.
C14145	(3S)-3-Hydroxyadipyl-CoA	9.264	5.248	3.585	6.7035	5.191357	5.3539153	*
C05753	3-Oxodecanoyl-[acp]	-6.455	0.0	-5.443	5.468	-0.0859994	0.0863944	n.s.
C05754	trans-Dec-2-enoyl-[acp]	6.858	0.0	-5.728	5.833	-0.0905024	0.0921614	n.s.
