Compound_code	Lower_99_Interval	Lower_95_Interval	Sim_Median	Upper_95_Interval	Upper_99_Interval
C00189	-6.699	-6.523	-5.585	-4.647	-4.471
C00186	0.0	0.0	0.0	0.0	0.0
C00185	-5.964	-5.892	-5.508	-5.124	-5.052
C00183	5.052	5.124	5.508	5.892	5.964
C00180	-5.964	-5.892	-5.508	-5.124	-5.052
C00181	0.898	1.072	2.0	2.928	3.102
C02909	6.475	6.507	6.6795	6.852	6.884
C00159	6.045	6.08	6.267	6.454	6.489
C04216	-5.964	-5.892	-5.508	-5.124	-5.052
C04051	-5.964	-5.892	-5.508	-5.124	-5.052
C00011	-5.638	-5.418	-4.248	-3.078	-2.858
C04352	-3.698	-3.455	-2.161	-0.867	-0.624
C02553	-5.964	-5.892	-5.508	-5.124	-5.052
C16348	2.491	2.714	3.907	5.1	5.323
C02946	-5.964	-5.892	-5.508	-5.124	-5.052
C16586	5.052	5.124	5.508	5.892	5.964
C05378	1.416	1.601	2.585	3.569	3.754
C00015	-2.327	-2.118	-1.0	0.118	0.327
C05100	-5.964	-5.892	-5.508	-5.124	-5.052
C06148	0.0	0.0	0.0	0.0	0.0
C00151	5.052	5.124	5.508	5.892	5.964
C05823	-5.964	-5.892	-5.508	-5.124	-5.052
C02988	-5.964	-5.892	-5.508	-5.124	-5.052
C16551	-5.964	-5.892	-5.508	-5.124	-5.052
C06715	5.052	5.124	5.508	5.892	5.964
C06714	-5.964	-5.892	-5.508	-5.124	-5.052
C16466	-5.964	-5.892	-5.508	-5.124	-5.052
C16219	1.606	1.778	2.696	3.614	3.786
C09306	-5.964	-5.892	-5.508	-5.124	-5.052
C00254	-3.259	-3.027	-1.7925	-0.558	-0.326
C16237	-5.964	-5.892	-5.508	-5.124	-5.052
C00931	5.052	5.124	5.508	5.892	5.964
C04327	3.487	3.66	4.585	5.51	5.683
C16238	0.0	0.0	0.0	0.0	0.0
C18239	-6.827	-6.795	-6.622	-6.449	-6.417
C00446	5.052	5.124	5.508	5.892	5.964
C00445	-3.784	-3.595	-2.585	-1.575	-1.386
C01762	6.465	6.498	6.672	6.846	6.879
C00441	2.214	2.411	3.459	4.507	4.704
C00440	1.544	1.801	3.17	4.539	4.796
C04281	0.0	0.0	0.0	0.0	0.0
C00526	-5.79	-5.614	-4.672	-3.73	-3.554
C00527	-5.964	-5.892	-5.508	-5.124	-5.052
C11453	0.633	0.816	1.7925	2.769	2.952
C00522	1.782	1.975	3.0	4.025	4.218
C00448	-5.048	-4.844	-3.7535	-2.663	-2.459
C04882	-3.253	-3.08	-2.161	-1.242	-1.069
C01024	-5.964	-5.892	-5.508	-5.124	-5.052
C12739	-5.964	-5.892	-5.508	-5.124	-5.052
C00009	-5.964	-5.892	-5.508	-5.124	-5.052
C01909	0.0	0.0	0.0	0.0	0.0
C00068	-1.608	-1.354	0.0	1.354	1.608
C04133	-3.474	-3.292	-2.322	-1.352	-1.17
C03838	-3.779	-3.608	-2.696	-1.784	-1.613
C00288	6.096	6.132	6.322	6.512	6.548
C03722	-3.268	-3.093	-2.161	-1.229	-1.054
C05402	-5.964	-5.892	-5.508	-5.124	-5.052
C04619	0.625	0.81	1.7925	2.775	2.96
C05404	-5.964	-5.892	-5.508	-5.124	-5.052
C03939	-0.022	0.185	1.2925	2.4	2.607
C00054	-5.964	-5.892	-5.508	-5.124	-5.052
C04039	-3.086	-2.914	-2.0	-1.086	-0.914
C00627	-5.964	-5.892	-5.508	-5.124	-5.052
C00459	5.643	5.683	5.895	6.107	6.147
C01228	-5.964	-5.892	-5.508	-5.124	-5.052
C00239	0.0	0.0	0.0	0.0	0.0
C00725	5.052	5.124	5.508	5.892	5.964
C00231	3.384	3.592	4.7	5.808	6.016
C00232	0.776	0.995	2.161	3.327	3.546
C00233	-5.964	-5.892	-5.508	-5.124	-5.052
C00234	-4.598	-4.397	-3.322	-2.247	-2.046
C00235	-0.658	-0.475	0.5	1.475	1.658
C01613	5.052	5.124	5.508	5.892	5.964
C00237	0.787	1.05	2.4535	3.857	4.12
C00010	3.405	3.582	4.524	5.466	5.643
C00158	0.0	0.0	0.0	0.0	0.0
C00012	5.052	5.124	5.508	5.892	5.964
C00014	4.215	4.406	5.426	6.446	6.637
C05980	-5.964	-5.892	-5.508	-5.124	-5.052
C00016	0.0	0.0	0.0	0.0	0.0
C00018	-5.964	-5.892	-5.508	-5.124	-5.052
C00019	-3.216	-3.024	-2.0	-0.976	-0.784
C00153	-6.866	-6.834	-6.665	-6.496	-6.464
C00152	-4.35	-4.164	-3.17	-2.176	-1.99
C00155	4.047	4.224	5.17	6.116	6.293
C02835	-5.964	-5.892	-5.508	-5.124	-5.052
C05714	5.052	5.124	5.508	5.892	5.964
C05715	5.052	5.124	5.508	5.892	5.964
C05711	-5.964	-5.892	-5.508	-5.124	-5.052
C02713	5.052	5.124	5.508	5.892	5.964
C02336	0.203	0.375	1.2925	2.21	2.382
C14108	-5.964	-5.892	-5.508	-5.124	-5.052
C02331	0.0	0.0	0.0	0.0	0.0
C00058	-5.224	-5.038	-4.0435	-3.049	-2.863
C06320	0.0	0.0	0.0	0.0	0.0
C04620	0.625	0.81	1.7925	2.775	2.96
C00655	3.38	3.57	4.585	5.6	5.79
C00301	5.052	5.124	5.508	5.892	5.964
C00302	-5.964	-5.892	-5.508	-5.124	-5.052
C00718	0.304	0.506	1.585	2.664	2.866
C02232	-5.964	-5.892	-5.508	-5.124	-5.052
C14089	6.475	6.507	6.6795	6.852	6.884
C14107	5.052	5.124	5.508	5.892	5.964
C14086	5.052	5.124	5.508	5.892	5.964
C14087	-5.964	-5.892	-5.508	-5.124	-5.052
C17551	-5.964	-5.892	-5.508	-5.124	-5.052
C17556	0.488	0.661	1.585	2.509	2.682
C04442	-3.74	-3.536	-2.4535	-1.371	-1.167
C01127	5.052	5.124	5.508	5.892	5.964
C06188	0.487	0.66	1.585	2.51	2.683
C05665	5.052	5.124	5.508	5.892	5.964
C03058	5.052	5.124	5.508	5.892	5.964
C06186	6.454	6.487	6.658	6.829	6.862
C06187	3.705	3.879	4.807	5.735	5.909
C18902	5.052	5.124	5.508	5.892	5.964
C03294	-5.964	-5.892	-5.508	-5.124	-5.052
C02051	-5.955	-5.777	-4.8325	-3.888	-3.71
C03114	5.052	5.124	5.508	5.892	5.964
C06611	0.0	0.0	0.0	0.0	0.0
C06612	0.0	0.0	0.0	0.0	0.0
C04088	-5.964	-5.892	-5.508	-5.124	-5.052
C06614	0.0	0.0	0.0	0.0	0.0
C06615	0.0	0.0	0.0	0.0	0.0
C06755	0.0	0.0	0.0	0.0	0.0
C06754	0.0	0.0	0.0	0.0	0.0
C00979	6.445	6.479	6.658	6.837	6.871
C00877	-0.324	-0.069	1.2925	2.654	2.909
C16273	3.893	4.068	5.0	5.932	6.107
C16272	6.461	6.493	6.665	6.837	6.869
C04246	-0.102	0.072	1.0	1.928	2.102
C00409	-5.964	-5.892	-5.508	-5.124	-5.052
C03373	-3.898	-3.726	-2.807	-1.888	-1.716
C16074	5.052	5.124	5.508	5.892	5.964
C04778	-0.216	-0.024	1.0	2.024	2.216
C00407	5.052	5.124	5.508	5.892	5.964
C01401	-5.964	-5.892	-5.508	-5.124	-5.052
C01151	-5.964	-5.892	-5.508	-5.124	-5.052
C06056	-5.964	-5.892	-5.508	-5.124	-5.052
C06506	0.0	0.0	0.0	0.0	0.0
C06055	5.052	5.124	5.508	5.892	5.964
C03479	5.052	5.124	5.508	5.892	5.964
C01412	5.052	5.124	5.508	5.892	5.964
C06114	-5.964	-5.892	-5.508	-5.124	-5.052
C06508	-3.804	-3.629	-2.696	-1.763	-1.588
C06509	-4.199	-3.979	-2.807	-1.635	-1.415
C09332	-5.964	-5.892	-5.508	-5.124	-5.052
C06032	3.191	3.392	4.459	5.526	5.727
C01157	0.0	0.0	0.0	0.0	0.0
C02576	5.052	5.124	5.508	5.892	5.964
C03972	1.517	1.721	2.807	3.893	4.097
C03974	-5.964	-5.892	-5.508	-5.124	-5.052
C00577	0.192	0.366	1.2925	2.219	2.393
C01300	-6.035	-5.86	-4.9305	-4.001	-3.826
C00279	1.543	1.725	2.696	3.667	3.849
C13632	0.0	0.0	0.0	0.0	0.0
C01304	1.069	1.242	2.161	3.08	3.253
C01801	5.052	5.124	5.508	5.892	5.964
C00275	4.69	4.868	5.82	6.772	6.95
C00270	5.052	5.124	5.508	5.892	5.964
C00900	2.153	2.325	3.246	4.167	4.339
C00479	5.052	5.124	5.508	5.892	5.964
C00475	-2.584	-2.334	-1.0	0.334	0.584
C12215	-5.964	-5.892	-5.508	-5.124	-5.052
C12214	5.052	5.124	5.508	5.892	5.964
C00294	-5.559	-5.385	-4.459	-3.533	-3.359
C00295	0.0	0.0	0.0	0.0	0.0
C00357	2.718	2.913	3.9535	4.994	5.189
C05698	-1.593	-1.421	-0.5	0.421	0.593
C01267	-2.433	-2.207	-1.0	0.207	0.433
C00353	-5.964	-5.892	-5.508	-5.124	-5.052
C00352	-4.188	-4.0	-3.0	-2.0	-1.812
C00299	-0.552	-0.307	1.0	2.307	2.552
C02166	5.052	5.124	5.508	5.892	5.964
C04666	3.698	3.877	4.8325	5.788	5.967
C01269	-2.276	-2.074	-1.0	0.074	0.276
C05979	-5.964	-5.892	-5.508	-5.124	-5.052
C05898	-5.964	-5.892	-5.508	-5.124	-5.052
C05893	-5.964	-5.892	-5.508	-5.124	-5.052
C05892	5.052	5.124	5.508	5.892	5.964
C05596	-5.964	-5.892	-5.508	-5.124	-5.052
C01279	0.184	0.359	1.2925	2.226	2.401
C04046	0.0	0.0	0.0	0.0	0.0
C05382	-2.881	-2.676	-1.585	-0.494	-0.289
C00120	-3.368	-3.177	-2.161	-1.145	-0.954
C00121	5.052	5.124	5.508	5.892	5.964
C00122	-3.927	-3.648	-2.161	-0.674	-0.395
C00123	5.052	5.124	5.508	5.892	5.964
C00129	-1.672	-1.487	-0.5	0.487	0.672
C15532	5.052	5.124	5.508	5.892	5.964
C00356	0.0	0.0	0.0	0.0	0.0
C11934	-5.964	-5.892	-5.508	-5.124	-5.052
C15973	6.506	6.538	6.707	6.876	6.908
C03028	-5.964	-5.892	-5.508	-5.124	-5.052
C05749	1.701	1.876	2.807	3.738	3.913
C20589	-6.499	-6.464	-6.276	-6.088	-6.053
C05747	0.198	0.371	1.2925	2.214	2.387
C05746	1.606	1.778	2.696	3.614	3.786
C05745	1.701	1.876	2.807	3.738	3.913
C05744	3.399	3.586	4.585	5.584	5.771
C03150	6.464	6.496	6.665	6.834	6.866
C04618	0.065	0.259	1.2925	2.326	2.52
C02091	-5.964	-5.892	-5.508	-5.124	-5.052
C00726	5.052	5.124	5.508	5.892	5.964
C00055	0.0	0.0	0.0	0.0	0.0
C03539	1.989	2.162	3.085	4.008	4.181
C00199	-5.175	-4.99	-4.0	-3.01	-2.825
C00051	5.052	5.124	5.508	5.892	5.964
C00052	1.341	1.537	2.585	3.633	3.829
C00194	-6.92	-6.887	-6.707	-6.527	-6.494
C00197	2.895	3.096	4.17	5.244	5.445
C03785	2.8	2.975	3.907	4.839	5.014
C02714	-5.964	-5.892	-5.508	-5.124	-5.052
C00192	5.052	5.124	5.508	5.892	5.964
C00354	-0.283	-0.034	1.2925	2.619	2.868
C01118	0.0	0.0	0.0	0.0	0.0
C01050	-3.307	-3.126	-2.161	-1.196	-1.015
C04574	-0.094	0.079	1.0	1.921	2.094
C05130	5.052	5.124	5.508	5.892	5.964
C00206	4.199	4.382	5.358	6.334	6.517
C06156	0.0	0.0	0.0	0.0	0.0
C04807	-3.551	-3.378	-2.4535	-1.529	-1.356
C20423	-1.599	-1.425	-0.5	0.425	0.599
C20422	4.734	4.912	5.858	6.804	6.982
C03492	-4.492	-4.318	-3.3905	-2.463	-2.289
C02457	-5.964	-5.892	-5.508	-5.124	-5.052
C06010	1.605	1.795	2.807	3.819	4.009
C00831	5.052	5.124	5.508	5.892	5.964
